CE2	AFA20001019.1800.0157-CE1
CE3	AFA20001019.1800.0157-CE2
CE4	AFA20001019.1800.0157-CE3
CE5	AFA20001019.1800.0157-CE4
CE6	AFA20001019.1800.0157-CE5
CE7	AFA20001019.1800.0157-CE6
CE10	AFA20001019.1800.0157-CE7
CE11	AFA20001019.1800.0157-CE8
CE12	AFA20001019.1800.0157-CE9
CE13	AFA20001019.1800.0157-CE10
CE14	AFA20001019.1800.0157-CE11
CE15	AFA20001019.1800.0157-CE12
CE16	AFA20001019.1800.0157-CE13
CE9	AFA20001019.1800.0157-CE14
CE1	AFA20001019.1800.0157-CE15
CE17	AFA20001019.1800.0157-CE16
E1	AFA20001019.1800.0157-E1
E2	AFA20001019.1800.0157-E2
E3	AFA20001019.1800.0157-E3
E4	AFA20001019.1800.0157-E4
E6	AFA20001019.1800.0157-E5
E7	AFA20001019.1800.0157-E6
E8	AFA20001019.1800.0157-E7
E10	AFA20001019.1800.0157-E8
E11	AFA20001019.1800.0157-E9
E12	AFA20001019.1800.0157-E10
E13	AFA20001019.1800.0157-E11
E14	AFA20001019.1800.0157-E12
E15	AFA20001019.1800.0157-E13
E16	AFA20001019.1800.0157-E14
E17	AFA20001019.1800.0157-E15
E20	AFA20001019.1800.0157-E16
E22	AFA20001019.1800.0157-E17
E19	AFA20001019.1800.0157-E18
EM1	AFA20001019.1800.0157-E1-1
EM2	AFA20001019.1800.0157-E2-2
EM3	AFA20001019.1800.0157-E3-3
EM4	AFA20001019.1800.0157-E3-4
EM5	AFA20001019.1800.0157-E4-5
EM6	AFA20001019.1800.0157-E3-6
EM7	AFA20001019.1800.0157-E3-7
EM8	AFA20001019.1800.0157-E3-8
EM9	AFA20001019.1800.0157-E3-9
EM10	AFA20001019.1800.0157-E3-10
EM11	AFA20001019.1800.0157-E5-11
EM15	AFA20001019.1800.0157-E16-12
EM12	AFA20001019.1800.0157-E3-13
EM13	AFA20001019.1800.0157-E6-14
EM14	AFA20001019.1800.0157-E7-15
EM17	AFA20001019.1800.0157-E8-16
EM18	AFA20001019.1800.0157-E8-17
EM19	AFA20001019.1800.0157-E10-18
EM20	AFA20001019.1800.0157-E9-19
EM21	AFA20001019.1800.0157-E3-20
EM23	AFA20001019.1800.0157-E11-21
EM24	AFA20001019.1800.0157-E12-22
EM25	AFA20001019.1800.0157-E13-23
EM26	AFA20001019.1800.0157-E14-24
EM27	AFA20001019.1800.0157-E15-25
EM28	AFA20001019.1800.0157-E3-26
EM29	AFA20001019.1800.0157-E3-27
EM22	AFA20001019.1800.0157-E17-28
EM30	AFA20001019.1800.0157-E18-29
R1	AFA20001019.1800.0157-R1
R2	AFA20001019.1800.0157-R2
R3	AFA20001019.1800.0157-R3
RM3	AFA20001019.1800.0157-R3-1
RM1	AFA20001019.1800.0157-R1-1
RM2	AFA20001019.1800.0157-R2-1
V1	AFA20001019.1800.0157-EV1
V2	AFA20001019.1800.0157-EV2
VM1	AFA20001019.1800.0157-EV1-1
VM2	AFA20001019.1800.0157-EV2-1
Q27	AFA20001019.1800.0157-T1
Q1	AFA20001019.1800.0157-T2
Q2	AFA20001019.1800.0157-T3
Q3	AFA20001019.1800.0157-T4
Q4	AFA20001019.1800.0157-T5
Q11	AFA20001019.1800.0157-T6
Q5	AFA20001019.1800.0157-T7
Q6	AFA20001019.1800.0157-T8
Q7	AFA20001019.1800.0157-T9
Q8	AFA20001019.1800.0157-T10
Q9	AFA20001019.1800.0157-T11
Q10	AFA20001019.1800.0157-T12
Q12	AFA20001019.1800.0157-T13
Q13	AFA20001019.1800.0157-T14
Q14	AFA20001019.1800.0157-T15
Q17	AFA20001019.1800.0157-T16
Q18	AFA20001019.1800.0157-T17
Q15	AFA20001019.1800.0157-T18
Q16	AFA20001019.1800.0157-T19
Q19	AFA20001019.1800.0157-T20
Q20	AFA20001019.1800.0157-T21
Q21	AFA20001019.1800.0157-T22
Q22	AFA20001019.1800.0157-T23
Q23	AFA20001019.1800.0157-T24
Q24	AFA20001019.1800.0157-T25
Q25	AFA20001019.1800.0157-T26
Q26	AFA20001019.1800.0157-T27
