CE12	ANN20001130.1500.0072-CE1
CE13	ANN20001130.1500.0072-CE2
CE14	ANN20001130.1500.0072-CE3
CE15	ANN20001130.1500.0072-CE4
CE16	ANN20001130.1500.0072-CE5
CE17	ANN20001130.1500.0072-CE6
CE18	ANN20001130.1500.0072-CE7
CE19	ANN20001130.1500.0072-CE8
CE22	ANN20001130.1500.0072-CE9
CE21	ANN20001130.1500.0072-CE10
CE23	ANN20001130.1500.0072-CE11
CE20	ANN20001130.1500.0072-CE12
CE24	ANN20001130.1500.0072-CE13
CE25	ANN20001130.1500.0072-CE14
CE26	ANN20001130.1500.0072-CE15
CE28	ANN20001130.1500.0072-CE16
CE29	ANN20001130.1500.0072-CE17
CE30	ANN20001130.1500.0072-CE18
CE31	ANN20001130.1500.0072-CE19
CE1	ANN20001130.1500.0072-CE20
CE33	ANN20001130.1500.0072-CE21
CE34	ANN20001130.1500.0072-CE22
CE36	ANN20001130.1500.0072-CE23
CE35	ANN20001130.1500.0072-CE24
CE37	ANN20001130.1500.0072-CE25
CE39	ANN20001130.1500.0072-CE26
CE46	ANN20001130.1500.0072-CE27
CE42	ANN20001130.1500.0072-CE28
CE47	ANN20001130.1500.0072-CE29
CE43	ANN20001130.1500.0072-CE30
CE44	ANN20001130.1500.0072-CE31
CE45	ANN20001130.1500.0072-CE32
CE48	ANN20001130.1500.0072-CE33
CE49	ANN20001130.1500.0072-CE34
CE50	ANN20001130.1500.0072-CE35
CE51	ANN20001130.1500.0072-CE36
CE52	ANN20001130.1500.0072-CE37
CE53	ANN20001130.1500.0072-CE38
CE54	ANN20001130.1500.0072-CE39
CE55	ANN20001130.1500.0072-CE40
CE57	ANN20001130.1500.0072-CE41
CE58	ANN20001130.1500.0072-CE42
CE59	ANN20001130.1500.0072-CE43
CE60	ANN20001130.1500.0072-CE44
CE61	ANN20001130.1500.0072-CE45
CE62	ANN20001130.1500.0072-CE46
CE2	ANN20001130.1500.0072-CE47
CE63	ANN20001130.1500.0072-CE48
CE27	ANN20001130.1500.0072-CE49
CE56	ANN20001130.1500.0072-CE50
CE3	ANN20001130.1500.0072-CE51
CE38	ANN20001130.1500.0072-CE52
CE41	ANN20001130.1500.0072-CE53
CE40	ANN20001130.1500.0072-CE54
CE4	ANN20001130.1500.0072-CE55
CE5	ANN20001130.1500.0072-CE56
CE6	ANN20001130.1500.0072-CE57
CE7	ANN20001130.1500.0072-CE58
CE8	ANN20001130.1500.0072-CE59
CE9	ANN20001130.1500.0072-CE60
CE10	ANN20001130.1500.0072-CE61
CE32	ANN20001130.1500.0072-CE62
CE11	ANN20001130.1500.0072-CE63
E13	ANN20001130.1500.0072-E1
E14	ANN20001130.1500.0072-E2
E15	ANN20001130.1500.0072-E3
E16	ANN20001130.1500.0072-E4
E17	ANN20001130.1500.0072-E5
E18	ANN20001130.1500.0072-E6
E19	ANN20001130.1500.0072-E7
E21	ANN20001130.1500.0072-E8
E22	ANN20001130.1500.0072-E9
E23	ANN20001130.1500.0072-E10
E24	ANN20001130.1500.0072-E11
E98	ANN20001130.1500.0072-E12
E26	ANN20001130.1500.0072-E13
E99	ANN20001130.1500.0072-E14
E30	ANN20001130.1500.0072-E15
E31	ANN20001130.1500.0072-E16
E34	ANN20001130.1500.0072-E17
E35	ANN20001130.1500.0072-E18
E36	ANN20001130.1500.0072-E19
E37	ANN20001130.1500.0072-E20
E1	ANN20001130.1500.0072-E21
E38	ANN20001130.1500.0072-E22
E39	ANN20001130.1500.0072-E23
E40	ANN20001130.1500.0072-E24
E41	ANN20001130.1500.0072-E25
E44	ANN20001130.1500.0072-E26
E46	ANN20001130.1500.0072-E27
E47	ANN20001130.1500.0072-E28
E48	ANN20001130.1500.0072-E29
E49	ANN20001130.1500.0072-E30
E50	ANN20001130.1500.0072-E31
E51	ANN20001130.1500.0072-E32
E52	ANN20001130.1500.0072-E33
E62	ANN20001130.1500.0072-E34
E57	ANN20001130.1500.0072-E35
E63	ANN20001130.1500.0072-E36
E59	ANN20001130.1500.0072-E37
E60	ANN20001130.1500.0072-E38
E61	ANN20001130.1500.0072-E39
E64	ANN20001130.1500.0072-E40
E66	ANN20001130.1500.0072-E41
E67	ANN20001130.1500.0072-E42
E68	ANN20001130.1500.0072-E43
E69	ANN20001130.1500.0072-E44
E70	ANN20001130.1500.0072-E45
E71	ANN20001130.1500.0072-E46
E72	ANN20001130.1500.0072-E47
E73	ANN20001130.1500.0072-E48
E74	ANN20001130.1500.0072-E49
E75	ANN20001130.1500.0072-E50
E2	ANN20001130.1500.0072-E51
E77	ANN20001130.1500.0072-E52
E78	ANN20001130.1500.0072-E53
E80	ANN20001130.1500.0072-E54
E81	ANN20001130.1500.0072-E55
E84	ANN20001130.1500.0072-E56
E3	ANN20001130.1500.0072-E57
E88	ANN20001130.1500.0072-E58
E91	ANN20001130.1500.0072-E59
E94	ANN20001130.1500.0072-E60
E95	ANN20001130.1500.0072-E61
E96	ANN20001130.1500.0072-E62
E97	ANN20001130.1500.0072-E63
E4	ANN20001130.1500.0072-E64
E5	ANN20001130.1500.0072-E65
E6	ANN20001130.1500.0072-E66
E7	ANN20001130.1500.0072-E67
E8	ANN20001130.1500.0072-E68
E45	ANN20001130.1500.0072-E69
E9	ANN20001130.1500.0072-E70
E10	ANN20001130.1500.0072-E71
E11	ANN20001130.1500.0072-E72
E12	ANN20001130.1500.0072-E73
EM1	ANN20001130.1500.0072-E21-1
EM17	ANN20001130.1500.0072-E1-2
EM18	ANN20001130.1500.0072-E73-3
EM19	ANN20001130.1500.0072-E73-4
EM20	ANN20001130.1500.0072-E2-5
EM79	ANN20001130.1500.0072-E70-6
EM21	ANN20001130.1500.0072-E3-7
EM22	ANN20001130.1500.0072-E4-8
EM23	ANN20001130.1500.0072-E5-9
EM24	ANN20001130.1500.0072-E6-10
EM25	ANN20001130.1500.0072-E7-11
EM80	ANN20001130.1500.0072-E8-12
EM93	ANN20001130.1500.0072-E57-13
EM26	ANN20001130.1500.0072-E57-14
EM27	ANN20001130.1500.0072-E7-15
EM28	ANN20001130.1500.0072-E9-16
EM29	ANN20001130.1500.0072-E8-17
EM31	ANN20001130.1500.0072-E8-18
EM30	ANN20001130.1500.0072-E10-19
EM32	ANN20001130.1500.0072-E11-20
EM36	ANN20001130.1500.0072-E12-21
EM37	ANN20001130.1500.0072-E12-22
EM34	ANN20001130.1500.0072-E13-23
EM39	ANN20001130.1500.0072-E14-24
EM40	ANN20001130.1500.0072-E12-25
EM81	ANN20001130.1500.0072-E12-26
EM83	ANN20001130.1500.0072-E12-27
EM41	ANN20001130.1500.0072-E15-28
EM42	ANN20001130.1500.0072-E16-29
EM44	ANN20001130.1500.0072-E10-30
EM45	ANN20001130.1500.0072-E7-31
EM46	ANN20001130.1500.0072-E7-32
EM47	ANN20001130.1500.0072-E17-33
EM48	ANN20001130.1500.0072-E18-34
EM49	ANN20001130.1500.0072-E19-35
EM50	ANN20001130.1500.0072-E7-36
EM51	ANN20001130.1500.0072-E8-37
EM52	ANN20001130.1500.0072-E8-38
EM54	ANN20001130.1500.0072-E20-39
EM55	ANN20001130.1500.0072-E20-40
EM56	ANN20001130.1500.0072-E20-41
EM57	ANN20001130.1500.0072-E20-42
EM58	ANN20001130.1500.0072-E22-43
EM60	ANN20001130.1500.0072-E20-44
EM62	ANN20001130.1500.0072-E20-45
EM61	ANN20001130.1500.0072-E20-46
EM63	ANN20001130.1500.0072-E23-47
EM64	ANN20001130.1500.0072-E8-48
EM65	ANN20001130.1500.0072-E20-49
EM66	ANN20001130.1500.0072-E24-50
EM67	ANN20001130.1500.0072-E7-51
EM68	ANN20001130.1500.0072-E7-52
EM69	ANN20001130.1500.0072-E8-53
EM70	ANN20001130.1500.0072-E7-54
EM71	ANN20001130.1500.0072-E25-55
EM72	ANN20001130.1500.0072-E71-56
EM73	ANN20001130.1500.0072-E72-57
EM82	ANN20001130.1500.0072-E8-58
EM74	ANN20001130.1500.0072-E26-59
EM75	ANN20001130.1500.0072-E71-60
EM84	ANN20001130.1500.0072-E27-61
EM115	ANN20001130.1500.0072-E34-62
EM85	ANN20001130.1500.0072-E27-63
EM89	ANN20001130.1500.0072-E28-64
EM90	ANN20001130.1500.0072-E27-65
EM86	ANN20001130.1500.0072-E29-66
EM88	ANN20001130.1500.0072-E30-67
EM87	ANN20001130.1500.0072-E31-68
EM91	ANN20001130.1500.0072-E27-69
