CE9	ALH20001105.1300.0083-CE1
CE10	ALH20001105.1300.0083-CE2
CE1	ALH20001105.1300.0083-CE3
CE11	ALH20001105.1300.0083-CE4
CE12	ALH20001105.1300.0083-CE5
CE13	ALH20001105.1300.0083-CE6
CE14	ALH20001105.1300.0083-CE7
CE15	ALH20001105.1300.0083-CE8
CE4	ALH20001105.1300.0083-CE9
CE5	ALH20001105.1300.0083-CE10
CE6	ALH20001105.1300.0083-CE11
CE7	ALH20001105.1300.0083-CE12
CE8	ALH20001105.1300.0083-CE13
CE3	ALH20001105.1300.0083-CE14
CE2	ALH20001105.1300.0083-CE15
E11	ALH20001105.1300.0083-E1
E14	ALH20001105.1300.0083-E2
E16	ALH20001105.1300.0083-E3
E17	ALH20001105.1300.0083-E4
E18	ALH20001105.1300.0083-E5
E19	ALH20001105.1300.0083-E6
E20	ALH20001105.1300.0083-E7
E21	ALH20001105.1300.0083-E8
E1	ALH20001105.1300.0083-E9
E2	ALH20001105.1300.0083-E10
E3	ALH20001105.1300.0083-E11
E4	ALH20001105.1300.0083-E12
E5	ALH20001105.1300.0083-E13
E6	ALH20001105.1300.0083-E14
E8	ALH20001105.1300.0083-E15
E10	ALH20001105.1300.0083-E16
EM13	ALH20001105.1300.0083-E12-1
EM14	ALH20001105.1300.0083-E1-2
EM15	ALH20001105.1300.0083-E14-3
EM16	ALH20001105.1300.0083-E2-4
EM17	ALH20001105.1300.0083-E3-5
EM18	ALH20001105.1300.0083-E4-6
EM19	ALH20001105.1300.0083-E5-7
EM20	ALH20001105.1300.0083-E12-8
EM21	ALH20001105.1300.0083-E12-9
EM22	ALH20001105.1300.0083-E12-10
EM23	ALH20001105.1300.0083-E6-11
EM24	ALH20001105.1300.0083-E12-12
EM25	ALH20001105.1300.0083-E12-13
EM26	ALH20001105.1300.0083-E12-14
EM27	ALH20001105.1300.0083-E12-15
EM29	ALH20001105.1300.0083-E12-16
EM28	ALH20001105.1300.0083-E14-17
EM30	ALH20001105.1300.0083-E14-18
EM31	ALH20001105.1300.0083-E7-19
EM32	ALH20001105.1300.0083-E8-20
EM33	ALH20001105.1300.0083-E14-21
EM4	ALH20001105.1300.0083-E12-22
EM1	ALH20001105.1300.0083-E9-23
EM2	ALH20001105.1300.0083-E10-24
EM3	ALH20001105.1300.0083-E11-25
EM5	ALH20001105.1300.0083-E12-26
EM7	ALH20001105.1300.0083-E13-27
EM8	ALH20001105.1300.0083-E14-28
EM9	ALH20001105.1300.0083-E15-29
EM6	ALH20001105.1300.0083-E16-30
EM10	ALH20001105.1300.0083-E12-31
EM11	ALH20001105.1300.0083-E12-32
EM12	ALH20001105.1300.0083-E12-33
R1	ALH20001105.1300.0083-R1
R2	ALH20001105.1300.0083-R2
R3	ALH20001105.1300.0083-R3
R4	ALH20001105.1300.0083-R4
R6	ALH20001105.1300.0083-R5
R7	ALH20001105.1300.0083-R6
R5	ALH20001105.1300.0083-R7
RM1	ALH20001105.1300.0083-R1-1
RM2	ALH20001105.1300.0083-R2-1
RM3	ALH20001105.1300.0083-R3-1
RM4	ALH20001105.1300.0083-R4-1
RM6	ALH20001105.1300.0083-R5-1
RM7	ALH20001105.1300.0083-R6-1
RM5	ALH20001105.1300.0083-R7-1
V1	ALH20001105.1300.0083-EV1
V2	ALH20001105.1300.0083-EV2
VM1	ALH20001105.1300.0083-EV2-1
VM2	ALH20001105.1300.0083-EV1-1
Q1	ALH20001105.1300.0083-T1
Q2	ALH20001105.1300.0083-V1
Q3	ALH20001105.1300.0083-T2
Q4	ALH20001105.1300.0083-T3
QM2	ALH20001105.1300.0083-V1-1
