CE13	ANN20001125.0900.0084-CE1
CE14	ANN20001125.0900.0084-CE2
CE15	ANN20001125.0900.0084-CE3
CE16	ANN20001125.0900.0084-CE4
CE17	ANN20001125.0900.0084-CE5
CE2	ANN20001125.0900.0084-CE6
CE18	ANN20001125.0900.0084-CE7
CE19	ANN20001125.0900.0084-CE8
CE20	ANN20001125.0900.0084-CE9
CE21	ANN20001125.0900.0084-CE10
CE22	ANN20001125.0900.0084-CE11
CE23	ANN20001125.0900.0084-CE12
CE3	ANN20001125.0900.0084-CE13
CE1	ANN20001125.0900.0084-CE14
CE4	ANN20001125.0900.0084-CE15
CE5	ANN20001125.0900.0084-CE16
CE6	ANN20001125.0900.0084-CE17
CE7	ANN20001125.0900.0084-CE18
CE8	ANN20001125.0900.0084-CE19
CE9	ANN20001125.0900.0084-CE20
CE10	ANN20001125.0900.0084-CE21
CE11	ANN20001125.0900.0084-CE22
CE12	ANN20001125.0900.0084-CE23
E15	ANN20001125.0900.0084-E1
E16	ANN20001125.0900.0084-E2
E38	ANN20001125.0900.0084-E3
E18	ANN20001125.0900.0084-E4
E19	ANN20001125.0900.0084-E5
E20	ANN20001125.0900.0084-E6
E21	ANN20001125.0900.0084-E7
E22	ANN20001125.0900.0084-E8
E23	ANN20001125.0900.0084-E9
E24	ANN20001125.0900.0084-E10
E25	ANN20001125.0900.0084-E11
E27	ANN20001125.0900.0084-E12
E28	ANN20001125.0900.0084-E13
E1	ANN20001125.0900.0084-E14
E31	ANN20001125.0900.0084-E15
E32	ANN20001125.0900.0084-E16
E33	ANN20001125.0900.0084-E17
E34	ANN20001125.0900.0084-E18
E35	ANN20001125.0900.0084-E19
E36	ANN20001125.0900.0084-E20
E44	ANN20001125.0900.0084-E21
E45	ANN20001125.0900.0084-E22
E46	ANN20001125.0900.0084-E23
E2	ANN20001125.0900.0084-E24
E3	ANN20001125.0900.0084-E25
E4	ANN20001125.0900.0084-E26
E5	ANN20001125.0900.0084-E27
E6	ANN20001125.0900.0084-E28
E7	ANN20001125.0900.0084-E29
E8	ANN20001125.0900.0084-E30
E9	ANN20001125.0900.0084-E31
E10	ANN20001125.0900.0084-E32
E11	ANN20001125.0900.0084-E33
E12	ANN20001125.0900.0084-E34
EM1	ANN20001125.0900.0084-E14-1
EM20	ANN20001125.0900.0084-E29-2
EM21	ANN20001125.0900.0084-E29-3
EM22	ANN20001125.0900.0084-E26-4
EM23	ANN20001125.0900.0084-E1-5
EM24	ANN20001125.0900.0084-E34-6
EM25	ANN20001125.0900.0084-E34-7
EM26	ANN20001125.0900.0084-E34-8
EM27	ANN20001125.0900.0084-E32-9
EM28	ANN20001125.0900.0084-E33-10
EM29	ANN20001125.0900.0084-E34-11
EM30	ANN20001125.0900.0084-E33-12
EM31	ANN20001125.0900.0084-E29-13
EM32	ANN20001125.0900.0084-E29-14
EM33	ANN20001125.0900.0084-E2-15
EM34	ANN20001125.0900.0084-E29-16
EM16	ANN20001125.0900.0084-E34-17
EM37	ANN20001125.0900.0084-E4-18
EM38	ANN20001125.0900.0084-E5-19
EM56	ANN20001125.0900.0084-E6-20
EM39	ANN20001125.0900.0084-E32-21
EM42	ANN20001125.0900.0084-E31-22
EM43	ANN20001125.0900.0084-E31-23
EM44	ANN20001125.0900.0084-E31-24
EM45	ANN20001125.0900.0084-E6-25
EM46	ANN20001125.0900.0084-E6-26
EM47	ANN20001125.0900.0084-E7-27
EM48	ANN20001125.0900.0084-E8-28
EM49	ANN20001125.0900.0084-E9-29
EM50	ANN20001125.0900.0084-E10-30
EM51	ANN20001125.0900.0084-E11-31
EM52	ANN20001125.0900.0084-E12-32
EM53	ANN20001125.0900.0084-E13-33
EM54	ANN20001125.0900.0084-E6-34
EM55	ANN20001125.0900.0084-E27-35
EM57	ANN20001125.0900.0084-E27-36
EM60	ANN20001125.0900.0084-E11-37
EM61	ANN20001125.0900.0084-E11-38
EM62	ANN20001125.0900.0084-E11-39
EM58	ANN20001125.0900.0084-E6-40
EM63	ANN20001125.0900.0084-E15-41
EM64	ANN20001125.0900.0084-E15-42
EM65	ANN20001125.0900.0084-E16-43
EM66	ANN20001125.0900.0084-E17-44
EM67	ANN20001125.0900.0084-E6-45
EM68	ANN20001125.0900.0084-E6-46
EM69	ANN20001125.0900.0084-E18-47
EM70	ANN20001125.0900.0084-E18-48
EM71	ANN20001125.0900.0084-E19-49
EM73	ANN20001125.0900.0084-E20-50
EM74	ANN20001125.0900.0084-E18-51
EM75	ANN20001125.0900.0084-E32-52
EM41	ANN20001125.0900.0084-E21-53
EM36	ANN20001125.0900.0084-E29-54
EM2	ANN20001125.0900.0084-E24-55
EM35	ANN20001125.0900.0084-E29-56
EM19	ANN20001125.0900.0084-E22-57
EM59	ANN20001125.0900.0084-E11-58
EM40	ANN20001125.0900.0084-E23-59
EM3	ANN20001125.0900.0084-E25-60
EM4	ANN20001125.0900.0084-E26-61
EM5	ANN20001125.0900.0084-E28-62
EM6	ANN20001125.0900.0084-E29-63
EM7	ANN20001125.0900.0084-E30-64
EM8	ANN20001125.0900.0084-E29-65
EM9	ANN20001125.0900.0084-E29-66
EM10	ANN20001125.0900.0084-E31-67
EM72	ANN20001125.0900.0084-E3-68
EM11	ANN20001125.0900.0084-E32-69
EM12	ANN20001125.0900.0084-E33-70
EM13	ANN20001125.0900.0084-E29-71
EM14	ANN20001125.0900.0084-E34-72
EM15	ANN20001125.0900.0084-E34-73
EM17	ANN20001125.0900.0084-E34-74
EM18	ANN20001125.0900.0084-E31-75
R1	ANN20001125.0900.0084-R1
R2	ANN20001125.0900.0084-R2
R3	ANN20001125.0900.0084-R3
R4	ANN20001125.0900.0084-R4
R5	ANN20001125.0900.0084-R5
R8	ANN20001125.0900.0084-R6
R9	ANN20001125.0900.0084-R7
R10	ANN20001125.0900.0084-R8
R12	ANN20001125.0900.0084-R9
R13	ANN20001125.0900.0084-R10
R14	ANN20001125.0900.0084-R11
R15	ANN20001125.0900.0084-R12
R16	ANN20001125.0900.0084-R13
R6	ANN20001125.0900.0084-R14
R7	ANN20001125.0900.0084-R15
R11	ANN20001125.0900.0084-R16
RM1	ANN20001125.0900.0084-R1-1
RM2	ANN20001125.0900.0084-R2-1
RM3	ANN20001125.0900.0084-R3-1
RM4	ANN20001125.0900.0084-R4-1
RM6	ANN20001125.0900.0084-R5-1
RM8	ANN20001125.0900.0084-R6-1
RM9	ANN20001125.0900.0084-R7-1
RM10	ANN20001125.0900.0084-R8-1
RM12	ANN20001125.0900.0084-R9-1
RM13	ANN20001125.0900.0084-R10-1
RM14	ANN20001125.0900.0084-R11-1
RM15	ANN20001125.0900.0084-R12-1
RM16	ANN20001125.0900.0084-R13-1
RM5	ANN20001125.0900.0084-R14-1
RM7	ANN20001125.0900.0084-R15-1
RM11	ANN20001125.0900.0084-R16-1
V1	ANN20001125.0900.0084-EV1
V2	ANN20001125.0900.0084-EV2
V3	ANN20001125.0900.0084-EV3
V4	ANN20001125.0900.0084-EV4
V7	ANN20001125.0900.0084-EV5
V5	ANN20001125.0900.0084-EV6
V8	ANN20001125.0900.0084-EV7
VM1	ANN20001125.0900.0084-EV1-1
VM2	ANN20001125.0900.0084-EV2-1
VM3	ANN20001125.0900.0084-EV3-1
VM4	ANN20001125.0900.0084-EV4-1
VM7	ANN20001125.0900.0084-EV5-1
VM5	ANN20001125.0900.0084-EV6-1
VM8	ANN20001125.0900.0084-EV7-1
Q1	ANN20001125.0900.0084-T1
Q2	ANN20001125.0900.0084-T2
