CE2	AFA20001127.1400.0106-CE1
CE3	AFA20001127.1400.0106-CE2
CE4	AFA20001127.1400.0106-CE3
CE5	AFA20001127.1400.0106-CE4
CE6	AFA20001127.1400.0106-CE5
CE7	AFA20001127.1400.0106-CE6
CE9	AFA20001127.1400.0106-CE7
CE10	AFA20001127.1400.0106-CE8
CE11	AFA20001127.1400.0106-CE9
CE12	AFA20001127.1400.0106-CE10
CE13	AFA20001127.1400.0106-CE11
CE14	AFA20001127.1400.0106-CE12
CE15	AFA20001127.1400.0106-CE13
CE16	AFA20001127.1400.0106-CE14
CE17	AFA20001127.1400.0106-CE15
CE18	AFA20001127.1400.0106-CE16
CE19	AFA20001127.1400.0106-CE17
CE20	AFA20001127.1400.0106-CE18
CE8	AFA20001127.1400.0106-CE19
CE22	AFA20001127.1400.0106-CE20
CE23	AFA20001127.1400.0106-CE21
CE24	AFA20001127.1400.0106-CE22
CE25	AFA20001127.1400.0106-CE23
CE26	AFA20001127.1400.0106-CE24
CE27	AFA20001127.1400.0106-CE25
CE1	AFA20001127.1400.0106-CE26
E3	AFA20001127.1400.0106-E1
E4	AFA20001127.1400.0106-E2
E5	AFA20001127.1400.0106-E3
E6	AFA20001127.1400.0106-E4
E8	AFA20001127.1400.0106-E5
E9	AFA20001127.1400.0106-E6
E10	AFA20001127.1400.0106-E7
E11	AFA20001127.1400.0106-E8
E12	AFA20001127.1400.0106-E9
E13	AFA20001127.1400.0106-E10
E14	AFA20001127.1400.0106-E11
E15	AFA20001127.1400.0106-E12
E16	AFA20001127.1400.0106-E13
E17	AFA20001127.1400.0106-E14
E18	AFA20001127.1400.0106-E15
E20	AFA20001127.1400.0106-E16
E21	AFA20001127.1400.0106-E17
E22	AFA20001127.1400.0106-E18
E23	AFA20001127.1400.0106-E19
E24	AFA20001127.1400.0106-E20
E25	AFA20001127.1400.0106-E21
E26	AFA20001127.1400.0106-E22
E28	AFA20001127.1400.0106-E23
E29	AFA20001127.1400.0106-E24
E30	AFA20001127.1400.0106-E25
E31	AFA20001127.1400.0106-E26
E32	AFA20001127.1400.0106-E27
E33	AFA20001127.1400.0106-E28
E34	AFA20001127.1400.0106-E29
E36	AFA20001127.1400.0106-E30
E1	AFA20001127.1400.0106-E31
EM3	AFA20001127.1400.0106-E2-1
EM4	AFA20001127.1400.0106-E3-2
EM5	AFA20001127.1400.0106-E3-3
EM6	AFA20001127.1400.0106-E4-4
EM49	AFA20001127.1400.0106-E14-5
EM7	AFA20001127.1400.0106-E5-6
EM8	AFA20001127.1400.0106-E6-7
EM9	AFA20001127.1400.0106-E5-8
EM13	AFA20001127.1400.0106-E5-9
EM12	AFA20001127.1400.0106-E8-10
EM14	AFA20001127.1400.0106-E9-11
EM15	AFA20001127.1400.0106-E10-12
EM16	AFA20001127.1400.0106-E11-13
EM17	AFA20001127.1400.0106-E12-14
EM18	AFA20001127.1400.0106-E13-15
EM19	AFA20001127.1400.0106-E13-16
EM20	AFA20001127.1400.0106-E5-17
EM21	AFA20001127.1400.0106-E5-18
EM22	AFA20001127.1400.0106-E14-19
EM24	AFA20001127.1400.0106-E15-20
EM23	AFA20001127.1400.0106-E15-21
EM26	AFA20001127.1400.0106-E5-22
EM27	AFA20001127.1400.0106-E16-23
EM28	AFA20001127.1400.0106-E17-24
EM29	AFA20001127.1400.0106-E18-25
EM30	AFA20001127.1400.0106-E19-26
EM31	AFA20001127.1400.0106-E20-27
EM32	AFA20001127.1400.0106-E21-28
EM33	AFA20001127.1400.0106-E22-29
EM35	AFA20001127.1400.0106-E5-30
EM36	AFA20001127.1400.0106-E23-31
EM10	AFA20001127.1400.0106-E23-32
EM11	AFA20001127.1400.0106-E7-33
EM37	AFA20001127.1400.0106-E3-34
EM38	AFA20001127.1400.0106-E3-35
EM39	AFA20001127.1400.0106-E3-36
EM40	AFA20001127.1400.0106-E24-37
EM41	AFA20001127.1400.0106-E25-38
EM43	AFA20001127.1400.0106-E3-39
EM42	AFA20001127.1400.0106-E3-40
EM45	AFA20001127.1400.0106-E26-41
EM44	AFA20001127.1400.0106-E26-42
EM46	AFA20001127.1400.0106-E27-43
EM47	AFA20001127.1400.0106-E28-44
EM48	AFA20001127.1400.0106-E29-45
EM50	AFA20001127.1400.0106-E29-46
EM51	AFA20001127.1400.0106-E29-47
EM52	AFA20001127.1400.0106-E5-48
EM55	AFA20001127.1400.0106-E8-49
EM53	AFA20001127.1400.0106-E8-50
EM54	AFA20001127.1400.0106-E29-51
EM57	AFA20001127.1400.0106-E30-52
EM56	AFA20001127.1400.0106-E30-53
EM58	AFA20001127.1400.0106-E30-54
EM59	AFA20001127.1400.0106-E30-55
EM60	AFA20001127.1400.0106-E8-56
EM1	AFA20001127.1400.0106-E31-57
EM25	AFA20001127.1400.0106-E1-58
EM2	AFA20001127.1400.0106-E1-59
R1	AFA20001127.1400.0106-R1
R2	AFA20001127.1400.0106-R2
R3	AFA20001127.1400.0106-R3
R4	AFA20001127.1400.0106-R4
R5	AFA20001127.1400.0106-R5
R6	AFA20001127.1400.0106-R6
R7	AFA20001127.1400.0106-R7
RM1	AFA20001127.1400.0106-R1-1
RM2	AFA20001127.1400.0106-R2-1
RM3	AFA20001127.1400.0106-R3-1
RM4	AFA20001127.1400.0106-R4-1
RM5	AFA20001127.1400.0106-R5-1
RM6	AFA20001127.1400.0106-R6-1
RM7	AFA20001127.1400.0106-R7-1
V2	AFA20001127.1400.0106-EV1
V5	AFA20001127.1400.0106-EV2
V6	AFA20001127.1400.0106-EV3
V1	AFA20001127.1400.0106-EV4
V3	AFA20001127.1400.0106-EV5
V8	AFA20001127.1400.0106-EV6
V9	AFA20001127.1400.0106-EV7
V7	AFA20001127.1400.0106-EV8
V10	AFA20001127.1400.0106-EV9
V11	AFA20001127.1400.0106-EV10
V12	AFA20001127.1400.0106-EV11
V13	AFA20001127.1400.0106-EV12
V14	AFA20001127.1400.0106-EV13
V16	AFA20001127.1400.0106-EV14
V17	AFA20001127.1400.0106-EV15
V18	AFA20001127.1400.0106-EV16
V19	AFA20001127.1400.0106-EV17
V20	AFA20001127.1400.0106-EV18
V21	AFA20001127.1400.0106-EV19
V22	AFA20001127.1400.0106-EV20
V4	AFA20001127.1400.0106-EV21
VM2	AFA20001127.1400.0106-EV1-1
VM5	AFA20001127.1400.0106-EV2-1
