CE9	AFA20001017.1800.0245-CE1
CE10	AFA20001017.1800.0245-CE2
CE11	AFA20001017.1800.0245-CE3
CE1	AFA20001017.1800.0245-CE4
CE12	AFA20001017.1800.0245-CE5
CE13	AFA20001017.1800.0245-CE6
CE14	AFA20001017.1800.0245-CE7
CE15	AFA20001017.1800.0245-CE8
CE16	AFA20001017.1800.0245-CE9
CE17	AFA20001017.1800.0245-CE10
CE18	AFA20001017.1800.0245-CE11
CE19	AFA20001017.1800.0245-CE12
CE20	AFA20001017.1800.0245-CE13
CE21	AFA20001017.1800.0245-CE14
CE22	AFA20001017.1800.0245-CE15
CE23	AFA20001017.1800.0245-CE16
CE24	AFA20001017.1800.0245-CE17
CE25	AFA20001017.1800.0245-CE18
CE2	AFA20001017.1800.0245-CE19
CE3	AFA20001017.1800.0245-CE20
CE4	AFA20001017.1800.0245-CE21
CE5	AFA20001017.1800.0245-CE22
CE7	AFA20001017.1800.0245-CE23
CE6	AFA20001017.1800.0245-CE24
CE8	AFA20001017.1800.0245-CE25
E11	AFA20001017.1800.0245-E1
E78	AFA20001017.1800.0245-E2
E15	AFA20001017.1800.0245-E3
E16	AFA20001017.1800.0245-E4
E17	AFA20001017.1800.0245-E5
E18	AFA20001017.1800.0245-E6
E20	AFA20001017.1800.0245-E7
E23	AFA20001017.1800.0245-E8
E24	AFA20001017.1800.0245-E9
E25	AFA20001017.1800.0245-E10
E26	AFA20001017.1800.0245-E11
E27	AFA20001017.1800.0245-E12
E28	AFA20001017.1800.0245-E13
E67	AFA20001017.1800.0245-E14
E31	AFA20001017.1800.0245-E15
E32	AFA20001017.1800.0245-E16
E33	AFA20001017.1800.0245-E17
E34	AFA20001017.1800.0245-E18
E35	AFA20001017.1800.0245-E19
E37	AFA20001017.1800.0245-E20
E68	AFA20001017.1800.0245-E21
E38	AFA20001017.1800.0245-E22
E40	AFA20001017.1800.0245-E23
E41	AFA20001017.1800.0245-E24
E43	AFA20001017.1800.0245-E25
E44	AFA20001017.1800.0245-E26
E70	AFA20001017.1800.0245-E27
E46	AFA20001017.1800.0245-E28
E47	AFA20001017.1800.0245-E29
E48	AFA20001017.1800.0245-E30
E49	AFA20001017.1800.0245-E31
E52	AFA20001017.1800.0245-E32
E53	AFA20001017.1800.0245-E33
E61	AFA20001017.1800.0245-E34
E75	AFA20001017.1800.0245-E35
E79	AFA20001017.1800.0245-E36
E1	AFA20001017.1800.0245-E37
E2	AFA20001017.1800.0245-E38
E3	AFA20001017.1800.0245-E39
E4	AFA20001017.1800.0245-E40
E5	AFA20001017.1800.0245-E41
E6	AFA20001017.1800.0245-E42
E7	AFA20001017.1800.0245-E43
E9	AFA20001017.1800.0245-E44
E10	AFA20001017.1800.0245-E45
EM64	AFA20001017.1800.0245-E2-1
EM11	AFA20001017.1800.0245-E44-2
EM14	AFA20001017.1800.0245-E3-3
EM15	AFA20001017.1800.0245-E45-4
EM16	AFA20001017.1800.0245-E42-5
EM17	AFA20001017.1800.0245-E4-6
EM18	AFA20001017.1800.0245-E39-7
EM19	AFA20001017.1800.0245-E5-8
EM20	AFA20001017.1800.0245-E6-9
EM21	AFA20001017.1800.0245-E45-10
EM22	AFA20001017.1800.0245-E45-11
EM24	AFA20001017.1800.0245-E7-12
EM26	AFA20001017.1800.0245-E8-13
EM27	AFA20001017.1800.0245-E9-14
EM28	AFA20001017.1800.0245-E9-15
EM29	AFA20001017.1800.0245-E9-16
EM30	AFA20001017.1800.0245-E10-17
EM31	AFA20001017.1800.0245-E11-18
EM32	AFA20001017.1800.0245-E12-19
EM33	AFA20001017.1800.0245-E12-20
EM36	AFA20001017.1800.0245-E13-21
EM25	AFA20001017.1800.0245-E14-22
EM35	AFA20001017.1800.0245-E37-23
EM37	AFA20001017.1800.0245-E38-24
EM38	AFA20001017.1800.0245-E45-25
EM39	AFA20001017.1800.0245-E45-26
EM40	AFA20001017.1800.0245-E45-27
EM42	AFA20001017.1800.0245-E45-28
EM41	AFA20001017.1800.0245-E45-29
EM12	AFA20001017.1800.0245-E21-30
EM46	AFA20001017.1800.0245-E45-31
EM44	AFA20001017.1800.0245-E39-32
EM45	AFA20001017.1800.0245-E39-33
EM47	AFA20001017.1800.0245-E15-34
EM48	AFA20001017.1800.0245-E16-35
EM49	AFA20001017.1800.0245-E17-36
EM50	AFA20001017.1800.0245-E10-37
EM52	AFA20001017.1800.0245-E18-38
EM51	AFA20001017.1800.0245-E18-39
EM53	AFA20001017.1800.0245-E19-40
EM23	AFA20001017.1800.0245-E37-41
EM54	AFA20001017.1800.0245-E11-42
EM55	AFA20001017.1800.0245-E20-43
EM56	AFA20001017.1800.0245-E19-44
EM57	AFA20001017.1800.0245-E10-45
EM59	AFA20001017.1800.0245-E42-46
EM60	AFA20001017.1800.0245-E22-47
EM1	AFA20001017.1800.0245-E37-48
EM61	AFA20001017.1800.0245-E12-49
EM62	AFA20001017.1800.0245-E23-50
EM63	AFA20001017.1800.0245-E23-51
EM65	AFA20001017.1800.0245-E24-52
EM43	AFA20001017.1800.0245-E27-53
EM66	AFA20001017.1800.0245-E25-54
EM67	AFA20001017.1800.0245-E39-55
EM68	AFA20001017.1800.0245-E26-56
EM58	AFA20001017.1800.0245-E34-57
EM70	AFA20001017.1800.0245-E11-58
EM71	AFA20001017.1800.0245-E9-59
EM72	AFA20001017.1800.0245-E9-60
EM73	AFA20001017.1800.0245-E9-61
EM74	AFA20001017.1800.0245-E22-62
EM75	AFA20001017.1800.0245-E28-63
EM76	AFA20001017.1800.0245-E28-64
EM79	AFA20001017.1800.0245-E29-65
EM80	AFA20001017.1800.0245-E30-66
EM77	AFA20001017.1800.0245-E31-67
EM78	AFA20001017.1800.0245-E44-68
EM86	AFA20001017.1800.0245-E11-69
EM81	AFA20001017.1800.0245-E23-70
EM83	AFA20001017.1800.0245-E32-71
EM84	AFA20001017.1800.0245-E33-72
EM85	AFA20001017.1800.0245-E11-73
EM34	AFA20001017.1800.0245-E35-74
EM69	AFA20001017.1800.0245-E44-75
EM87	AFA20001017.1800.0245-E36-76
EM2	AFA20001017.1800.0245-E38-77
EM3	AFA20001017.1800.0245-E39-78
EM4	AFA20001017.1800.0245-E39-79
EM7	AFA20001017.1800.0245-E40-80
EM8	AFA20001017.1800.0245-E41-81
EM6	AFA20001017.1800.0245-E43-82
EM5	AFA20001017.1800.0245-E44-83
EM9	AFA20001017.1800.0245-E45-84
EM10	AFA20001017.1800.0245-E45-85
EM13	AFA20001017.1800.0245-E1-86
R6	AFA20001017.1800.0245-R1
R4	AFA20001017.1800.0245-R2
R14	AFA20001017.1800.0245-R3
R28	AFA20001017.1800.0245-R4
R9	AFA20001017.1800.0245-R5
R29	AFA20001017.1800.0245-R6
R10	AFA20001017.1800.0245-R7
R1	AFA20001017.1800.0245-R8
R2	AFA20001017.1800.0245-R9
R23	AFA20001017.1800.0245-R10
R5	AFA20001017.1800.0245-R11
R7	AFA20001017.1800.0245-R12
R8	AFA20001017.1800.0245-R13
R15	AFA20001017.1800.0245-R14
R11	AFA20001017.1800.0245-R15
R12	AFA20001017.1800.0245-R16
R17	AFA20001017.1800.0245-R17
R18	AFA20001017.1800.0245-R18
R3	AFA20001017.1800.0245-R19
R25	AFA20001017.1800.0245-R20
R26	AFA20001017.1800.0245-R21
R27	AFA20001017.1800.0245-R22
RM4	AFA20001017.1800.0245-R2-1
RM14	AFA20001017.1800.0245-R3-1
RM25	AFA20001017.1800.0245-R4-1
RM9	AFA20001017.1800.0245-R5-1
RM26	AFA20001017.1800.0245-R6-1
RM10	AFA20001017.1800.0245-R7-1
RM24	AFA20001017.1800.0245-R22-1
RM20	AFA20001017.1800.0245-R10-1
RM1	AFA20001017.1800.0245-R8-1
RM2	AFA20001017.1800.0245-R9-1
RM5	AFA20001017.1800.0245-R11-1
RM15	AFA20001017.1800.0245-R14-1
RM6	AFA20001017.1800.0245-R12-1
RM8	AFA20001017.1800.0245-R13-1
RM11	AFA20001017.1800.0245-R15-1
RM12	AFA20001017.1800.0245-R16-1
RM17	AFA20001017.1800.0245-R17-1
RM18	AFA20001017.1800.0245-R18-1
RM3	AFA20001017.1800.0245-R19-1
RM22	AFA20001017.1800.0245-R20-1
RM23	AFA20001017.1800.0245-R21-1
RM7	AFA20001017.1800.0245-R1-1
V1	AFA20001017.1800.0245-EV1
V2	AFA20001017.1800.0245-EV2
V3	AFA20001017.1800.0245-EV3
V4	AFA20001017.1800.0245-EV4
V5	AFA20001017.1800.0245-EV5
VM1	AFA20001017.1800.0245-EV1-1
VM2	AFA20001017.1800.0245-EV2-1
VM3	AFA20001017.1800.0245-EV3-1
VM4	AFA20001017.1800.0245-EV4-1
VM5	AFA20001017.1800.0245-EV5-1
Q1	AFA20001017.1800.0245-T1
Q2	AFA20001017.1800.0245-T2
Q3	AFA20001017.1800.0245-T3
Q4	AFA20001017.1800.0245-T4
Q5	AFA20001017.1800.0245-T5
Q7	AFA20001017.1800.0245-T6
Q6	AFA20001017.1800.0245-T7
Q8	AFA20001017.1800.0245-T8
