CE16	ANN20001128.0900.0064-CE1
CE18	ANN20001128.0900.0064-CE2
CE5	ANN20001128.0900.0064-CE3
CE19	ANN20001128.0900.0064-CE4
CE4	ANN20001128.0900.0064-CE5
CE20	ANN20001128.0900.0064-CE6
CE21	ANN20001128.0900.0064-CE7
CE22	ANN20001128.0900.0064-CE8
CE23	ANN20001128.0900.0064-CE9
CE24	ANN20001128.0900.0064-CE10
CE25	ANN20001128.0900.0064-CE11
CE26	ANN20001128.0900.0064-CE12
CE27	ANN20001128.0900.0064-CE13
CE28	ANN20001128.0900.0064-CE14
CE29	ANN20001128.0900.0064-CE15
CE3	ANN20001128.0900.0064-CE16
CE30	ANN20001128.0900.0064-CE17
CE31	ANN20001128.0900.0064-CE18
CE2	ANN20001128.0900.0064-CE19
CE7	ANN20001128.0900.0064-CE20
CE1	ANN20001128.0900.0064-CE21
CE6	ANN20001128.0900.0064-CE22
CE33	ANN20001128.0900.0064-CE23
CE35	ANN20001128.0900.0064-CE24
CE36	ANN20001128.0900.0064-CE25
CE37	ANN20001128.0900.0064-CE26
CE50	ANN20001128.0900.0064-CE27
CE38	ANN20001128.0900.0064-CE28
CE39	ANN20001128.0900.0064-CE29
CE12	ANN20001128.0900.0064-CE30
CE48	ANN20001128.0900.0064-CE31
CE32	ANN20001128.0900.0064-CE32
CE34	ANN20001128.0900.0064-CE33
CE41	ANN20001128.0900.0064-CE34
CE43	ANN20001128.0900.0064-CE35
CE44	ANN20001128.0900.0064-CE36
CE45	ANN20001128.0900.0064-CE37
CE46	ANN20001128.0900.0064-CE38
CE49	ANN20001128.0900.0064-CE39
CE47	ANN20001128.0900.0064-CE40
CE9	ANN20001128.0900.0064-CE41
CE17	ANN20001128.0900.0064-CE42
CE40	ANN20001128.0900.0064-CE43
CE42	ANN20001128.0900.0064-CE44
CE10	ANN20001128.0900.0064-CE45
CE11	ANN20001128.0900.0064-CE46
CE13	ANN20001128.0900.0064-CE47
CE14	ANN20001128.0900.0064-CE48
CE15	ANN20001128.0900.0064-CE49
CE8	ANN20001128.0900.0064-CE50
E14	ANN20001128.0900.0064-E1
E15	ANN20001128.0900.0064-E2
E16	ANN20001128.0900.0064-E3
E18	ANN20001128.0900.0064-E4
E19	ANN20001128.0900.0064-E5
E20	ANN20001128.0900.0064-E6
E22	ANN20001128.0900.0064-E7
E23	ANN20001128.0900.0064-E8
E24	ANN20001128.0900.0064-E9
E25	ANN20001128.0900.0064-E10
E26	ANN20001128.0900.0064-E11
E27	ANN20001128.0900.0064-E12
E28	ANN20001128.0900.0064-E13
E29	ANN20001128.0900.0064-E14
E30	ANN20001128.0900.0064-E15
E31	ANN20001128.0900.0064-E16
