CE24	ANN20001201.1500.0092-CE1
CE10	ANN20001201.1500.0092-CE2
CE11	ANN20001201.1500.0092-CE3
CE3	ANN20001201.1500.0092-CE4
CE12	ANN20001201.1500.0092-CE5
CE13	ANN20001201.1500.0092-CE6
CE14	ANN20001201.1500.0092-CE7
CE15	ANN20001201.1500.0092-CE8
CE16	ANN20001201.1500.0092-CE9
CE17	ANN20001201.1500.0092-CE10
CE18	ANN20001201.1500.0092-CE11
CE19	ANN20001201.1500.0092-CE12
CE20	ANN20001201.1500.0092-CE13
CE21	ANN20001201.1500.0092-CE14
CE22	ANN20001201.1500.0092-CE15
CE23	ANN20001201.1500.0092-CE16
CE25	ANN20001201.1500.0092-CE17
CE26	ANN20001201.1500.0092-CE18
CE27	ANN20001201.1500.0092-CE19
CE1	ANN20001201.1500.0092-CE20
CE2	ANN20001201.1500.0092-CE21
CE6	ANN20001201.1500.0092-CE22
CE4	ANN20001201.1500.0092-CE23
CE5	ANN20001201.1500.0092-CE24
CE7	ANN20001201.1500.0092-CE25
CE8	ANN20001201.1500.0092-CE26
CE9	ANN20001201.1500.0092-CE27
E12	ANN20001201.1500.0092-E1
E13	ANN20001201.1500.0092-E2
E14	ANN20001201.1500.0092-E3
E15	ANN20001201.1500.0092-E4
E16	ANN20001201.1500.0092-E5
E17	ANN20001201.1500.0092-E6
E18	ANN20001201.1500.0092-E7
E20	ANN20001201.1500.0092-E8
E21	ANN20001201.1500.0092-E9
E22	ANN20001201.1500.0092-E10
E23	ANN20001201.1500.0092-E11
E24	ANN20001201.1500.0092-E12
E25	ANN20001201.1500.0092-E13
E26	ANN20001201.1500.0092-E14
E27	ANN20001201.1500.0092-E15
E28	ANN20001201.1500.0092-E16
E29	ANN20001201.1500.0092-E17
E30	ANN20001201.1500.0092-E18
E31	ANN20001201.1500.0092-E19
E32	ANN20001201.1500.0092-E20
E33	ANN20001201.1500.0092-E21
E35	ANN20001201.1500.0092-E22
E36	ANN20001201.1500.0092-E23
E1	ANN20001201.1500.0092-E24
E2	ANN20001201.1500.0092-E25
E3	ANN20001201.1500.0092-E26
E4	ANN20001201.1500.0092-E27
E37	ANN20001201.1500.0092-E28
E6	ANN20001201.1500.0092-E29
E7	ANN20001201.1500.0092-E30
E8	ANN20001201.1500.0092-E31
E9	ANN20001201.1500.0092-E32
E10	ANN20001201.1500.0092-E33
E11	ANN20001201.1500.0092-E34
EM15	ANN20001201.1500.0092-E31-1
EM16	ANN20001201.1500.0092-E31-2
EM18	ANN20001201.1500.0092-E31-3
EM21	ANN20001201.1500.0092-E31-4
EM22	ANN20001201.1500.0092-E31-5
EM23	ANN20001201.1500.0092-E31-6
EM26	ANN20001201.1500.0092-E31-7
EM146	ANN20001201.1500.0092-E14-8
EM19	ANN20001201.1500.0092-E34-9
EM20	ANN20001201.1500.0092-E1-10
EM24	ANN20001201.1500.0092-E29-11
EM25	ANN20001201.1500.0092-E30-12
EM27	ANN20001201.1500.0092-E31-13
EM28	ANN20001201.1500.0092-E31-14
EM29	ANN20001201.1500.0092-E31-15
EM30	ANN20001201.1500.0092-E31-16
EM31	ANN20001201.1500.0092-E3-17
EM33	ANN20001201.1500.0092-E2-18
EM32	ANN20001201.1500.0092-E5-19
EM34	ANN20001201.1500.0092-E2-20
EM35	ANN20001201.1500.0092-E6-21
EM36	ANN20001201.1500.0092-E6-22
EM37	ANN20001201.1500.0092-E7-23
EM39	ANN20001201.1500.0092-E7-24
EM40	ANN20001201.1500.0092-E31-25
EM41	ANN20001201.1500.0092-E34-26
EM38	ANN20001201.1500.0092-E31-27
EM42	ANN20001201.1500.0092-E30-28
EM43	ANN20001201.1500.0092-E29-29
EM44	ANN20001201.1500.0092-E31-30
EM45	ANN20001201.1500.0092-E31-31
EM46	ANN20001201.1500.0092-E27-32
EM47	ANN20001201.1500.0092-E31-33
EM48	ANN20001201.1500.0092-E1-34
EM49	ANN20001201.1500.0092-E27-35
EM50	ANN20001201.1500.0092-E34-36
EM152	ANN20001201.1500.0092-E8-37
EM51	ANN20001201.1500.0092-E8-38
EM52	ANN20001201.1500.0092-E27-39
EM53	ANN20001201.1500.0092-E9-40
EM54	ANN20001201.1500.0092-E10-41
EM55	ANN20001201.1500.0092-E11-42
EM56	ANN20001201.1500.0092-E29-43
EM57	ANN20001201.1500.0092-E9-44
EM58	ANN20001201.1500.0092-E12-45
EM59	ANN20001201.1500.0092-E27-46
EM60	ANN20001201.1500.0092-E13-47
EM61	ANN20001201.1500.0092-E14-48
EM62	ANN20001201.1500.0092-E34-49
EM63	ANN20001201.1500.0092-E15-50
EM64	ANN20001201.1500.0092-E27-51
EM65	ANN20001201.1500.0092-E27-52
EM66	ANN20001201.1500.0092-E16-53
EM67	ANN20001201.1500.0092-E27-54
EM68	ANN20001201.1500.0092-E33-55
EM70	ANN20001201.1500.0092-E27-56
EM71	ANN20001201.1500.0092-E29-57
EM72	ANN20001201.1500.0092-E29-58
EM73	ANN20001201.1500.0092-E17-59
EM74	ANN20001201.1500.0092-E31-60
