CE11	ANN20001125.0300.0003-CE1
CE12	ANN20001125.0300.0003-CE2
CE13	ANN20001125.0300.0003-CE3
CE15	ANN20001125.0300.0003-CE4
CE19	ANN20001125.0300.0003-CE5
CE16	ANN20001125.0300.0003-CE6
CE17	ANN20001125.0300.0003-CE7
CE4	ANN20001125.0300.0003-CE8
CE14	ANN20001125.0300.0003-CE9
CE18	ANN20001125.0300.0003-CE10
CE3	ANN20001125.0300.0003-CE11
CE5	ANN20001125.0300.0003-CE12
CE1	ANN20001125.0300.0003-CE13
CE2	ANN20001125.0300.0003-CE14
CE6	ANN20001125.0300.0003-CE15
CE7	ANN20001125.0300.0003-CE16
CE8	ANN20001125.0300.0003-CE17
CE9	ANN20001125.0300.0003-CE18
CE10	ANN20001125.0300.0003-CE19
E14	ANN20001125.0300.0003-E1
E15	ANN20001125.0300.0003-E2
E16	ANN20001125.0300.0003-E3
E19	ANN20001125.0300.0003-E4
E21	ANN20001125.0300.0003-E5
E26	ANN20001125.0300.0003-E6
E27	ANN20001125.0300.0003-E7
E28	ANN20001125.0300.0003-E8
E1	ANN20001125.0300.0003-E9
E30	ANN20001125.0300.0003-E10
E31	ANN20001125.0300.0003-E11
E2	ANN20001125.0300.0003-E12
E3	ANN20001125.0300.0003-E13
E5	ANN20001125.0300.0003-E14
E32	ANN20001125.0300.0003-E15
E7	ANN20001125.0300.0003-E16
E8	ANN20001125.0300.0003-E17
E9	ANN20001125.0300.0003-E18
E10	ANN20001125.0300.0003-E19
E11	ANN20001125.0300.0003-E20
E12	ANN20001125.0300.0003-E21
E13	ANN20001125.0300.0003-E22
EM3	ANN20001125.0300.0003-E9-1
EM21	ANN20001125.0300.0003-E12-2
EM22	ANN20001125.0300.0003-E12-3
EM23	ANN20001125.0300.0003-E20-4
EM24	ANN20001125.0300.0003-E2-5
EM26	ANN20001125.0300.0003-E20-6
EM25	ANN20001125.0300.0003-E22-7
EM27	ANN20001125.0300.0003-E3-8
EM28	ANN20001125.0300.0003-E12-9
EM33	ANN20001125.0300.0003-E20-10
EM12	ANN20001125.0300.0003-E19-11
EM30	ANN20001125.0300.0003-E13-12
EM31	ANN20001125.0300.0003-E13-13
EM34	ANN20001125.0300.0003-E4-14
EM45	ANN20001125.0300.0003-E5-15
EM42	ANN20001125.0300.0003-E12-16
EM43	ANN20001125.0300.0003-E12-17
EM1	ANN20001125.0300.0003-E12-18
EM11	ANN20001125.0300.0003-E12-19
EM41	ANN20001125.0300.0003-E20-20
EM35	ANN20001125.0300.0003-E6-21
EM36	ANN20001125.0300.0003-E6-22
EM38	ANN20001125.0300.0003-E7-23
EM32	ANN20001125.0300.0003-E19-24
EM39	ANN20001125.0300.0003-E7-25
EM40	ANN20001125.0300.0003-E8-26
EM37	ANN20001125.0300.0003-E7-27
EM2	ANN20001125.0300.0003-E12-28
EM20	ANN20001125.0300.0003-E12-29
EM29	ANN20001125.0300.0003-E10-30
EM44	ANN20001125.0300.0003-E11-31
EM4	ANN20001125.0300.0003-E13-32
EM10	ANN20001125.0300.0003-E15-33
EM5	ANN20001125.0300.0003-E13-34
EM6	ANN20001125.0300.0003-E14-35
EM7	ANN20001125.0300.0003-E16-36
EM8	ANN20001125.0300.0003-E17-37
EM9	ANN20001125.0300.0003-E18-38
EM13	ANN20001125.0300.0003-E20-39
EM14	ANN20001125.0300.0003-E19-40
EM15	ANN20001125.0300.0003-E19-41
EM16	ANN20001125.0300.0003-E21-42
EM18	ANN20001125.0300.0003-E20-43
EM17	ANN20001125.0300.0003-E22-44
EM19	ANN20001125.0300.0003-E1-45
R12	ANN20001125.0300.0003-R1
R2	ANN20001125.0300.0003-R2
R3	ANN20001125.0300.0003-R3
R5	ANN20001125.0300.0003-R4
R7	ANN20001125.0300.0003-R5
R8	ANN20001125.0300.0003-R6
R10	ANN20001125.0300.0003-R7
R11	ANN20001125.0300.0003-R8
R1	ANN20001125.0300.0003-R9
R4	ANN20001125.0300.0003-R10
R9	ANN20001125.0300.0003-R11
R6	ANN20001125.0300.0003-R12
RM2	ANN20001125.0300.0003-R2-1
RM3	ANN20001125.0300.0003-R3-1
RM5	ANN20001125.0300.0003-R4-1
RM7	ANN20001125.0300.0003-R4-2
RM8	ANN20001125.0300.0003-R6-1
RM10	ANN20001125.0300.0003-R7-1
RM11	ANN20001125.0300.0003-R8-1
RM1	ANN20001125.0300.0003-R9-1
RM4	ANN20001125.0300.0003-R10-1
RM9	ANN20001125.0300.0003-R10-2
RM6	ANN20001125.0300.0003-R12-1
RM12	ANN20001125.0300.0003-R1-1
V1	ANN20001125.0300.0003-EV1
V5	ANN20001125.0300.0003-EV2
V3	ANN20001125.0300.0003-EV3
V4	ANN20001125.0300.0003-EV4
V2	ANN20001125.0300.0003-EV5
VM1	ANN20001125.0300.0003-EV1-1
VM5	ANN20001125.0300.0003-EV2-1
VM3	ANN20001125.0300.0003-EV3-1
VM4	ANN20001125.0300.0003-EV4-1
VM2	ANN20001125.0300.0003-EV5-1
Q2	ANN20001125.0300.0003-T1
Q3	ANN20001125.0300.0003-T2
Q1	ANN20001125.0300.0003-T3
