CE12	CNNHL_ENG_20030428_123600.14-CE1
CE13	CNNHL_ENG_20030428_123600.14-CE2
CE14	CNNHL_ENG_20030428_123600.14-CE3
CE15	CNNHL_ENG_20030428_123600.14-CE4
CE1	CNNHL_ENG_20030428_123600.14-CE5
CE2	CNNHL_ENG_20030428_123600.14-CE6
CE4	CNNHL_ENG_20030428_123600.14-CE7
CE5	CNNHL_ENG_20030428_123600.14-CE8
CE6	CNNHL_ENG_20030428_123600.14-CE9
CE7	CNNHL_ENG_20030428_123600.14-CE10
CE8	CNNHL_ENG_20030428_123600.14-CE11
CE9	CNNHL_ENG_20030428_123600.14-CE12
CE10	CNNHL_ENG_20030428_123600.14-CE13
CE11	CNNHL_ENG_20030428_123600.14-CE14
E17	CNNHL_ENG_20030428_123600.14-E1
E18	CNNHL_ENG_20030428_123600.14-E2
E19	CNNHL_ENG_20030428_123600.14-E3
E20	CNNHL_ENG_20030428_123600.14-E4
E21	CNNHL_ENG_20030428_123600.14-E5
E1	CNNHL_ENG_20030428_123600.14-E6
E3	CNNHL_ENG_20030428_123600.14-E7
E5	CNNHL_ENG_20030428_123600.14-E8
E6	CNNHL_ENG_20030428_123600.14-E9
E7	CNNHL_ENG_20030428_123600.14-E10
E8	CNNHL_ENG_20030428_123600.14-E11
E9	CNNHL_ENG_20030428_123600.14-E12
E10	CNNHL_ENG_20030428_123600.14-E13
E11	CNNHL_ENG_20030428_123600.14-E14
E13	CNNHL_ENG_20030428_123600.14-E15
E14	CNNHL_ENG_20030428_123600.14-E16
E15	CNNHL_ENG_20030428_123600.14-E17
E16	CNNHL_ENG_20030428_123600.14-E18
EM1	CNNHL_ENG_20030428_123600.14-E6-1
EM18	CNNHL_ENG_20030428_123600.14-E9-2
EM19	CNNHL_ENG_20030428_123600.14-E11-3
EM20	CNNHL_ENG_20030428_123600.14-E14-4
EM21	CNNHL_ENG_20030428_123600.14-E1-5
EM22	CNNHL_ENG_20030428_123600.14-E2-6
EM23	CNNHL_ENG_20030428_123600.14-E11-7
EM25	CNNHL_ENG_20030428_123600.14-E12-8
EM26	CNNHL_ENG_20030428_123600.14-E3-9
EM27	CNNHL_ENG_20030428_123600.14-E4-10
EM28	CNNHL_ENG_20030428_123600.14-E5-11
EM2	CNNHL_ENG_20030428_123600.14-E7-12
EM4	CNNHL_ENG_20030428_123600.14-E8-13
EM5	CNNHL_ENG_20030428_123600.14-E10-14
EM6	CNNHL_ENG_20030428_123600.14-E11-15
EM7	CNNHL_ENG_20030428_123600.14-E12-16
EM8	CNNHL_ENG_20030428_123600.14-E13-17
EM9	CNNHL_ENG_20030428_123600.14-E14-18
EM10	CNNHL_ENG_20030428_123600.14-E11-19
EM11	CNNHL_ENG_20030428_123600.14-E11-20
EM12	CNNHL_ENG_20030428_123600.14-E15-21
EM13	CNNHL_ENG_20030428_123600.14-E16-22
EM14	CNNHL_ENG_20030428_123600.14-E17-23
EM15	CNNHL_ENG_20030428_123600.14-E18-24
EM16	CNNHL_ENG_20030428_123600.14-E6-25
EM17	CNNHL_ENG_20030428_123600.14-E8-26
R4	CNNHL_ENG_20030428_123600.14-R1
R1	CNNHL_ENG_20030428_123600.14-R2
R2	CNNHL_ENG_20030428_123600.14-R3
R3	CNNHL_ENG_20030428_123600.14-R4
R4	CNNHL_ENG_20030428_123600.14-R5
R5	CNNHL_ENG_20030428_123600.14-R6
R6	CNNHL_ENG_20030428_123600.14-R7
R7	CNNHL_ENG_20030428_123600.14-R8
R8	CNNHL_ENG_20030428_123600.14-R9
R9	CNNHL_ENG_20030428_123600.14-R10
R10	CNNHL_ENG_20030428_123600.14-R11
R2	CNNHL_ENG_20030428_123600.14-R12
R3	CNNHL_ENG_20030428_123600.14-R13
RM1	CNNHL_ENG_20030428_123600.14-R2-1
RM2	CNNHL_ENG_20030428_123600.14-R3-1
RM3	CNNHL_ENG_20030428_123600.14-R4-1
RM4	CNNHL_ENG_20030428_123600.14-R5-1
RM5	CNNHL_ENG_20030428_123600.14-R6-1
RM6	CNNHL_ENG_20030428_123600.14-R7-1
RM7	CNNHL_ENG_20030428_123600.14-R4-2
RM8	CNNHL_ENG_20030428_123600.14-R5-2
RM9	CNNHL_ENG_20030428_123600.14-R12-1
RM10	CNNHL_ENG_20030428_123600.14-R8-1
RM11	CNNHL_ENG_20030428_123600.14-R9-1
RM12	CNNHL_ENG_20030428_123600.14-R10-1
RM13	CNNHL_ENG_20030428_123600.14-R11-1
V1	CNNHL_ENG_20030428_123600.14-EV1
V2	CNNHL_ENG_20030428_123600.14-EV2
VM1	CNNHL_ENG_20030428_123600.14-EV1-1
VM2	CNNHL_ENG_20030428_123600.14-EV1-2
VM3	CNNHL_ENG_20030428_123600.14-EV2-1
Q1	CNNHL_ENG_20030428_123600.14-T1
Q2	CNNHL_ENG_20030428_123600.14-T2
Q3	CNNHL_ENG_20030428_123600.14-T3
Q4	CNNHL_ENG_20030428_123600.14-T4
Q5	CNNHL_ENG_20030428_123600.14-T5
Q6	CNNHL_ENG_20030428_123600.14-T6
