CE1	CNNHL_ENG_20030519_124020.23-CE1
CE2	CNNHL_ENG_20030519_124020.23-CE2
CE3	CNNHL_ENG_20030519_124020.23-CE3
CE4	CNNHL_ENG_20030519_124020.23-CE4
CE5	CNNHL_ENG_20030519_124020.23-CE5
CE6	CNNHL_ENG_20030519_124020.23-CE6
CE7	CNNHL_ENG_20030519_124020.23-CE7
CE8	CNNHL_ENG_20030519_124020.23-CE8
CE9	CNNHL_ENG_20030519_124020.23-CE9
CE10	CNNHL_ENG_20030519_124020.23-CE10
CE11	CNNHL_ENG_20030519_124020.23-CE11
E1	CNNHL_ENG_20030519_124020.23-E1
E2	CNNHL_ENG_20030519_124020.23-E2
E3	CNNHL_ENG_20030519_124020.23-E3
E4	CNNHL_ENG_20030519_124020.23-E4
E6	CNNHL_ENG_20030519_124020.23-E5
E7	CNNHL_ENG_20030519_124020.23-E6
E8	CNNHL_ENG_20030519_124020.23-E7
E9	CNNHL_ENG_20030519_124020.23-E8
E10	CNNHL_ENG_20030519_124020.23-E9
E11	CNNHL_ENG_20030519_124020.23-E10
E12	CNNHL_ENG_20030519_124020.23-E11
E14	CNNHL_ENG_20030519_124020.23-E12
EM1	CNNHL_ENG_20030519_124020.23-E1-1
EM2	CNNHL_ENG_20030519_124020.23-E1-2
EM3	CNNHL_ENG_20030519_124020.23-E2-3
EM4	CNNHL_ENG_20030519_124020.23-E3-4
EM5	CNNHL_ENG_20030519_124020.23-E3-5
EM6	CNNHL_ENG_20030519_124020.23-E4-6
EM7	CNNHL_ENG_20030519_124020.23-E5-7
EM8	CNNHL_ENG_20030519_124020.23-E3-8
EM9	CNNHL_ENG_20030519_124020.23-E6-9
EM10	CNNHL_ENG_20030519_124020.23-E7-10
EM11	CNNHL_ENG_20030519_124020.23-E3-11
EM12	CNNHL_ENG_20030519_124020.23-E8-12
EM13	CNNHL_ENG_20030519_124020.23-E9-13
EM14	CNNHL_ENG_20030519_124020.23-E10-14
EM15	CNNHL_ENG_20030519_124020.23-E11-15
EM16	CNNHL_ENG_20030519_124020.23-E12-16
R1	CNNHL_ENG_20030519_124020.23-R1
R2	CNNHL_ENG_20030519_124020.23-R2
R3	CNNHL_ENG_20030519_124020.23-R3
R4	CNNHL_ENG_20030519_124020.23-R4
RM1	CNNHL_ENG_20030519_124020.23-R1-1
RM2	CNNHL_ENG_20030519_124020.23-R2-1
RM3	CNNHL_ENG_20030519_124020.23-R3-1
RM4	CNNHL_ENG_20030519_124020.23-R4-1
V1	CNNHL_ENG_20030519_124020.23-EV1
V3	CNNHL_ENG_20030519_124020.23-EV2
V4	CNNHL_ENG_20030519_124020.23-EV3
VM1	CNNHL_ENG_20030519_124020.23-EV1-1
VM3	CNNHL_ENG_20030519_124020.23-EV1-2
VM4	CNNHL_ENG_20030519_124020.23-EV2-1
VM5	CNNHL_ENG_20030519_124020.23-EV3-1
Q2	CNNHL_ENG_20030519_124020.23-T1
Q1	CNNHL_ENG_20030519_124020.23-T2
