CE12	CNN_ENG_20030516_090022.7-CE1
CE13	CNN_ENG_20030516_090022.7-CE2
CE14	CNN_ENG_20030516_090022.7-CE3
CE15	CNN_ENG_20030516_090022.7-CE4
CE16	CNN_ENG_20030516_090022.7-CE5
CE17	CNN_ENG_20030516_090022.7-CE6
CE29	CNN_ENG_20030516_090022.7-CE7
CE18	CNN_ENG_20030516_090022.7-CE8
CE21	CNN_ENG_20030516_090022.7-CE9
CE22	CNN_ENG_20030516_090022.7-CE10
CE23	CNN_ENG_20030516_090022.7-CE11
CE24	CNN_ENG_20030516_090022.7-CE12
CE25	CNN_ENG_20030516_090022.7-CE13
CE26	CNN_ENG_20030516_090022.7-CE14
CE27	CNN_ENG_20030516_090022.7-CE15
CE1	CNN_ENG_20030516_090022.7-CE16
CE2	CNN_ENG_20030516_090022.7-CE17
CE3	CNN_ENG_20030516_090022.7-CE18
CE4	CNN_ENG_20030516_090022.7-CE19
CE5	CNN_ENG_20030516_090022.7-CE20
CE6	CNN_ENG_20030516_090022.7-CE21
CE8	CNN_ENG_20030516_090022.7-CE22
CE10	CNN_ENG_20030516_090022.7-CE23
CE11	CNN_ENG_20030516_090022.7-CE24
E16	CNN_ENG_20030516_090022.7-E1
E18	CNN_ENG_20030516_090022.7-E2
E19	CNN_ENG_20030516_090022.7-E3
E20	CNN_ENG_20030516_090022.7-E4
E22	CNN_ENG_20030516_090022.7-E5
E23	CNN_ENG_20030516_090022.7-E6
E24	CNN_ENG_20030516_090022.7-E7
E37	CNN_ENG_20030516_090022.7-E8
E25	CNN_ENG_20030516_090022.7-E9
E28	CNN_ENG_20030516_090022.7-E10
E29	CNN_ENG_20030516_090022.7-E11
E30	CNN_ENG_20030516_090022.7-E12
E31	CNN_ENG_20030516_090022.7-E13
E32	CNN_ENG_20030516_090022.7-E14
E33	CNN_ENG_20030516_090022.7-E15
E34	CNN_ENG_20030516_090022.7-E16
E1	CNN_ENG_20030516_090022.7-E17
E2	CNN_ENG_20030516_090022.7-E18
E3	CNN_ENG_20030516_090022.7-E19
E4	CNN_ENG_20030516_090022.7-E20
E5	CNN_ENG_20030516_090022.7-E21
E6	CNN_ENG_20030516_090022.7-E22
E7	CNN_ENG_20030516_090022.7-E23
E9	CNN_ENG_20030516_090022.7-E24
E12	CNN_ENG_20030516_090022.7-E25
E13	CNN_ENG_20030516_090022.7-E26
E14	CNN_ENG_20030516_090022.7-E27
EM1	CNN_ENG_20030516_090022.7-E17-1
EM18	CNN_ENG_20030516_090022.7-E24-2
EM20	CNN_ENG_20030516_090022.7-E27-3
EM21	CNN_ENG_20030516_090022.7-E1-4
EM22	CNN_ENG_20030516_090022.7-E2-5
EM23	CNN_ENG_20030516_090022.7-E3-6
EM24	CNN_ENG_20030516_090022.7-E4-7
EM25	CNN_ENG_20030516_090022.7-E5-8
EM26	CNN_ENG_20030516_090022.7-E6-9
EM27	CNN_ENG_20030516_090022.7-E7-10
EM28	CNN_ENG_20030516_090022.7-E27-11
EM29	CNN_ENG_20030516_090022.7-E24-12
EM31	CNN_ENG_20030516_090022.7-E9-13
EM32	CNN_ENG_20030516_090022.7-E18-14
EM33	CNN_ENG_20030516_090022.7-E18-15
EM34	CNN_ENG_20030516_090022.7-E6-16
EM30	CNN_ENG_20030516_090022.7-E6-17
EM35	CNN_ENG_20030516_090022.7-E6-18
EM36	CNN_ENG_20030516_090022.7-E10-19
EM37	CNN_ENG_20030516_090022.7-E11-20
EM38	CNN_ENG_20030516_090022.7-E12-21
EM40	CNN_ENG_20030516_090022.7-E12-22
EM41	CNN_ENG_20030516_090022.7-E11-23
EM42	CNN_ENG_20030516_090022.7-E11-24
EM43	CNN_ENG_20030516_090022.7-E13-25
EM44	CNN_ENG_20030516_090022.7-E12-26
EM45	CNN_ENG_20030516_090022.7-E13-27
EM46	CNN_ENG_20030516_090022.7-E18-28
EM47	CNN_ENG_20030516_090022.7-E14-29
EM48	CNN_ENG_20030516_090022.7-E20-30
EM49	CNN_ENG_20030516_090022.7-E12-31
EM50	CNN_ENG_20030516_090022.7-E18-32
EM51	CNN_ENG_20030516_090022.7-E18-33
EM52	CNN_ENG_20030516_090022.7-E12-34
EM53	CNN_ENG_20030516_090022.7-E15-35
EM54	CNN_ENG_20030516_090022.7-E13-36
EM55	CNN_ENG_20030516_090022.7-E13-37
EM56	CNN_ENG_20030516_090022.7-E16-38
EM57	CNN_ENG_20030516_090022.7-E12-39
EM58	CNN_ENG_20030516_090022.7-E18-40
EM2	CNN_ENG_20030516_090022.7-E17-41
EM3	CNN_ENG_20030516_090022.7-E19-42
EM59	CNN_ENG_20030516_090022.7-E8-43
EM4	CNN_ENG_20030516_090022.7-E17-44
EM5	CNN_ENG_20030516_090022.7-E17-45
EM6	CNN_ENG_20030516_090022.7-E20-46
