CE6	CNN_ENG_20030607_173310.4-CE1
CE7	CNN_ENG_20030607_173310.4-CE2
CE8	CNN_ENG_20030607_173310.4-CE3
CE9	CNN_ENG_20030607_173310.4-CE4
CE10	CNN_ENG_20030607_173310.4-CE5
CE11	CNN_ENG_20030607_173310.4-CE6
CE12	CNN_ENG_20030607_173310.4-CE7
CE13	CNN_ENG_20030607_173310.4-CE8
CE14	CNN_ENG_20030607_173310.4-CE9
CE15	CNN_ENG_20030607_173310.4-CE10
CE1	CNN_ENG_20030607_173310.4-CE11
CE16	CNN_ENG_20030607_173310.4-CE12
CE2	CNN_ENG_20030607_173310.4-CE13
CE3	CNN_ENG_20030607_173310.4-CE14
CE4	CNN_ENG_20030607_173310.4-CE15
CE5	CNN_ENG_20030607_173310.4-CE16
E10	CNN_ENG_20030607_173310.4-E1
E11	CNN_ENG_20030607_173310.4-E2
E12	CNN_ENG_20030607_173310.4-E3
E13	CNN_ENG_20030607_173310.4-E4
E14	CNN_ENG_20030607_173310.4-E5
E16	CNN_ENG_20030607_173310.4-E6
E17	CNN_ENG_20030607_173310.4-E7
E18	CNN_ENG_20030607_173310.4-E8
E19	CNN_ENG_20030607_173310.4-E9
E20	CNN_ENG_20030607_173310.4-E10
E21	CNN_ENG_20030607_173310.4-E11
E22	CNN_ENG_20030607_173310.4-E12
E1	CNN_ENG_20030607_173310.4-E13
E23	CNN_ENG_20030607_173310.4-E14
E24	CNN_ENG_20030607_173310.4-E15
E25	CNN_ENG_20030607_173310.4-E16
E26	CNN_ENG_20030607_173310.4-E17
E27	CNN_ENG_20030607_173310.4-E18
E28	CNN_ENG_20030607_173310.4-E19
E29	CNN_ENG_20030607_173310.4-E20
E2	CNN_ENG_20030607_173310.4-E21
E3	CNN_ENG_20030607_173310.4-E22
E4	CNN_ENG_20030607_173310.4-E23
E5	CNN_ENG_20030607_173310.4-E24
E6	CNN_ENG_20030607_173310.4-E25
E7	CNN_ENG_20030607_173310.4-E26
E8	CNN_ENG_20030607_173310.4-E27
E9	CNN_ENG_20030607_173310.4-E28
EM1	CNN_ENG_20030607_173310.4-E13-1
EM24	CNN_ENG_20030607_173310.4-E24-2
EM25	CNN_ENG_20030607_173310.4-E24-3
EM26	CNN_ENG_20030607_173310.4-E1-4
EM27	CNN_ENG_20030607_173310.4-E24-5
EM28	CNN_ENG_20030607_173310.4-E24-6
EM29	CNN_ENG_20030607_173310.4-E24-7
EM30	CNN_ENG_20030607_173310.4-E21-8
EM31	CNN_ENG_20030607_173310.4-E24-9
EM32	CNN_ENG_20030607_173310.4-E21-10
EM33	CNN_ENG_20030607_173310.4-E21-11
EM34	CNN_ENG_20030607_173310.4-E21-12
EM35	CNN_ENG_20030607_173310.4-E21-13
EM36	CNN_ENG_20030607_173310.4-E21-14
EM37	CNN_ENG_20030607_173310.4-E21-15
EM38	CNN_ENG_20030607_173310.4-E24-16
EM39	CNN_ENG_20030607_173310.4-E23-17
EM40	CNN_ENG_20030607_173310.4-E24-18
EM41	CNN_ENG_20030607_173310.4-E24-19
EM42	CNN_ENG_20030607_173310.4-E24-20
EM43	CNN_ENG_20030607_173310.4-E24-21
EM44	CNN_ENG_20030607_173310.4-E2-22
EM45	CNN_ENG_20030607_173310.4-E21-23
EM46	CNN_ENG_20030607_173310.4-E3-24
EM47	CNN_ENG_20030607_173310.4-E24-25
EM48	CNN_ENG_20030607_173310.4-E21-26
EM49	CNN_ENG_20030607_173310.4-E24-27
EM50	CNN_ENG_20030607_173310.4-E4-28
EM51	CNN_ENG_20030607_173310.4-E21-29
EM52	CNN_ENG_20030607_173310.4-E3-30
EM53	CNN_ENG_20030607_173310.4-E21-31
EM54	CNN_ENG_20030607_173310.4-E24-32
EM55	CNN_ENG_20030607_173310.4-E5-33
EM56	CNN_ENG_20030607_173310.4-E6-34
EM57	CNN_ENG_20030607_173310.4-E7-35
EM58	CNN_ENG_20030607_173310.4-E23-36
EM59	CNN_ENG_20030607_173310.4-E5-37
EM60	CNN_ENG_20030607_173310.4-E5-38
EM61	CNN_ENG_20030607_173310.4-E5-39
EM62	CNN_ENG_20030607_173310.4-E21-40
EM63	CNN_ENG_20030607_173310.4-E8-41
EM64	CNN_ENG_20030607_173310.4-E9-42
EM65	CNN_ENG_20030607_173310.4-E10-43
EM66	CNN_ENG_20030607_173310.4-E21-44
EM67	CNN_ENG_20030607_173310.4-E11-45
EM68	CNN_ENG_20030607_173310.4-E3-46
EM69	CNN_ENG_20030607_173310.4-E12-47
EM70	CNN_ENG_20030607_173310.4-E10-48
EM71	CNN_ENG_20030607_173310.4-E21-49
EM72	CNN_ENG_20030607_173310.4-E21-50
EM73	CNN_ENG_20030607_173310.4-E21-51
EM74	CNN_ENG_20030607_173310.4-E24-52
EM75	CNN_ENG_20030607_173310.4-E21-53
EM76	CNN_ENG_20030607_173310.4-E21-54
EM77	CNN_ENG_20030607_173310.4-E21-55
EM78	CNN_ENG_20030607_173310.4-E21-56
EM79	CNN_ENG_20030607_173310.4-E21-57
EM80	CNN_ENG_20030607_173310.4-E24-58
EM81	CNN_ENG_20030607_173310.4-E21-59
EM82	CNN_ENG_20030607_173310.4-E24-60
EM83	CNN_ENG_20030607_173310.4-E24-61
EM84	CNN_ENG_20030607_173310.4-E14-62
EM85	CNN_ENG_20030607_173310.4-E3-63
EM86	CNN_ENG_20030607_173310.4-E3-64
EM87	CNN_ENG_20030607_173310.4-E3-65
EM88	CNN_ENG_20030607_173310.4-E15-66
EM89	CNN_ENG_20030607_173310.4-E21-67
EM90	CNN_ENG_20030607_173310.4-E16-68
EM91	CNN_ENG_20030607_173310.4-E21-69
EM92	CNN_ENG_20030607_173310.4-E21-70
EM93	CNN_ENG_20030607_173310.4-E21-71
EM94	CNN_ENG_20030607_173310.4-E21-72
EM95	CNN_ENG_20030607_173310.4-E24-73
EM96	CNN_ENG_20030607_173310.4-E3-74
EM97	CNN_ENG_20030607_173310.4-E17-75
EM98	CNN_ENG_20030607_173310.4-E21-76
EM99	CNN_ENG_20030607_173310.4-E3-77
EM100	CNN_ENG_20030607_173310.4-E18-78
EM101	CNN_ENG_20030607_173310.4-E3-79
EM102	CNN_ENG_20030607_173310.4-E3-80
EM103	CNN_ENG_20030607_173310.4-E23-81
EM104	CNN_ENG_20030607_173310.4-E19-82
EM105	CNN_ENG_20030607_173310.4-E20-83
EM106	CNN_ENG_20030607_173310.4-E21-84
EM2	CNN_ENG_20030607_173310.4-E22-85
EM3	CNN_ENG_20030607_173310.4-E21-86
EM4	CNN_ENG_20030607_173310.4-E21-87
EM5	CNN_ENG_20030607_173310.4-E21-88
EM6	CNN_ENG_20030607_173310.4-E23-89
EM7	CNN_ENG_20030607_173310.4-E23-90
EM8	CNN_ENG_20030607_173310.4-E21-91
EM9	CNN_ENG_20030607_173310.4-E21-92
EM10	CNN_ENG_20030607_173310.4-E24-93
EM11	CNN_ENG_20030607_173310.4-E24-94
EM12	CNN_ENG_20030607_173310.4-E25-95
EM13	CNN_ENG_20030607_173310.4-E21-96
EM14	CNN_ENG_20030607_173310.4-E26-97
EM15	CNN_ENG_20030607_173310.4-E27-98
EM16	CNN_ENG_20030607_173310.4-E28-99
EM17	CNN_ENG_20030607_173310.4-E24-100
EM18	CNN_ENG_20030607_173310.4-E21-101
EM19	CNN_ENG_20030607_173310.4-E21-102
EM20	CNN_ENG_20030607_173310.4-E24-103
EM21	CNN_ENG_20030607_173310.4-E21-104
EM22	CNN_ENG_20030607_173310.4-E24-105
EM23	CNN_ENG_20030607_173310.4-E21-106
R1	CNN_ENG_20030607_173310.4-R1
R2	CNN_ENG_20030607_173310.4-R2
R3	CNN_ENG_20030607_173310.4-R3
R4	CNN_ENG_20030607_173310.4-R4
R5	CNN_ENG_20030607_173310.4-R5
R6	CNN_ENG_20030607_173310.4-R6
