CE11	CNN_ENG_20030416_100042.7-CE1
CE12	CNN_ENG_20030416_100042.7-CE2
CE13	CNN_ENG_20030416_100042.7-CE3
CE15	CNN_ENG_20030416_100042.7-CE4
CE16	CNN_ENG_20030416_100042.7-CE5
CE17	CNN_ENG_20030416_100042.7-CE6
CE1	CNN_ENG_20030416_100042.7-CE7
CE2	CNN_ENG_20030416_100042.7-CE8
CE3	CNN_ENG_20030416_100042.7-CE9
CE4	CNN_ENG_20030416_100042.7-CE10
CE7	CNN_ENG_20030416_100042.7-CE11
CE8	CNN_ENG_20030416_100042.7-CE12
CE9	CNN_ENG_20030416_100042.7-CE13
CE10	CNN_ENG_20030416_100042.7-CE14
E13	CNN_ENG_20030416_100042.7-E1
E14	CNN_ENG_20030416_100042.7-E2
E15	CNN_ENG_20030416_100042.7-E3
E17	CNN_ENG_20030416_100042.7-E4
E18	CNN_ENG_20030416_100042.7-E5
E19	CNN_ENG_20030416_100042.7-E6
E1	CNN_ENG_20030416_100042.7-E7
E2	CNN_ENG_20030416_100042.7-E8
E3	CNN_ENG_20030416_100042.7-E9
E4	CNN_ENG_20030416_100042.7-E10
E5	CNN_ENG_20030416_100042.7-E11
E8	CNN_ENG_20030416_100042.7-E12
E9	CNN_ENG_20030416_100042.7-E13
E10	CNN_ENG_20030416_100042.7-E14
E11	CNN_ENG_20030416_100042.7-E15
E12	CNN_ENG_20030416_100042.7-E16
EM1	CNN_ENG_20030416_100042.7-E7-1
EM22	CNN_ENG_20030416_100042.7-E11-2
EM23	CNN_ENG_20030416_100042.7-E11-3
EM24	CNN_ENG_20030416_100042.7-E11-4
EM25	CNN_ENG_20030416_100042.7-E2-5
EM26	CNN_ENG_20030416_100042.7-E2-6
EM27	CNN_ENG_20030416_100042.7-E3-7
EM28	CNN_ENG_20030416_100042.7-E3-8
EM29	CNN_ENG_20030416_100042.7-E3-9
EM31	CNN_ENG_20030416_100042.7-E4-10
EM32	CNN_ENG_20030416_100042.7-E5-11
EM33	CNN_ENG_20030416_100042.7-E6-12
EM2	CNN_ENG_20030416_100042.7-E8-13
EM3	CNN_ENG_20030416_100042.7-E8-14
EM4	CNN_ENG_20030416_100042.7-E9-15
EM5	CNN_ENG_20030416_100042.7-E10-16
EM6	CNN_ENG_20030416_100042.7-E11-17
EM7	CNN_ENG_20030416_100042.7-E11-18
EM10	CNN_ENG_20030416_100042.7-E12-19
EM11	CNN_ENG_20030416_100042.7-E13-20
EM14	CNN_ENG_20030416_100042.7-E13-21
EM15	CNN_ENG_20030416_100042.7-E12-22
EM16	CNN_ENG_20030416_100042.7-E11-23
EM17	CNN_ENG_20030416_100042.7-E11-24
EM18	CNN_ENG_20030416_100042.7-E14-25
EM19	CNN_ENG_20030416_100042.7-E15-26
EM20	CNN_ENG_20030416_100042.7-E16-27
EM21	CNN_ENG_20030416_100042.7-E1-28
R1	CNN_ENG_20030416_100042.7-R1
R2	CNN_ENG_20030416_100042.7-R2
R3	CNN_ENG_20030416_100042.7-R3
R4	CNN_ENG_20030416_100042.7-R4
RM1	CNN_ENG_20030416_100042.7-R1-1
RM2	CNN_ENG_20030416_100042.7-R2-1
RM3	CNN_ENG_20030416_100042.7-R3-1
RM4	CNN_ENG_20030416_100042.7-R4-1
V1	CNN_ENG_20030416_100042.7-EV1
V2	CNN_ENG_20030416_100042.7-EV2
V3	CNN_ENG_20030416_100042.7-EV3
V4	CNN_ENG_20030416_100042.7-EV4
VM1	CNN_ENG_20030416_100042.7-EV1-1
VM2	CNN_ENG_20030416_100042.7-EV2-1
VM3	CNN_ENG_20030416_100042.7-EV3-1
VM4	CNN_ENG_20030416_100042.7-EV2-2
VM5	CNN_ENG_20030416_100042.7-EV4-1
Q1	CNN_ENG_20030416_100042.7-T1
Q2	CNN_ENG_20030416_100042.7-T2
Q3	CNN_ENG_20030416_100042.7-T3
Q4	CNN_ENG_20030416_100042.7-V1
Q5	CNN_ENG_20030416_100042.7-V2
Q6	CNN_ENG_20030416_100042.7-T4
Q7	CNN_ENG_20030416_100042.7-T5
QM4	CNN_ENG_20030416_100042.7-V1-1
QM5	CNN_ENG_20030416_100042.7-V2-1
