CE10	CNN_ENG_20030619_115954.4-CE1
CE13	CNN_ENG_20030619_115954.4-CE2
CE14	CNN_ENG_20030619_115954.4-CE3
CE15	CNN_ENG_20030619_115954.4-CE4
CE16	CNN_ENG_20030619_115954.4-CE5
CE17	CNN_ENG_20030619_115954.4-CE6
CE18	CNN_ENG_20030619_115954.4-CE7
CE19	CNN_ENG_20030619_115954.4-CE8
CE20	CNN_ENG_20030619_115954.4-CE9
CE21	CNN_ENG_20030619_115954.4-CE10
CE22	CNN_ENG_20030619_115954.4-CE11
CE1	CNN_ENG_20030619_115954.4-CE12
CE2	CNN_ENG_20030619_115954.4-CE13
CE3	CNN_ENG_20030619_115954.4-CE14
CE4	CNN_ENG_20030619_115954.4-CE15
CE5	CNN_ENG_20030619_115954.4-CE16
CE6	CNN_ENG_20030619_115954.4-CE17
CE7	CNN_ENG_20030619_115954.4-CE18
CE8	CNN_ENG_20030619_115954.4-CE19
CE9	CNN_ENG_20030619_115954.4-CE20
E16	CNN_ENG_20030619_115954.4-E1
E19	CNN_ENG_20030619_115954.4-E2
E20	CNN_ENG_20030619_115954.4-E3
E21	CNN_ENG_20030619_115954.4-E4
E22	CNN_ENG_20030619_115954.4-E5
E23	CNN_ENG_20030619_115954.4-E6
E24	CNN_ENG_20030619_115954.4-E7
E25	CNN_ENG_20030619_115954.4-E8
E26	CNN_ENG_20030619_115954.4-E9
E27	CNN_ENG_20030619_115954.4-E10
E28	CNN_ENG_20030619_115954.4-E11
E29	CNN_ENG_20030619_115954.4-E12
E30	CNN_ENG_20030619_115954.4-E13
E31	CNN_ENG_20030619_115954.4-E14
E32	CNN_ENG_20030619_115954.4-E15
E33	CNN_ENG_20030619_115954.4-E16
E1	CNN_ENG_20030619_115954.4-E17
E2	CNN_ENG_20030619_115954.4-E18
E3	CNN_ENG_20030619_115954.4-E19
E4	CNN_ENG_20030619_115954.4-E20
E5	CNN_ENG_20030619_115954.4-E21
E6	CNN_ENG_20030619_115954.4-E22
E7	CNN_ENG_20030619_115954.4-E23
E8	CNN_ENG_20030619_115954.4-E24
E9	CNN_ENG_20030619_115954.4-E25
E11	CNN_ENG_20030619_115954.4-E26
E12	CNN_ENG_20030619_115954.4-E27
E14	CNN_ENG_20030619_115954.4-E28
E15	CNN_ENG_20030619_115954.4-E29
EM19	CNN_ENG_20030619_115954.4-E1-1
EM23	CNN_ENG_20030619_115954.4-E2-2
EM24	CNN_ENG_20030619_115954.4-E18-3
EM25	CNN_ENG_20030619_115954.4-E25-4
EM26	CNN_ENG_20030619_115954.4-E25-5
EM28	CNN_ENG_20030619_115954.4-E17-6
EM29	CNN_ENG_20030619_115954.4-E17-7
EM30	CNN_ENG_20030619_115954.4-E3-8
EM31	CNN_ENG_20030619_115954.4-E4-9
EM32	CNN_ENG_20030619_115954.4-E5-10
EM33	CNN_ENG_20030619_115954.4-E6-11
EM34	CNN_ENG_20030619_115954.4-E7-12
EM35	CNN_ENG_20030619_115954.4-E3-13
EM36	CNN_ENG_20030619_115954.4-E8-14
EM37	CNN_ENG_20030619_115954.4-E3-15
EM38	CNN_ENG_20030619_115954.4-E9-16
EM39	CNN_ENG_20030619_115954.4-E9-17
EM40	CNN_ENG_20030619_115954.4-E10-18
EM41	CNN_ENG_20030619_115954.4-E11-19
EM42	CNN_ENG_20030619_115954.4-E12-20
EM43	CNN_ENG_20030619_115954.4-E3-21
EM44	CNN_ENG_20030619_115954.4-E13-22
EM45	CNN_ENG_20030619_115954.4-E22-23
EM46	CNN_ENG_20030619_115954.4-E14-24
