CE1	CNNHL_ENG_20030416_230741.33-CE1
CE2	CNNHL_ENG_20030416_230741.33-CE2
CE3	CNNHL_ENG_20030416_230741.33-CE3
CE4	CNNHL_ENG_20030416_230741.33-CE4
CE5	CNNHL_ENG_20030416_230741.33-CE5
CE6	CNNHL_ENG_20030416_230741.33-CE6
CE7	CNNHL_ENG_20030416_230741.33-CE7
E1	CNNHL_ENG_20030416_230741.33-E1
E2	CNNHL_ENG_20030416_230741.33-E2
E3	CNNHL_ENG_20030416_230741.33-E3
E4	CNNHL_ENG_20030416_230741.33-E4
E5	CNNHL_ENG_20030416_230741.33-E5
E6	CNNHL_ENG_20030416_230741.33-E6
E7	CNNHL_ENG_20030416_230741.33-E7
E8	CNNHL_ENG_20030416_230741.33-E8
E9	CNNHL_ENG_20030416_230741.33-E9
E11	CNNHL_ENG_20030416_230741.33-E10
EM1	CNNHL_ENG_20030416_230741.33-E1-1
EM2	CNNHL_ENG_20030416_230741.33-E2-2
EM3	CNNHL_ENG_20030416_230741.33-E3-3
EM4	CNNHL_ENG_20030416_230741.33-E1-4
EM5	CNNHL_ENG_20030416_230741.33-E1-5
EM6	CNNHL_ENG_20030416_230741.33-E4-6
EM7	CNNHL_ENG_20030416_230741.33-E5-7
EM8	CNNHL_ENG_20030416_230741.33-E3-8
EM9	CNNHL_ENG_20030416_230741.33-E6-9
EM10	CNNHL_ENG_20030416_230741.33-E3-10
EM11	CNNHL_ENG_20030416_230741.33-E7-11
EM12	CNNHL_ENG_20030416_230741.33-E8-12
EM13	CNNHL_ENG_20030416_230741.33-E8-13
EM14	CNNHL_ENG_20030416_230741.33-E9-14
EM15	CNNHL_ENG_20030416_230741.33-E9-15
EM16	CNNHL_ENG_20030416_230741.33-E9-16
EM17	CNNHL_ENG_20030416_230741.33-E10-17
R3	CNNHL_ENG_20030416_230741.33-R1
R1	CNNHL_ENG_20030416_230741.33-R2
R1	CNNHL_ENG_20030416_230741.33-R3
R2	CNNHL_ENG_20030416_230741.33-R4
RM3	CNNHL_ENG_20030416_230741.33-R3-1
RM4	CNNHL_ENG_20030416_230741.33-R1-1
RM1	CNNHL_ENG_20030416_230741.33-R2-1
RM2	CNNHL_ENG_20030416_230741.33-R4-1
Q1	CNNHL_ENG_20030416_230741.33-T1
