CE1	CNN_ENG_20030616_130059.25-CE1
CE2	CNN_ENG_20030616_130059.25-CE2
CE3	CNN_ENG_20030616_130059.25-CE3
CE4	CNN_ENG_20030616_130059.25-CE4
CE5	CNN_ENG_20030616_130059.25-CE5
CE6	CNN_ENG_20030616_130059.25-CE6
CE7	CNN_ENG_20030616_130059.25-CE7
CE8	CNN_ENG_20030616_130059.25-CE8
CE9	CNN_ENG_20030616_130059.25-CE9
E1	CNN_ENG_20030616_130059.25-E1
E2	CNN_ENG_20030616_130059.25-E2
E3	CNN_ENG_20030616_130059.25-E3
E4	CNN_ENG_20030616_130059.25-E4
E6	CNN_ENG_20030616_130059.25-E5
E7	CNN_ENG_20030616_130059.25-E6
E8	CNN_ENG_20030616_130059.25-E7
E9	CNN_ENG_20030616_130059.25-E8
E10	CNN_ENG_20030616_130059.25-E9
EM1	CNN_ENG_20030616_130059.25-E1-1
EM2	CNN_ENG_20030616_130059.25-E2-2
EM3	CNN_ENG_20030616_130059.25-E3-3
EM4	CNN_ENG_20030616_130059.25-E4-4
EM5	CNN_ENG_20030616_130059.25-E5-5
EM6	CNN_ENG_20030616_130059.25-E6-6
EM7	CNN_ENG_20030616_130059.25-E7-7
EM8	CNN_ENG_20030616_130059.25-E8-8
EM9	CNN_ENG_20030616_130059.25-E8-9
EM10	CNN_ENG_20030616_130059.25-E8-10
EM12	CNN_ENG_20030616_130059.25-E8-11
EM13	CNN_ENG_20030616_130059.25-E9-12
R1	CNN_ENG_20030616_130059.25-R1
RM1	CNN_ENG_20030616_130059.25-R1-1
V1	CNN_ENG_20030616_130059.25-EV1
VM1	CNN_ENG_20030616_130059.25-EV1-1
Q8	CNN_ENG_20030616_130059.25-T1
Q9	CNN_ENG_20030616_130059.25-T2
Q1	CNN_ENG_20030616_130059.25-T3
Q2	CNN_ENG_20030616_130059.25-T4
Q3	CNN_ENG_20030616_130059.25-T5
Q4	CNN_ENG_20030616_130059.25-V1
Q5	CNN_ENG_20030616_130059.25-V2
Q6	CNN_ENG_20030616_130059.25-V3
Q7	CNN_ENG_20030616_130059.25-T6
QM4	CNN_ENG_20030616_130059.25-V1-1
QM5	CNN_ENG_20030616_130059.25-V2-1
QM6	CNN_ENG_20030616_130059.25-V3-1
