CE9	CNN_ENG_20030512_190454.7-CE1
CE10	CNN_ENG_20030512_190454.7-CE2
CE12	CNN_ENG_20030512_190454.7-CE3
CE13	CNN_ENG_20030512_190454.7-CE4
CE15	CNN_ENG_20030512_190454.7-CE5
CE1	CNN_ENG_20030512_190454.7-CE6
CE2	CNN_ENG_20030512_190454.7-CE7
CE3	CNN_ENG_20030512_190454.7-CE8
CE4	CNN_ENG_20030512_190454.7-CE9
CE5	CNN_ENG_20030512_190454.7-CE10
CE6	CNN_ENG_20030512_190454.7-CE11
CE7	CNN_ENG_20030512_190454.7-CE12
E10	CNN_ENG_20030512_190454.7-E1
E11	CNN_ENG_20030512_190454.7-E2
E14	CNN_ENG_20030512_190454.7-E3
E15	CNN_ENG_20030512_190454.7-E4
E17	CNN_ENG_20030512_190454.7-E5
E1	CNN_ENG_20030512_190454.7-E6
E2	CNN_ENG_20030512_190454.7-E7
E3	CNN_ENG_20030512_190454.7-E8
E4	CNN_ENG_20030512_190454.7-E9
E5	CNN_ENG_20030512_190454.7-E10
E6	CNN_ENG_20030512_190454.7-E11
E7	CNN_ENG_20030512_190454.7-E12
E8	CNN_ENG_20030512_190454.7-E13
EM18	CNN_ENG_20030512_190454.7-E1-1
EM19	CNN_ENG_20030512_190454.7-E10-2
EM20	CNN_ENG_20030512_190454.7-E2-3
EM21	CNN_ENG_20030512_190454.7-E3-4
EM22	CNN_ENG_20030512_190454.7-E4-5
EM23	CNN_ENG_20030512_190454.7-E8-6
EM24	CNN_ENG_20030512_190454.7-E5-7
EM1	CNN_ENG_20030512_190454.7-E6-8
EM2	CNN_ENG_20030512_190454.7-E7-9
EM3	CNN_ENG_20030512_190454.7-E9-10
EM4	CNN_ENG_20030512_190454.7-E10-11
EM5	CNN_ENG_20030512_190454.7-E6-12
EM6	CNN_ENG_20030512_190454.7-E6-13
EM7	CNN_ENG_20030512_190454.7-E6-14
EM8	CNN_ENG_20030512_190454.7-E6-15
EM9	CNN_ENG_20030512_190454.7-E6-16
EM10	CNN_ENG_20030512_190454.7-E6-17
EM12	CNN_ENG_20030512_190454.7-E11-18
EM13	CNN_ENG_20030512_190454.7-E12-19
EM14	CNN_ENG_20030512_190454.7-E6-20
EM15	CNN_ENG_20030512_190454.7-E6-21
EM16	CNN_ENG_20030512_190454.7-E13-22
R1	CNN_ENG_20030512_190454.7-R1
R2	CNN_ENG_20030512_190454.7-R2
R3	CNN_ENG_20030512_190454.7-R3
R4	CNN_ENG_20030512_190454.7-R4
R5	CNN_ENG_20030512_190454.7-R5
R6	CNN_ENG_20030512_190454.7-R6
R7	CNN_ENG_20030512_190454.7-R7
RM1	CNN_ENG_20030512_190454.7-R1-1
RM2	CNN_ENG_20030512_190454.7-R2-1
RM3	CNN_ENG_20030512_190454.7-R3-1
RM4	CNN_ENG_20030512_190454.7-R4-1
RM5	CNN_ENG_20030512_190454.7-R5-1
RM6	CNN_ENG_20030512_190454.7-R6-1
RM7	CNN_ENG_20030512_190454.7-R7-1
V1	CNN_ENG_20030512_190454.7-EV1
V3	CNN_ENG_20030512_190454.7-EV2
VM1	CNN_ENG_20030512_190454.7-EV1-1
VM3	CNN_ENG_20030512_190454.7-EV2-1
Q1	CNN_ENG_20030512_190454.7-T1
Q5	CNN_ENG_20030512_190454.7-V1
Q2	CNN_ENG_20030512_190454.7-T2
Q3	CNN_ENG_20030512_190454.7-T3
Q4	CNN_ENG_20030512_190454.7-T4
QM5	CNN_ENG_20030512_190454.7-V1-1
