CE12	CNN_ENG_20030602_072826.1-CE1
CE13	CNN_ENG_20030602_072826.1-CE2
CE14	CNN_ENG_20030602_072826.1-CE3
CE15	CNN_ENG_20030602_072826.1-CE4
CE1	CNN_ENG_20030602_072826.1-CE5
CE2	CNN_ENG_20030602_072826.1-CE6
CE3	CNN_ENG_20030602_072826.1-CE7
CE4	CNN_ENG_20030602_072826.1-CE8
CE5	CNN_ENG_20030602_072826.1-CE9
CE6	CNN_ENG_20030602_072826.1-CE10
CE7	CNN_ENG_20030602_072826.1-CE11
CE8	CNN_ENG_20030602_072826.1-CE12
CE10	CNN_ENG_20030602_072826.1-CE13
E16	CNN_ENG_20030602_072826.1-E1
E17	CNN_ENG_20030602_072826.1-E2
E18	CNN_ENG_20030602_072826.1-E3
E19	CNN_ENG_20030602_072826.1-E4
E20	CNN_ENG_20030602_072826.1-E5
E1	CNN_ENG_20030602_072826.1-E6
E2	CNN_ENG_20030602_072826.1-E7
E3	CNN_ENG_20030602_072826.1-E8
E4	CNN_ENG_20030602_072826.1-E9
E5	CNN_ENG_20030602_072826.1-E10
E6	CNN_ENG_20030602_072826.1-E11
E7	CNN_ENG_20030602_072826.1-E12
E8	CNN_ENG_20030602_072826.1-E13
E9	CNN_ENG_20030602_072826.1-E14
E10	CNN_ENG_20030602_072826.1-E15
E11	CNN_ENG_20030602_072826.1-E16
E13	CNN_ENG_20030602_072826.1-E17
E14	CNN_ENG_20030602_072826.1-E18
EM1	CNN_ENG_20030602_072826.1-E6-1
EM20	CNN_ENG_20030602_072826.1-E2-2
EM21	CNN_ENG_20030602_072826.1-E1-3
EM22	CNN_ENG_20030602_072826.1-E7-4
EM23	CNN_ENG_20030602_072826.1-E7-5
EM24	CNN_ENG_20030602_072826.1-E3-6
EM25	CNN_ENG_20030602_072826.1-E4-7
EM26	CNN_ENG_20030602_072826.1-E5-8
EM2	CNN_ENG_20030602_072826.1-E6-9
EM3	CNN_ENG_20030602_072826.1-E7-10
EM4	CNN_ENG_20030602_072826.1-E8-11
EM5	CNN_ENG_20030602_072826.1-E9-12
EM6	CNN_ENG_20030602_072826.1-E10-13
EM7	CNN_ENG_20030602_072826.1-E11-14
EM8	CNN_ENG_20030602_072826.1-E13-15
EM9	CNN_ENG_20030602_072826.1-E7-16
EM10	CNN_ENG_20030602_072826.1-E14-17
EM11	CNN_ENG_20030602_072826.1-E12-18
EM12	CNN_ENG_20030602_072826.1-E15-19
EM13	CNN_ENG_20030602_072826.1-E16-20
EM15	CNN_ENG_20030602_072826.1-E7-21
EM16	CNN_ENG_20030602_072826.1-E17-22
EM17	CNN_ENG_20030602_072826.1-E18-23
EM18	CNN_ENG_20030602_072826.1-E7-24
R1	CNN_ENG_20030602_072826.1-R1
R2	CNN_ENG_20030602_072826.1-R2
R3	CNN_ENG_20030602_072826.1-R3
RM1	CNN_ENG_20030602_072826.1-R1-1
RM2	CNN_ENG_20030602_072826.1-R2-1
RM3	CNN_ENG_20030602_072826.1-R3-1
V1	CNN_ENG_20030602_072826.1-EV1
V4	CNN_ENG_20030602_072826.1-EV2
V5	CNN_ENG_20030602_072826.1-EV3
V6	CNN_ENG_20030602_072826.1-EV4
VM1	CNN_ENG_20030602_072826.1-EV1-1
VM4	CNN_ENG_20030602_072826.1-EV2-1
VM5	CNN_ENG_20030602_072826.1-EV3-1
VM6	CNN_ENG_20030602_072826.1-EV4-1
Q2	CNN_ENG_20030602_072826.1-T1
Q3	CNN_ENG_20030602_072826.1-T2
Q4	CNN_ENG_20030602_072826.1-T3
Q5	CNN_ENG_20030602_072826.1-T4
Q6	CNN_ENG_20030602_072826.1-T5
