CE8	ZBN20001205.0400.0017-CE1
CE1	ZBN20001205.0400.0017-CE2
CE2	ZBN20001205.0400.0017-CE3
CE3	ZBN20001205.0400.0017-CE4
CE4	ZBN20001205.0400.0017-CE5
CE5	ZBN20001205.0400.0017-CE6
CE6	ZBN20001205.0400.0017-CE7
CE7	ZBN20001205.0400.0017-CE8
E14	ZBN20001205.0400.0017-E1
E1	ZBN20001205.0400.0017-E2
E2	ZBN20001205.0400.0017-E3
E3	ZBN20001205.0400.0017-E4
E4	ZBN20001205.0400.0017-E5
E5	ZBN20001205.0400.0017-E6
E7	ZBN20001205.0400.0017-E7
E8	ZBN20001205.0400.0017-E8
E9	ZBN20001205.0400.0017-E9
E10	ZBN20001205.0400.0017-E10
E11	ZBN20001205.0400.0017-E11
E12	ZBN20001205.0400.0017-E12
E13	ZBN20001205.0400.0017-E13
EM1	ZBN20001205.0400.0017-E2-1
EM2	ZBN20001205.0400.0017-E3-2
EM3	ZBN20001205.0400.0017-E4-3
EM4	ZBN20001205.0400.0017-E5-4
EM5	ZBN20001205.0400.0017-E6-5
EM6	ZBN20001205.0400.0017-E4-6
EM7	ZBN20001205.0400.0017-E2-7
EM8	ZBN20001205.0400.0017-E2-8
EM10	ZBN20001205.0400.0017-E7-9
EM11	ZBN20001205.0400.0017-E8-10
EM12	ZBN20001205.0400.0017-E9-11
EM13	ZBN20001205.0400.0017-E10-12
EM14	ZBN20001205.0400.0017-E11-13
EM15	ZBN20001205.0400.0017-E12-14
EM16	ZBN20001205.0400.0017-E3-15
EM17	ZBN20001205.0400.0017-E4-16
EM18	ZBN20001205.0400.0017-E13-17
EM19	ZBN20001205.0400.0017-E3-18
EM20	ZBN20001205.0400.0017-E1-19
R1	ZBN20001205.0400.0017-R1
R2	ZBN20001205.0400.0017-R2
R3	ZBN20001205.0400.0017-R3
R4	ZBN20001205.0400.0017-R4
RM1	ZBN20001205.0400.0017-R1-1
RM2	ZBN20001205.0400.0017-R2-1
RM3	ZBN20001205.0400.0017-R2-2
RM4	ZBN20001205.0400.0017-R4-1
V1	ZBN20001205.0400.0017-EV1
VM1	ZBN20001205.0400.0017-EV1-1
Q1	ZBN20001205.0400.0017-T1
Q2	ZBN20001205.0400.0017-T2
Q3	ZBN20001205.0400.0017-T3
