CE13	XIN20001009.0200.0005-CE1
CE14	XIN20001009.0200.0005-CE2
CE27	XIN20001009.0200.0005-CE3
CE16	XIN20001009.0200.0005-CE4
CE17	XIN20001009.0200.0005-CE5
CE49	XIN20001009.0200.0005-CE6
CE21	XIN20001009.0200.0005-CE7
CE22	XIN20001009.0200.0005-CE8
CE23	XIN20001009.0200.0005-CE9
CE24	XIN20001009.0200.0005-CE10
CE25	XIN20001009.0200.0005-CE11
CE26	XIN20001009.0200.0005-CE12
CE28	XIN20001009.0200.0005-CE13
CE29	XIN20001009.0200.0005-CE14
CE30	XIN20001009.0200.0005-CE15
CE31	XIN20001009.0200.0005-CE16
CE32	XIN20001009.0200.0005-CE17
CE33	XIN20001009.0200.0005-CE18
CE34	XIN20001009.0200.0005-CE19
CE35	XIN20001009.0200.0005-CE20
CE36	XIN20001009.0200.0005-CE21
CE37	XIN20001009.0200.0005-CE22
CE38	XIN20001009.0200.0005-CE23
CE39	XIN20001009.0200.0005-CE24
CE40	XIN20001009.0200.0005-CE25
CE54	XIN20001009.0200.0005-CE26
CE42	XIN20001009.0200.0005-CE27
CE43	XIN20001009.0200.0005-CE28
CE44	XIN20001009.0200.0005-CE29
CE45	XIN20001009.0200.0005-CE30
CE46	XIN20001009.0200.0005-CE31
CE47	XIN20001009.0200.0005-CE32
CE48	XIN20001009.0200.0005-CE33
CE50	XIN20001009.0200.0005-CE34
CE51	XIN20001009.0200.0005-CE35
CE52	XIN20001009.0200.0005-CE36
CE1	XIN20001009.0200.0005-CE37
CE53	XIN20001009.0200.0005-CE38
CE2	XIN20001009.0200.0005-CE39
CE3	XIN20001009.0200.0005-CE40
CE4	XIN20001009.0200.0005-CE41
CE6	XIN20001009.0200.0005-CE42
CE7	XIN20001009.0200.0005-CE43
CE9	XIN20001009.0200.0005-CE44
CE10	XIN20001009.0200.0005-CE45
CE11	XIN20001009.0200.0005-CE46
CE12	XIN20001009.0200.0005-CE47
E14	XIN20001009.0200.0005-E1
E15	XIN20001009.0200.0005-E2
E30	XIN20001009.0200.0005-E3
E17	XIN20001009.0200.0005-E4
E18	XIN20001009.0200.0005-E5
E55	XIN20001009.0200.0005-E6
E22	XIN20001009.0200.0005-E7
E23	XIN20001009.0200.0005-E8
E24	XIN20001009.0200.0005-E9
E25	XIN20001009.0200.0005-E10
E26	XIN20001009.0200.0005-E11
E27	XIN20001009.0200.0005-E12
E28	XIN20001009.0200.0005-E13
E31	XIN20001009.0200.0005-E14
E32	XIN20001009.0200.0005-E15
E33	XIN20001009.0200.0005-E16
E34	XIN20001009.0200.0005-E17
E35	XIN20001009.0200.0005-E18
E36	XIN20001009.0200.0005-E19
E37	XIN20001009.0200.0005-E20
E38	XIN20001009.0200.0005-E21
E39	XIN20001009.0200.0005-E22
E40	XIN20001009.0200.0005-E23
E41	XIN20001009.0200.0005-E24
E42	XIN20001009.0200.0005-E25
E43	XIN20001009.0200.0005-E26
E44	XIN20001009.0200.0005-E27
E60	XIN20001009.0200.0005-E28
E46	XIN20001009.0200.0005-E29
E47	XIN20001009.0200.0005-E30
E48	XIN20001009.0200.0005-E31
E49	XIN20001009.0200.0005-E32
E50	XIN20001009.0200.0005-E33
E51	XIN20001009.0200.0005-E34
E52	XIN20001009.0200.0005-E35
E53	XIN20001009.0200.0005-E36
E54	XIN20001009.0200.0005-E37
E56	XIN20001009.0200.0005-E38
E57	XIN20001009.0200.0005-E39
E58	XIN20001009.0200.0005-E40
E1	XIN20001009.0200.0005-E41
E59	XIN20001009.0200.0005-E42
E2	XIN20001009.0200.0005-E43
E3	XIN20001009.0200.0005-E44
E4	XIN20001009.0200.0005-E45
E5	XIN20001009.0200.0005-E46
E29	XIN20001009.0200.0005-E47
E7	XIN20001009.0200.0005-E48
E8	XIN20001009.0200.0005-E49
E10	XIN20001009.0200.0005-E50
E11	XIN20001009.0200.0005-E51
E12	XIN20001009.0200.0005-E52
E13	XIN20001009.0200.0005-E53
EM18	XIN20001009.0200.0005-E1-1
EM19	XIN20001009.0200.0005-E2-2
EM20	XIN20001009.0200.0005-E46-3
EM44	XIN20001009.0200.0005-E3-4
EM22	XIN20001009.0200.0005-E4-5
EM23	XIN20001009.0200.0005-E2-6
EM24	XIN20001009.0200.0005-E5-7
EM25	XIN20001009.0200.0005-E5-8
EM90	XIN20001009.0200.0005-E42-9
EM26	XIN20001009.0200.0005-E4-10
EM85	XIN20001009.0200.0005-E6-11
EM28	XIN20001009.0200.0005-E2-12
EM30	XIN20001009.0200.0005-E51-13
EM31	XIN20001009.0200.0005-E7-14
EM32	XIN20001009.0200.0005-E8-15
EM33	XIN20001009.0200.0005-E9-16
EM34	XIN20001009.0200.0005-E9-17
EM35	XIN20001009.0200.0005-E10-18
EM36	XIN20001009.0200.0005-E11-19
EM37	XIN20001009.0200.0005-E9-20
EM38	XIN20001009.0200.0005-E12-21
EM39	XIN20001009.0200.0005-E13-22
EM40	XIN20001009.0200.0005-E51-23
EM45	XIN20001009.0200.0005-E14-24
EM42	XIN20001009.0200.0005-E4-25
EM46	XIN20001009.0200.0005-E15-26
EM47	XIN20001009.0200.0005-E16-27
EM48	XIN20001009.0200.0005-E16-28
EM49	XIN20001009.0200.0005-E46-29
EM50	XIN20001009.0200.0005-E17-30
EM51	XIN20001009.0200.0005-E17-31
EM52	XIN20001009.0200.0005-E18-32
EM53	XIN20001009.0200.0005-E49-33
EM54	XIN20001009.0200.0005-E19-34
EM55	XIN20001009.0200.0005-E19-35
EM56	XIN20001009.0200.0005-E20-36
EM57	XIN20001009.0200.0005-E21-37
EM58	XIN20001009.0200.0005-E19-38
EM1	XIN20001009.0200.0005-E41-39
EM59	XIN20001009.0200.0005-E22-40
EM60	XIN20001009.0200.0005-E49-41
EM61	XIN20001009.0200.0005-E23-42
EM62	XIN20001009.0200.0005-E24-43
EM63	XIN20001009.0200.0005-E25-44
EM64	XIN20001009.0200.0005-E43-45
EM65	XIN20001009.0200.0005-E26-46
EM66	XIN20001009.0200.0005-E49-47
EM67	XIN20001009.0200.0005-E27-48
EM91	XIN20001009.0200.0005-E28-49
EM69	XIN20001009.0200.0005-E29-50
EM70	XIN20001009.0200.0005-E29-51
EM71	XIN20001009.0200.0005-E30-52
EM72	XIN20001009.0200.0005-E31-53
EM73	XIN20001009.0200.0005-E31-54
EM74	XIN20001009.0200.0005-E32-55
EM75	XIN20001009.0200.0005-E49-56
EM76	XIN20001009.0200.0005-E33-57
EM77	XIN20001009.0200.0005-E34-58
EM78	XIN20001009.0200.0005-E35-59
EM79	XIN20001009.0200.0005-E49-60
EM80	XIN20001009.0200.0005-E22-61
EM86	XIN20001009.0200.0005-E38-62
EM82	XIN20001009.0200.0005-E36-63
EM83	XIN20001009.0200.0005-E37-64
EM84	XIN20001009.0200.0005-E16-65
EM87	XIN20001009.0200.0005-E39-66
EM88	XIN20001009.0200.0005-E40-67
EM2	XIN20001009.0200.0005-E43-68
EM3	XIN20001009.0200.0005-E44-69
EM4	XIN20001009.0200.0005-E44-70
