CE15	XIN20001004.0800.0046-CE1
CE16	XIN20001004.0800.0046-CE2
CE17	XIN20001004.0800.0046-CE3
CE18	XIN20001004.0800.0046-CE4
CE19	XIN20001004.0800.0046-CE5
CE31	XIN20001004.0800.0046-CE6
CE21	XIN20001004.0800.0046-CE7
CE22	XIN20001004.0800.0046-CE8
CE33	XIN20001004.0800.0046-CE9
CE34	XIN20001004.0800.0046-CE10
CE35	XIN20001004.0800.0046-CE11
CE27	XIN20001004.0800.0046-CE12
CE28	XIN20001004.0800.0046-CE13
CE29	XIN20001004.0800.0046-CE14
CE30	XIN20001004.0800.0046-CE15
CE36	XIN20001004.0800.0046-CE16
CE37	XIN20001004.0800.0046-CE17
CE38	XIN20001004.0800.0046-CE18
CE39	XIN20001004.0800.0046-CE19
CE41	XIN20001004.0800.0046-CE20
CE43	XIN20001004.0800.0046-CE21
CE44	XIN20001004.0800.0046-CE22
CE45	XIN20001004.0800.0046-CE23
CE46	XIN20001004.0800.0046-CE24
CE47	XIN20001004.0800.0046-CE25
CE48	XIN20001004.0800.0046-CE26
CE49	XIN20001004.0800.0046-CE27
CE50	XIN20001004.0800.0046-CE28
CE51	XIN20001004.0800.0046-CE29
CE52	XIN20001004.0800.0046-CE30
CE1	XIN20001004.0800.0046-CE31
CE53	XIN20001004.0800.0046-CE32
CE54	XIN20001004.0800.0046-CE33
CE55	XIN20001004.0800.0046-CE34
CE56	XIN20001004.0800.0046-CE35
CE57	XIN20001004.0800.0046-CE36
CE58	XIN20001004.0800.0046-CE37
CE60	XIN20001004.0800.0046-CE38
CE61	XIN20001004.0800.0046-CE39
CE62	XIN20001004.0800.0046-CE40
CE63	XIN20001004.0800.0046-CE41
CE64	XIN20001004.0800.0046-CE42
CE66	XIN20001004.0800.0046-CE43
CE67	XIN20001004.0800.0046-CE44
CE68	XIN20001004.0800.0046-CE45
CE69	XIN20001004.0800.0046-CE46
CE70	XIN20001004.0800.0046-CE47
CE71	XIN20001004.0800.0046-CE48
CE73	XIN20001004.0800.0046-CE49
CE2	XIN20001004.0800.0046-CE50
CE3	XIN20001004.0800.0046-CE51
CE4	XIN20001004.0800.0046-CE52
CE5	XIN20001004.0800.0046-CE53
CE6	XIN20001004.0800.0046-CE54
CE7	XIN20001004.0800.0046-CE55
CE8	XIN20001004.0800.0046-CE56
CE9	XIN20001004.0800.0046-CE57
CE10	XIN20001004.0800.0046-CE58
CE11	XIN20001004.0800.0046-CE59
CE12	XIN20001004.0800.0046-CE60
CE13	XIN20001004.0800.0046-CE61
E15	XIN20001004.0800.0046-E1
E16	XIN20001004.0800.0046-E2
E17	XIN20001004.0800.0046-E3
E18	XIN20001004.0800.0046-E4
E19	XIN20001004.0800.0046-E5
E31	XIN20001004.0800.0046-E6
E21	XIN20001004.0800.0046-E7
E22	XIN20001004.0800.0046-E8
E33	XIN20001004.0800.0046-E9
E34	XIN20001004.0800.0046-E10
E35	XIN20001004.0800.0046-E11
E27	XIN20001004.0800.0046-E12
E28	XIN20001004.0800.0046-E13
E29	XIN20001004.0800.0046-E14
E30	XIN20001004.0800.0046-E15
E36	XIN20001004.0800.0046-E16
E37	XIN20001004.0800.0046-E17
E38	XIN20001004.0800.0046-E18
E39	XIN20001004.0800.0046-E19
E40	XIN20001004.0800.0046-E20
E42	XIN20001004.0800.0046-E21
E1	XIN20001004.0800.0046-E22
E44	XIN20001004.0800.0046-E23
E45	XIN20001004.0800.0046-E24
E46	XIN20001004.0800.0046-E25
E47	XIN20001004.0800.0046-E26
E48	XIN20001004.0800.0046-E27
E49	XIN20001004.0800.0046-E28
E50	XIN20001004.0800.0046-E29
