CE13	XIN20001226.1400.0090-CE1
CE14	XIN20001226.1400.0090-CE2
CE15	XIN20001226.1400.0090-CE3
CE16	XIN20001226.1400.0090-CE4
CE17	XIN20001226.1400.0090-CE5
CE18	XIN20001226.1400.0090-CE6
CE19	XIN20001226.1400.0090-CE7
CE20	XIN20001226.1400.0090-CE8
CE21	XIN20001226.1400.0090-CE9
CE22	XIN20001226.1400.0090-CE10
CE24	XIN20001226.1400.0090-CE11
CE26	XIN20001226.1400.0090-CE12
CE27	XIN20001226.1400.0090-CE13
CE1	XIN20001226.1400.0090-CE14
CE2	XIN20001226.1400.0090-CE15
CE3	XIN20001226.1400.0090-CE16
CE4	XIN20001226.1400.0090-CE17
CE5	XIN20001226.1400.0090-CE18
CE7	XIN20001226.1400.0090-CE19
CE8	XIN20001226.1400.0090-CE20
CE9	XIN20001226.1400.0090-CE21
CE10	XIN20001226.1400.0090-CE22
CE11	XIN20001226.1400.0090-CE23
CE12	XIN20001226.1400.0090-CE24
E15	XIN20001226.1400.0090-E1
E16	XIN20001226.1400.0090-E2
E17	XIN20001226.1400.0090-E3
E18	XIN20001226.1400.0090-E4
E19	XIN20001226.1400.0090-E5
E20	XIN20001226.1400.0090-E6
E21	XIN20001226.1400.0090-E7
E22	XIN20001226.1400.0090-E8
E23	XIN20001226.1400.0090-E9
E24	XIN20001226.1400.0090-E10
E26	XIN20001226.1400.0090-E11
E28	XIN20001226.1400.0090-E12
E29	XIN20001226.1400.0090-E13
E30	XIN20001226.1400.0090-E14
E1	XIN20001226.1400.0090-E15
E2	XIN20001226.1400.0090-E16
E3	XIN20001226.1400.0090-E17
E4	XIN20001226.1400.0090-E18
E5	XIN20001226.1400.0090-E19
E6	XIN20001226.1400.0090-E20
E8	XIN20001226.1400.0090-E21
E9	XIN20001226.1400.0090-E22
E10	XIN20001226.1400.0090-E23
E11	XIN20001226.1400.0090-E24
E12	XIN20001226.1400.0090-E25
E13	XIN20001226.1400.0090-E26
E14	XIN20001226.1400.0090-E27
EM1	XIN20001226.1400.0090-E15-1
EM18	XIN20001226.1400.0090-E2-2
EM19	XIN20001226.1400.0090-E23-3
EM20	XIN20001226.1400.0090-E3-4
EM21	XIN20001226.1400.0090-E4-5
EM22	XIN20001226.1400.0090-E5-6
EM23	XIN20001226.1400.0090-E23-7
EM24	XIN20001226.1400.0090-E24-8
EM25	XIN20001226.1400.0090-E6-9
EM26	XIN20001226.1400.0090-E23-10
EM27	XIN20001226.1400.0090-E7-11
EM28	XIN20001226.1400.0090-E8-12
EM29	XIN20001226.1400.0090-E24-13
EM30	XIN20001226.1400.0090-E23-14
EM31	XIN20001226.1400.0090-E24-15
EM32	XIN20001226.1400.0090-E9-16
EM33	XIN20001226.1400.0090-E23-17
EM34	XIN20001226.1400.0090-E24-18
EM37	XIN20001226.1400.0090-E23-19
EM38	XIN20001226.1400.0090-E11-20
EM39	XIN20001226.1400.0090-E5-21
EM40	XIN20001226.1400.0090-E24-22
EM42	XIN20001226.1400.0090-E23-23
EM43	XIN20001226.1400.0090-E23-24
EM44	XIN20001226.1400.0090-E12-25
EM45	XIN20001226.1400.0090-E5-26
EM46	XIN20001226.1400.0090-E23-27
EM47	XIN20001226.1400.0090-E13-28
EM48	XIN20001226.1400.0090-E11-29
EM49	XIN20001226.1400.0090-E24-30
EM50	XIN20001226.1400.0090-E14-31
EM35	XIN20001226.1400.0090-E10-32
EM51	XIN20001226.1400.0090-E10-33
EM2	XIN20001226.1400.0090-E16-34
EM3	XIN20001226.1400.0090-E17-35
EM4	XIN20001226.1400.0090-E18-36
EM5	XIN20001226.1400.0090-E19-37
EM6	XIN20001226.1400.0090-E20-38
EM8	XIN20001226.1400.0090-E21-39
EM9	XIN20001226.1400.0090-E22-40
EM10	XIN20001226.1400.0090-E23-41
EM11	XIN20001226.1400.0090-E24-42
EM12	XIN20001226.1400.0090-E25-43
EM13	XIN20001226.1400.0090-E26-44
EM14	XIN20001226.1400.0090-E26-45
EM15	XIN20001226.1400.0090-E27-46
EM16	XIN20001226.1400.0090-E23-47
EM17	XIN20001226.1400.0090-E1-48
R1	XIN20001226.1400.0090-R1
R2	XIN20001226.1400.0090-R2
R3	XIN20001226.1400.0090-R3
R4	XIN20001226.1400.0090-R4
R5	XIN20001226.1400.0090-R5
R6	XIN20001226.1400.0090-R6
R7	XIN20001226.1400.0090-R7
R8	XIN20001226.1400.0090-R8
R9	XIN20001226.1400.0090-R9
R10	XIN20001226.1400.0090-R10
R11	XIN20001226.1400.0090-R11
R13	XIN20001226.1400.0090-R12
R14	XIN20001226.1400.0090-R13
R15	XIN20001226.1400.0090-R14
R16	XIN20001226.1400.0090-R15
R17	XIN20001226.1400.0090-R16
R18	XIN20001226.1400.0090-R17
R20	XIN20001226.1400.0090-R18
R21	XIN20001226.1400.0090-R19
R22	XIN20001226.1400.0090-R20
R23	XIN20001226.1400.0090-R21
R24	XIN20001226.1400.0090-R22
R25	XIN20001226.1400.0090-R23
R26	XIN20001226.1400.0090-R24
R27	XIN20001226.1400.0090-R25
