CE13	XIN20001221.1400.0139-CE1
CE14	XIN20001221.1400.0139-CE2
CE15	XIN20001221.1400.0139-CE3
CE16	XIN20001221.1400.0139-CE4
CE17	XIN20001221.1400.0139-CE5
CE18	XIN20001221.1400.0139-CE6
CE19	XIN20001221.1400.0139-CE7
CE20	XIN20001221.1400.0139-CE8
CE21	XIN20001221.1400.0139-CE9
CE22	XIN20001221.1400.0139-CE10
CE23	XIN20001221.1400.0139-CE11
CE24	XIN20001221.1400.0139-CE12
CE25	XIN20001221.1400.0139-CE13
CE26	XIN20001221.1400.0139-CE14
CE27	XIN20001221.1400.0139-CE15
CE28	XIN20001221.1400.0139-CE16
CE29	XIN20001221.1400.0139-CE17
CE30	XIN20001221.1400.0139-CE18
CE31	XIN20001221.1400.0139-CE19
CE32	XIN20001221.1400.0139-CE20
CE33	XIN20001221.1400.0139-CE21
CE34	XIN20001221.1400.0139-CE22
CE35	XIN20001221.1400.0139-CE23
CE36	XIN20001221.1400.0139-CE24
CE37	XIN20001221.1400.0139-CE25
CE38	XIN20001221.1400.0139-CE26
CE39	XIN20001221.1400.0139-CE27
CE1	XIN20001221.1400.0139-CE28
CE41	XIN20001221.1400.0139-CE29
CE42	XIN20001221.1400.0139-CE30
CE43	XIN20001221.1400.0139-CE31
CE2	XIN20001221.1400.0139-CE32
CE3	XIN20001221.1400.0139-CE33
CE4	XIN20001221.1400.0139-CE34
CE5	XIN20001221.1400.0139-CE35
CE6	XIN20001221.1400.0139-CE36
CE7	XIN20001221.1400.0139-CE37
CE8	XIN20001221.1400.0139-CE38
CE9	XIN20001221.1400.0139-CE39
CE10	XIN20001221.1400.0139-CE40
CE11	XIN20001221.1400.0139-CE41
CE12	XIN20001221.1400.0139-CE42
E15	XIN20001221.1400.0139-E1
E16	XIN20001221.1400.0139-E2
E19	XIN20001221.1400.0139-E3
E18	XIN20001221.1400.0139-E4
E20	XIN20001221.1400.0139-E5
E21	XIN20001221.1400.0139-E6
E22	XIN20001221.1400.0139-E7
E23	XIN20001221.1400.0139-E8
E24	XIN20001221.1400.0139-E9
E25	XIN20001221.1400.0139-E10
E26	XIN20001221.1400.0139-E11
E27	XIN20001221.1400.0139-E12
E28	XIN20001221.1400.0139-E13
E29	XIN20001221.1400.0139-E14
E30	XIN20001221.1400.0139-E15
E31	XIN20001221.1400.0139-E16
E32	XIN20001221.1400.0139-E17
E33	XIN20001221.1400.0139-E18
E34	XIN20001221.1400.0139-E19
E35	XIN20001221.1400.0139-E20
E36	XIN20001221.1400.0139-E21
E1	XIN20001221.1400.0139-E22
E37	XIN20001221.1400.0139-E23
E38	XIN20001221.1400.0139-E24
E39	XIN20001221.1400.0139-E25
E40	XIN20001221.1400.0139-E26
E41	XIN20001221.1400.0139-E27
E42	XIN20001221.1400.0139-E28
E43	XIN20001221.1400.0139-E29
E44	XIN20001221.1400.0139-E30
E46	XIN20001221.1400.0139-E31
E47	XIN20001221.1400.0139-E32
E48	XIN20001221.1400.0139-E33
E2	XIN20001221.1400.0139-E34
E3	XIN20001221.1400.0139-E35
E4	XIN20001221.1400.0139-E36
E5	XIN20001221.1400.0139-E37
E6	XIN20001221.1400.0139-E38
E7	XIN20001221.1400.0139-E39
E8	XIN20001221.1400.0139-E40
E9	XIN20001221.1400.0139-E41
E10	XIN20001221.1400.0139-E42
E11	XIN20001221.1400.0139-E43
E12	XIN20001221.1400.0139-E44
E13	XIN20001221.1400.0139-E45
E14	XIN20001221.1400.0139-E46
EM1	XIN20001221.1400.0139-E22-1
EM18	XIN20001221.1400.0139-E1-2
EM19	XIN20001221.1400.0139-E2-3
EM20	XIN20001221.1400.0139-E44-4
EM21	XIN20001221.1400.0139-E41-5
EM22	XIN20001221.1400.0139-E44-6
EM23	XIN20001221.1400.0139-E4-7
EM25	XIN20001221.1400.0139-E42-8
EM27	XIN20001221.1400.0139-E38-9
EM28	XIN20001221.1400.0139-E5-10
EM29	XIN20001221.1400.0139-E6-11
EM30	XIN20001221.1400.0139-E44-12
EM31	XIN20001221.1400.0139-E7-13
EM32	XIN20001221.1400.0139-E7-14
EM33	XIN20001221.1400.0139-E8-15
EM35	XIN20001221.1400.0139-E9-16
EM36	XIN20001221.1400.0139-E39-17
EM37	XIN20001221.1400.0139-E46-18
EM38	XIN20001221.1400.0139-E10-19
EM39	XIN20001221.1400.0139-E11-20
EM40	XIN20001221.1400.0139-E7-21
EM41	XIN20001221.1400.0139-E10-22
EM42	XIN20001221.1400.0139-E12-23
EM43	XIN20001221.1400.0139-E13-24
EM44	XIN20001221.1400.0139-E7-25
EM45	XIN20001221.1400.0139-E14-26
EM46	XIN20001221.1400.0139-E15-27
EM47	XIN20001221.1400.0139-E38-28
EM48	XIN20001221.1400.0139-E16-29
EM49	XIN20001221.1400.0139-E16-30
EM50	XIN20001221.1400.0139-E17-31
EM51	XIN20001221.1400.0139-E18-32
EM52	XIN20001221.1400.0139-E19-33
EM53	XIN20001221.1400.0139-E1-34
EM54	XIN20001221.1400.0139-E20-35
EM55	XIN20001221.1400.0139-E7-36
EM56	XIN20001221.1400.0139-E16-37
EM57	XIN20001221.1400.0139-E21-38
EM58	XIN20001221.1400.0139-E7-39
EM59	XIN20001221.1400.0139-E44-40
EM60	XIN20001221.1400.0139-E19-41
EM61	XIN20001221.1400.0139-E23-42
EM62	XIN20001221.1400.0139-E37-43
EM63	XIN20001221.1400.0139-E24-44
EM64	XIN20001221.1400.0139-E42-45
EM65	XIN20001221.1400.0139-E25-46
EM66	XIN20001221.1400.0139-E26-47
EM67	XIN20001221.1400.0139-E27-48
EM68	XIN20001221.1400.0139-E28-49
EM69	XIN20001221.1400.0139-E29-50
EM70	XIN20001221.1400.0139-E30-51
EM71	XIN20001221.1400.0139-E44-52
EM72	XIN20001221.1400.0139-E29-53
EM73	XIN20001221.1400.0139-E43-54
EM74	XIN20001221.1400.0139-E44-55
EM75	XIN20001221.1400.0139-E45-56
EM76	XIN20001221.1400.0139-E46-57
EM77	XIN20001221.1400.0139-E1-58
EM78	XIN20001221.1400.0139-E44-59
EM79	XIN20001221.1400.0139-E45-60
EM80	XIN20001221.1400.0139-E31-61
EM81	XIN20001221.1400.0139-E32-62
EM34	XIN20001221.1400.0139-E32-63
EM82	XIN20001221.1400.0139-E33-64
EM83	XIN20001221.1400.0139-E33-65
EM2	XIN20001221.1400.0139-E34-66
EM3	XIN20001221.1400.0139-E35-67
EM4	XIN20001221.1400.0139-E35-68
EM5	XIN20001221.1400.0139-E36-69
EM6	XIN20001221.1400.0139-E37-70
EM7	XIN20001221.1400.0139-E38-71
EM8	XIN20001221.1400.0139-E39-72
EM9	XIN20001221.1400.0139-E40-73
EM24	XIN20001221.1400.0139-E3-74
EM11	XIN20001221.1400.0139-E41-75
EM14	XIN20001221.1400.0139-E43-76
EM15	XIN20001221.1400.0139-E44-77
EM16	XIN20001221.1400.0139-E45-78
EM17	XIN20001221.1400.0139-E46-79
R29	XIN20001221.1400.0139-R1
R1	XIN20001221.1400.0139-R2
R2	XIN20001221.1400.0139-R3
R4	XIN20001221.1400.0139-R4
R5	XIN20001221.1400.0139-R5
R6	XIN20001221.1400.0139-R6
R7	XIN20001221.1400.0139-R7
R8	XIN20001221.1400.0139-R8
R9	XIN20001221.1400.0139-R9
R10	XIN20001221.1400.0139-R10
R12	XIN20001221.1400.0139-R11
R13	XIN20001221.1400.0139-R12
R14	XIN20001221.1400.0139-R13
R15	XIN20001221.1400.0139-R14
R16	XIN20001221.1400.0139-R15
R17	XIN20001221.1400.0139-R16
R18	XIN20001221.1400.0139-R17
R19	XIN20001221.1400.0139-R18
R20	XIN20001221.1400.0139-R19
R21	XIN20001221.1400.0139-R20
R22	XIN20001221.1400.0139-R21
R23	XIN20001221.1400.0139-R22
R24	XIN20001221.1400.0139-R23
R25	XIN20001221.1400.0139-R24
R26	XIN20001221.1400.0139-R25
R27	XIN20001221.1400.0139-R26
R28	XIN20001221.1400.0139-R27
RM29	XIN20001221.1400.0139-R1-1
RM1	XIN20001221.1400.0139-R2-1
RM2	XIN20001221.1400.0139-R3-1
RM4	XIN20001221.1400.0139-R4-1
RM5	XIN20001221.1400.0139-R5-1
RM6	XIN20001221.1400.0139-R6-1
RM7	XIN20001221.1400.0139-R7-1
RM8	XIN20001221.1400.0139-R8-1
RM9	XIN20001221.1400.0139-R9-1
RM10	XIN20001221.1400.0139-R10-1
RM12	XIN20001221.1400.0139-R11-1
RM13	XIN20001221.1400.0139-R12-1
RM14	XIN20001221.1400.0139-R13-1
