CE13	ZBN20001218.0400.0005-CE1
CE14	ZBN20001218.0400.0005-CE2
CE15	ZBN20001218.0400.0005-CE3
CE16	ZBN20001218.0400.0005-CE4
CE17	ZBN20001218.0400.0005-CE5
CE18	ZBN20001218.0400.0005-CE6
CE19	ZBN20001218.0400.0005-CE7
CE20	ZBN20001218.0400.0005-CE8
CE21	ZBN20001218.0400.0005-CE9
CE22	ZBN20001218.0400.0005-CE10
CE23	ZBN20001218.0400.0005-CE11
CE24	ZBN20001218.0400.0005-CE12
CE25	ZBN20001218.0400.0005-CE13
CE26	ZBN20001218.0400.0005-CE14
CE27	ZBN20001218.0400.0005-CE15
CE28	ZBN20001218.0400.0005-CE16
CE29	ZBN20001218.0400.0005-CE17
CE30	ZBN20001218.0400.0005-CE18
CE31	ZBN20001218.0400.0005-CE19
CE32	ZBN20001218.0400.0005-CE20
CE33	ZBN20001218.0400.0005-CE21
CE34	ZBN20001218.0400.0005-CE22
CE35	ZBN20001218.0400.0005-CE23
CE36	ZBN20001218.0400.0005-CE24
CE37	ZBN20001218.0400.0005-CE25
CE38	ZBN20001218.0400.0005-CE26
CE39	ZBN20001218.0400.0005-CE27
CE1	ZBN20001218.0400.0005-CE28
CE40	ZBN20001218.0400.0005-CE29
CE2	ZBN20001218.0400.0005-CE30
CE3	ZBN20001218.0400.0005-CE31
CE4	ZBN20001218.0400.0005-CE32
CE5	ZBN20001218.0400.0005-CE33
CE6	ZBN20001218.0400.0005-CE34
CE7	ZBN20001218.0400.0005-CE35
CE8	ZBN20001218.0400.0005-CE36
CE10	ZBN20001218.0400.0005-CE37
CE11	ZBN20001218.0400.0005-CE38
CE12	ZBN20001218.0400.0005-CE39
E13	ZBN20001218.0400.0005-E1
E14	ZBN20001218.0400.0005-E2
E15	ZBN20001218.0400.0005-E3
E16	ZBN20001218.0400.0005-E4
E17	ZBN20001218.0400.0005-E5
E18	ZBN20001218.0400.0005-E6
E19	ZBN20001218.0400.0005-E7
E20	ZBN20001218.0400.0005-E8
E21	ZBN20001218.0400.0005-E9
E22	ZBN20001218.0400.0005-E10
E23	ZBN20001218.0400.0005-E11
E24	ZBN20001218.0400.0005-E12
E25	ZBN20001218.0400.0005-E13
E26	ZBN20001218.0400.0005-E14
E27	ZBN20001218.0400.0005-E15
E28	ZBN20001218.0400.0005-E16
E29	ZBN20001218.0400.0005-E17
E30	ZBN20001218.0400.0005-E18
E31	ZBN20001218.0400.0005-E19
E32	ZBN20001218.0400.0005-E20
E33	ZBN20001218.0400.0005-E21
E34	ZBN20001218.0400.0005-E22
E1	ZBN20001218.0400.0005-E23
E35	ZBN20001218.0400.0005-E24
E36	ZBN20001218.0400.0005-E25
E37	ZBN20001218.0400.0005-E26
E38	ZBN20001218.0400.0005-E27
E39	ZBN20001218.0400.0005-E28
E40	ZBN20001218.0400.0005-E29
E41	ZBN20001218.0400.0005-E30
E42	ZBN20001218.0400.0005-E31
E2	ZBN20001218.0400.0005-E32
E3	ZBN20001218.0400.0005-E33
E4	ZBN20001218.0400.0005-E34
E5	ZBN20001218.0400.0005-E35
E6	ZBN20001218.0400.0005-E36
E7	ZBN20001218.0400.0005-E37
E8	ZBN20001218.0400.0005-E38
E10	ZBN20001218.0400.0005-E39
E11	ZBN20001218.0400.0005-E40
E12	ZBN20001218.0400.0005-E41
EM1	ZBN20001218.0400.0005-E23-1
EM19	ZBN20001218.0400.0005-E37-2
EM20	ZBN20001218.0400.0005-E2-3
EM21	ZBN20001218.0400.0005-E3-4
EM22	ZBN20001218.0400.0005-E4-5
EM23	ZBN20001218.0400.0005-E5-6
EM24	ZBN20001218.0400.0005-E5-7
EM25	ZBN20001218.0400.0005-E6-8
EM26	ZBN20001218.0400.0005-E7-9
EM27	ZBN20001218.0400.0005-E8-10
EM28	ZBN20001218.0400.0005-E9-11
EM29	ZBN20001218.0400.0005-E35-12
EM30	ZBN20001218.0400.0005-E33-13
EM31	ZBN20001218.0400.0005-E35-14
EM32	ZBN20001218.0400.0005-E8-15
EM33	ZBN20001218.0400.0005-E35-16
EM34	ZBN20001218.0400.0005-E8-17
EM35	ZBN20001218.0400.0005-E38-18
EM36	ZBN20001218.0400.0005-E34-19
EM37	ZBN20001218.0400.0005-E33-20
EM38	ZBN20001218.0400.0005-E10-21
EM39	ZBN20001218.0400.0005-E11-22
EM40	ZBN20001218.0400.0005-E12-23
EM41	ZBN20001218.0400.0005-E13-24
EM42	ZBN20001218.0400.0005-E12-25
EM43	ZBN20001218.0400.0005-E12-26
EM44	ZBN20001218.0400.0005-E14-27
EM45	ZBN20001218.0400.0005-E15-28
EM46	ZBN20001218.0400.0005-E16-29
EM47	ZBN20001218.0400.0005-E15-30
