CE12	XIN20001125.0800.0031-CE1
CE13	XIN20001125.0800.0031-CE2
CE14	XIN20001125.0800.0031-CE3
CE15	XIN20001125.0800.0031-CE4
CE16	XIN20001125.0800.0031-CE5
CE17	XIN20001125.0800.0031-CE6
CE18	XIN20001125.0800.0031-CE7
CE19	XIN20001125.0800.0031-CE8
CE1	XIN20001125.0800.0031-CE9
CE2	XIN20001125.0800.0031-CE10
CE3	XIN20001125.0800.0031-CE11
CE4	XIN20001125.0800.0031-CE12
CE5	XIN20001125.0800.0031-CE13
CE6	XIN20001125.0800.0031-CE14
CE7	XIN20001125.0800.0031-CE15
CE8	XIN20001125.0800.0031-CE16
CE9	XIN20001125.0800.0031-CE17
CE11	XIN20001125.0800.0031-CE18
E15	XIN20001125.0800.0031-E1
E16	XIN20001125.0800.0031-E2
E17	XIN20001125.0800.0031-E3
E18	XIN20001125.0800.0031-E4
E19	XIN20001125.0800.0031-E5
E20	XIN20001125.0800.0031-E6
E21	XIN20001125.0800.0031-E7
E22	XIN20001125.0800.0031-E8
E23	XIN20001125.0800.0031-E9
E1	XIN20001125.0800.0031-E10
E2	XIN20001125.0800.0031-E11
E3	XIN20001125.0800.0031-E12
E4	XIN20001125.0800.0031-E13
E5	XIN20001125.0800.0031-E14
E6	XIN20001125.0800.0031-E15
E7	XIN20001125.0800.0031-E16
E8	XIN20001125.0800.0031-E17
E10	XIN20001125.0800.0031-E18
E11	XIN20001125.0800.0031-E19
E12	XIN20001125.0800.0031-E20
E14	XIN20001125.0800.0031-E21
EM1	XIN20001125.0800.0031-E10-1
EM19	XIN20001125.0800.0031-E16-2
EM20	XIN20001125.0800.0031-E16-3
EM21	XIN20001125.0800.0031-E1-4
EM22	XIN20001125.0800.0031-E2-5
EM23	XIN20001125.0800.0031-E3-6
EM24	XIN20001125.0800.0031-E3-7
EM25	XIN20001125.0800.0031-E4-8
EM26	XIN20001125.0800.0031-E4-9
EM27	XIN20001125.0800.0031-E3-10
EM28	XIN20001125.0800.0031-E11-11
EM29	XIN20001125.0800.0031-E5-12
EM30	XIN20001125.0800.0031-E11-13
EM31	XIN20001125.0800.0031-E16-14
EM32	XIN20001125.0800.0031-E6-15
EM33	XIN20001125.0800.0031-E11-16
EM34	XIN20001125.0800.0031-E16-17
EM35	XIN20001125.0800.0031-E21-18
EM36	XIN20001125.0800.0031-E7-19
EM37	XIN20001125.0800.0031-E8-20
EM38	XIN20001125.0800.0031-E11-21
EM39	XIN20001125.0800.0031-E7-22
EM40	XIN20001125.0800.0031-E9-23
EM2	XIN20001125.0800.0031-E11-24
EM3	XIN20001125.0800.0031-E12-25
EM4	XIN20001125.0800.0031-E13-26
EM5	XIN20001125.0800.0031-E14-27
EM6	XIN20001125.0800.0031-E15-28
EM7	XIN20001125.0800.0031-E11-29
EM8	XIN20001125.0800.0031-E16-30
EM9	XIN20001125.0800.0031-E17-31
EM10	XIN20001125.0800.0031-E17-32
EM12	XIN20001125.0800.0031-E18-33
EM13	XIN20001125.0800.0031-E19-34
EM14	XIN20001125.0800.0031-E20-35
EM15	XIN20001125.0800.0031-E11-36
EM17	XIN20001125.0800.0031-E21-37
EM18	XIN20001125.0800.0031-E11-38
R1	XIN20001125.0800.0031-R1
R2	XIN20001125.0800.0031-R2
R4	XIN20001125.0800.0031-R3
R5	XIN20001125.0800.0031-R4
R6	XIN20001125.0800.0031-R5
R7	XIN20001125.0800.0031-R6
R8	XIN20001125.0800.0031-R7
R9	XIN20001125.0800.0031-R8
R10	XIN20001125.0800.0031-R9
R11	XIN20001125.0800.0031-R10
RM1	XIN20001125.0800.0031-R1-1
RM2	XIN20001125.0800.0031-R2-1
RM4	XIN20001125.0800.0031-R3-1
RM5	XIN20001125.0800.0031-R4-1
RM6	XIN20001125.0800.0031-R5-1
RM7	XIN20001125.0800.0031-R6-1
RM8	XIN20001125.0800.0031-R7-1
RM9	XIN20001125.0800.0031-R8-1
RM10	XIN20001125.0800.0031-R9-1
RM11	XIN20001125.0800.0031-R10-1
Q1	XIN20001125.0800.0031-T1
Q2	XIN20001125.0800.0031-T2
Q3	XIN20001125.0800.0031-T3
Q4	XIN20001125.0800.0031-T4
Q5	XIN20001125.0800.0031-V1
Q7	XIN20001125.0800.0031-T5
QM5	XIN20001125.0800.0031-V1-1
