CE8	ZBN20001217.1300.0038-CE1
CE9	ZBN20001217.1300.0038-CE2
CE10	ZBN20001217.1300.0038-CE3
CE11	ZBN20001217.1300.0038-CE4
CE12	ZBN20001217.1300.0038-CE5
CE13	ZBN20001217.1300.0038-CE6
CE14	ZBN20001217.1300.0038-CE7
CE15	ZBN20001217.1300.0038-CE8
CE16	ZBN20001217.1300.0038-CE9
CE17	ZBN20001217.1300.0038-CE10
CE18	ZBN20001217.1300.0038-CE11
CE19	ZBN20001217.1300.0038-CE12
CE20	ZBN20001217.1300.0038-CE13
CE21	ZBN20001217.1300.0038-CE14
CE22	ZBN20001217.1300.0038-CE15
CE23	ZBN20001217.1300.0038-CE16
CE24	ZBN20001217.1300.0038-CE17
CE25	ZBN20001217.1300.0038-CE18
CE26	ZBN20001217.1300.0038-CE19
CE27	ZBN20001217.1300.0038-CE20
CE28	ZBN20001217.1300.0038-CE21
CE29	ZBN20001217.1300.0038-CE22
CE30	ZBN20001217.1300.0038-CE23
CE31	ZBN20001217.1300.0038-CE24
CE32	ZBN20001217.1300.0038-CE25
CE33	ZBN20001217.1300.0038-CE26
CE1	ZBN20001217.1300.0038-CE27
CE34	ZBN20001217.1300.0038-CE28
CE35	ZBN20001217.1300.0038-CE29
CE36	ZBN20001217.1300.0038-CE30
CE37	ZBN20001217.1300.0038-CE31
CE38	ZBN20001217.1300.0038-CE32
CE2	ZBN20001217.1300.0038-CE33
CE3	ZBN20001217.1300.0038-CE34
CE4	ZBN20001217.1300.0038-CE35
CE5	ZBN20001217.1300.0038-CE36
CE6	ZBN20001217.1300.0038-CE37
CE7	ZBN20001217.1300.0038-CE38
E9	ZBN20001217.1300.0038-E1
E10	ZBN20001217.1300.0038-E2
E11	ZBN20001217.1300.0038-E3
E12	ZBN20001217.1300.0038-E4
E13	ZBN20001217.1300.0038-E5
E14	ZBN20001217.1300.0038-E6
E15	ZBN20001217.1300.0038-E7
E16	ZBN20001217.1300.0038-E8
E17	ZBN20001217.1300.0038-E9
E18	ZBN20001217.1300.0038-E10
E19	ZBN20001217.1300.0038-E11
E20	ZBN20001217.1300.0038-E12
E21	ZBN20001217.1300.0038-E13
E22	ZBN20001217.1300.0038-E14
E23	ZBN20001217.1300.0038-E15
E24	ZBN20001217.1300.0038-E16
E25	ZBN20001217.1300.0038-E17
E26	ZBN20001217.1300.0038-E18
E27	ZBN20001217.1300.0038-E19
E1	ZBN20001217.1300.0038-E20
E28	ZBN20001217.1300.0038-E21
E29	ZBN20001217.1300.0038-E22
E30	ZBN20001217.1300.0038-E23
E31	ZBN20001217.1300.0038-E24
E32	ZBN20001217.1300.0038-E25
E33	ZBN20001217.1300.0038-E26
E34	ZBN20001217.1300.0038-E27
E35	ZBN20001217.1300.0038-E28
E36	ZBN20001217.1300.0038-E29
E37	ZBN20001217.1300.0038-E30
E38	ZBN20001217.1300.0038-E31
E39	ZBN20001217.1300.0038-E32
E40	ZBN20001217.1300.0038-E33
E41	ZBN20001217.1300.0038-E34
E42	ZBN20001217.1300.0038-E35
E43	ZBN20001217.1300.0038-E36
E44	ZBN20001217.1300.0038-E37
E45	ZBN20001217.1300.0038-E38
E2	ZBN20001217.1300.0038-E39
E3	ZBN20001217.1300.0038-E40
E4	ZBN20001217.1300.0038-E41
E5	ZBN20001217.1300.0038-E42
E6	ZBN20001217.1300.0038-E43
E7	ZBN20001217.1300.0038-E44
E8	ZBN20001217.1300.0038-E45
EM1	ZBN20001217.1300.0038-E20-1
EM24	ZBN20001217.1300.0038-E2-2
EM25	ZBN20001217.1300.0038-E3-3
EM26	ZBN20001217.1300.0038-E4-4
EM27	ZBN20001217.1300.0038-E4-5
EM28	ZBN20001217.1300.0038-E5-6
EM29	ZBN20001217.1300.0038-E6-7
EM30	ZBN20001217.1300.0038-E7-8
EM31	ZBN20001217.1300.0038-E45-9
EM32	ZBN20001217.1300.0038-E7-10
EM33	ZBN20001217.1300.0038-E8-11
EM34	ZBN20001217.1300.0038-E8-12
EM35	ZBN20001217.1300.0038-E9-13
EM36	ZBN20001217.1300.0038-E10-14
EM37	ZBN20001217.1300.0038-E4-15
EM38	ZBN20001217.1300.0038-E11-16
EM39	ZBN20001217.1300.0038-E40-17
EM40	ZBN20001217.1300.0038-E45-18
EM41	ZBN20001217.1300.0038-E6-19
EM42	ZBN20001217.1300.0038-E45-20
EM44	ZBN20001217.1300.0038-E40-21
EM45	ZBN20001217.1300.0038-E12-22
EM46	ZBN20001217.1300.0038-E13-23
EM47	ZBN20001217.1300.0038-E14-24
EM48	ZBN20001217.1300.0038-E13-25
EM49	ZBN20001217.1300.0038-E13-26
EM50	ZBN20001217.1300.0038-E11-27
EM51	ZBN20001217.1300.0038-E15-28
EM52	ZBN20001217.1300.0038-E16-29
EM53	ZBN20001217.1300.0038-E13-30
EM54	ZBN20001217.1300.0038-E44-31
EM55	ZBN20001217.1300.0038-E45-32
EM56	ZBN20001217.1300.0038-E17-33
EM57	ZBN20001217.1300.0038-E40-34
EM58	ZBN20001217.1300.0038-E18-35
EM59	ZBN20001217.1300.0038-E19-36
EM60	ZBN20001217.1300.0038-E13-37
EM61	ZBN20001217.1300.0038-E17-38
EM43	ZBN20001217.1300.0038-E17-39
EM62	ZBN20001217.1300.0038-E40-40
EM63	ZBN20001217.1300.0038-E45-41
EM64	ZBN20001217.1300.0038-E21-42
EM65	ZBN20001217.1300.0038-E45-43
EM66	ZBN20001217.1300.0038-E45-44
EM67	ZBN20001217.1300.0038-E22-45
EM69	ZBN20001217.1300.0038-E23-46
EM70	ZBN20001217.1300.0038-E24-47
EM71	ZBN20001217.1300.0038-E25-48
EM72	ZBN20001217.1300.0038-E26-49
EM73	ZBN20001217.1300.0038-E27-50
EM74	ZBN20001217.1300.0038-E23-51
EM75	ZBN20001217.1300.0038-E45-52
EM76	ZBN20001217.1300.0038-E40-53
EM77	ZBN20001217.1300.0038-E41-54
EM78	ZBN20001217.1300.0038-E28-55
EM79	ZBN20001217.1300.0038-E4-56
EM80	ZBN20001217.1300.0038-E29-57
EM81	ZBN20001217.1300.0038-E30-58
EM82	ZBN20001217.1300.0038-E31-59
EM83	ZBN20001217.1300.0038-E32-60
EM84	ZBN20001217.1300.0038-E33-61
EM85	ZBN20001217.1300.0038-E34-62
EM86	ZBN20001217.1300.0038-E35-63
EM87	ZBN20001217.1300.0038-E36-64
EM88	ZBN20001217.1300.0038-E33-65
EM89	ZBN20001217.1300.0038-E37-66
EM90	ZBN20001217.1300.0038-E38-67
EM91	ZBN20001217.1300.0038-E6-68
EM2	ZBN20001217.1300.0038-E39-69
EM3	ZBN20001217.1300.0038-E40-70
EM4	ZBN20001217.1300.0038-E41-71
EM5	ZBN20001217.1300.0038-E20-72
EM6	ZBN20001217.1300.0038-E42-73
EM7	ZBN20001217.1300.0038-E43-74
EM8	ZBN20001217.1300.0038-E43-75
EM10	ZBN20001217.1300.0038-E20-76
EM11	ZBN20001217.1300.0038-E40-77
EM12	ZBN20001217.1300.0038-E41-78
EM13	ZBN20001217.1300.0038-E20-79
EM14	ZBN20001217.1300.0038-E20-80
EM15	ZBN20001217.1300.0038-E20-81
EM16	ZBN20001217.1300.0038-E20-82
EM17	ZBN20001217.1300.0038-E44-83
EM18	ZBN20001217.1300.0038-E45-84
EM19	ZBN20001217.1300.0038-E40-85
EM20	ZBN20001217.1300.0038-E41-86
EM21	ZBN20001217.1300.0038-E45-87
EM22	ZBN20001217.1300.0038-E20-88
EM23	ZBN20001217.1300.0038-E1-89
R1	ZBN20001217.1300.0038-R1
R2	ZBN20001217.1300.0038-R2
R3	ZBN20001217.1300.0038-R3
R4	ZBN20001217.1300.0038-R4
R5	ZBN20001217.1300.0038-R5
R6	ZBN20001217.1300.0038-R6
R7	ZBN20001217.1300.0038-R7
R8	ZBN20001217.1300.0038-R8
R11	ZBN20001217.1300.0038-R9
R12	ZBN20001217.1300.0038-R10
R13	ZBN20001217.1300.0038-R11
R14	ZBN20001217.1300.0038-R12
R15	ZBN20001217.1300.0038-R13
R16	ZBN20001217.1300.0038-R14
R17	ZBN20001217.1300.0038-R15
RM1	ZBN20001217.1300.0038-R1-1
RM2	ZBN20001217.1300.0038-R2-1
RM3	ZBN20001217.1300.0038-R3-1
RM4	ZBN20001217.1300.0038-R4-1
RM5	ZBN20001217.1300.0038-R5-1
RM6	ZBN20001217.1300.0038-R6-1
RM7	ZBN20001217.1300.0038-R7-1
RM8	ZBN20001217.1300.0038-R8-1
RM11	ZBN20001217.1300.0038-R9-1
RM12	ZBN20001217.1300.0038-R10-1
RM13	ZBN20001217.1300.0038-R11-1
RM14	ZBN20001217.1300.0038-R10-2
RM15	ZBN20001217.1300.0038-R13-1
RM16	ZBN20001217.1300.0038-R14-1
RM17	ZBN20001217.1300.0038-R15-1
V1	ZBN20001217.1300.0038-EV1
V2	ZBN20001217.1300.0038-EV2
VM1	ZBN20001217.1300.0038-EV1-1
VM2	ZBN20001217.1300.0038-EV2-1
Q1	ZBN20001217.1300.0038-T1
Q2	ZBN20001217.1300.0038-T2
Q3	ZBN20001217.1300.0038-T3
Q4	ZBN20001217.1300.0038-T4
Q5	ZBN20001217.1300.0038-T5
Q6	ZBN20001217.1300.0038-T6
Q7	ZBN20001217.1300.0038-T7
Q8	ZBN20001217.1300.0038-T8
Q9	ZBN20001217.1300.0038-T9
Q10	ZBN20001217.1300.0038-T10
Q11	ZBN20001217.1300.0038-T11
