CE12	XIN20001007.0200.0020-CE1
CE13	XIN20001007.0200.0020-CE2
CE14	XIN20001007.0200.0020-CE3
CE15	XIN20001007.0200.0020-CE4
CE16	XIN20001007.0200.0020-CE5
CE17	XIN20001007.0200.0020-CE6
CE18	XIN20001007.0200.0020-CE7
CE19	XIN20001007.0200.0020-CE8
CE20	XIN20001007.0200.0020-CE9
CE21	XIN20001007.0200.0020-CE10
CE22	XIN20001007.0200.0020-CE11
CE23	XIN20001007.0200.0020-CE12
CE24	XIN20001007.0200.0020-CE13
CE25	XIN20001007.0200.0020-CE14
CE26	XIN20001007.0200.0020-CE15
CE27	XIN20001007.0200.0020-CE16
CE28	XIN20001007.0200.0020-CE17
CE29	XIN20001007.0200.0020-CE18
CE30	XIN20001007.0200.0020-CE19
CE31	XIN20001007.0200.0020-CE20
CE32	XIN20001007.0200.0020-CE21
CE1	XIN20001007.0200.0020-CE22
CE2	XIN20001007.0200.0020-CE23
CE3	XIN20001007.0200.0020-CE24
CE4	XIN20001007.0200.0020-CE25
CE6	XIN20001007.0200.0020-CE26
CE7	XIN20001007.0200.0020-CE27
CE8	XIN20001007.0200.0020-CE28
CE9	XIN20001007.0200.0020-CE29
CE10	XIN20001007.0200.0020-CE30
E13	XIN20001007.0200.0020-E1
E14	XIN20001007.0200.0020-E2
E15	XIN20001007.0200.0020-E3
E16	XIN20001007.0200.0020-E4
E17	XIN20001007.0200.0020-E5
E18	XIN20001007.0200.0020-E6
E19	XIN20001007.0200.0020-E7
E20	XIN20001007.0200.0020-E8
E21	XIN20001007.0200.0020-E9
E22	XIN20001007.0200.0020-E10
E23	XIN20001007.0200.0020-E11
E24	XIN20001007.0200.0020-E12
E25	XIN20001007.0200.0020-E13
E26	XIN20001007.0200.0020-E14
E27	XIN20001007.0200.0020-E15
E28	XIN20001007.0200.0020-E16
E29	XIN20001007.0200.0020-E17
E30	XIN20001007.0200.0020-E18
E31	XIN20001007.0200.0020-E19
E32	XIN20001007.0200.0020-E20
E33	XIN20001007.0200.0020-E21
E1	XIN20001007.0200.0020-E22
E34	XIN20001007.0200.0020-E23
E35	XIN20001007.0200.0020-E24
E36	XIN20001007.0200.0020-E25
E2	XIN20001007.0200.0020-E26
E3	XIN20001007.0200.0020-E27
E4	XIN20001007.0200.0020-E28
E5	XIN20001007.0200.0020-E29
E7	XIN20001007.0200.0020-E30
E8	XIN20001007.0200.0020-E31
E9	XIN20001007.0200.0020-E32
E10	XIN20001007.0200.0020-E33
E11	XIN20001007.0200.0020-E34
EM1	XIN20001007.0200.0020-E22-1
EM20	XIN20001007.0200.0020-E2-2
EM21	XIN20001007.0200.0020-E3-3
EM22	XIN20001007.0200.0020-E4-4
EM24	XIN20001007.0200.0020-E5-5
EM26	XIN20001007.0200.0020-E6-6
EM27	XIN20001007.0200.0020-E7-7
EM28	XIN20001007.0200.0020-E8-8
EM29	XIN20001007.0200.0020-E31-9
EM31	XIN20001007.0200.0020-E9-10
EM33	XIN20001007.0200.0020-E30-11
EM34	XIN20001007.0200.0020-E30-12
EM35	XIN20001007.0200.0020-E10-13
EM36	XIN20001007.0200.0020-E11-14
EM37	XIN20001007.0200.0020-E12-15
EM38	XIN20001007.0200.0020-E31-16
EM39	XIN20001007.0200.0020-E13-17
EM40	XIN20001007.0200.0020-E30-18
EM41	XIN20001007.0200.0020-E30-19
EM42	XIN20001007.0200.0020-E14-20
EM43	XIN20001007.0200.0020-E31-21
EM44	XIN20001007.0200.0020-E31-22
EM45	XIN20001007.0200.0020-E30-23
EM46	XIN20001007.0200.0020-E15-24
EM47	XIN20001007.0200.0020-E30-25
EM48	XIN20001007.0200.0020-E13-26
EM49	XIN20001007.0200.0020-E30-27
EM50	XIN20001007.0200.0020-E16-28
EM51	XIN20001007.0200.0020-E17-29
EM52	XIN20001007.0200.0020-E18-30
EM53	XIN20001007.0200.0020-E19-31
EM54	XIN20001007.0200.0020-E13-32
EM55	XIN20001007.0200.0020-E30-33
EM56	XIN20001007.0200.0020-E30-34
EM57	XIN20001007.0200.0020-E29-35
EM58	XIN20001007.0200.0020-E20-36
EM59	XIN20001007.0200.0020-E21-37
EM60	XIN20001007.0200.0020-E18-38
EM61	XIN20001007.0200.0020-E31-39
EM62	XIN20001007.0200.0020-E19-40
EM63	XIN20001007.0200.0020-E23-41
EM64	XIN20001007.0200.0020-E31-42
EM65	XIN20001007.0200.0020-E30-43
EM66	XIN20001007.0200.0020-E13-44
EM67	XIN20001007.0200.0020-E30-45
EM68	XIN20001007.0200.0020-E24-46
EM69	XIN20001007.0200.0020-E25-47
EM70	XIN20001007.0200.0020-E26-48
EM2	XIN20001007.0200.0020-E26-49
EM3	XIN20001007.0200.0020-E27-50
EM4	XIN20001007.0200.0020-E27-51
EM5	XIN20001007.0200.0020-E28-52
EM6	XIN20001007.0200.0020-E27-53
EM7	XIN20001007.0200.0020-E29-54
EM9	XIN20001007.0200.0020-E30-55
EM10	XIN20001007.0200.0020-E31-56
EM11	XIN20001007.0200.0020-E26-57
EM12	XIN20001007.0200.0020-E26-58
EM13	XIN20001007.0200.0020-E32-59
EM14	XIN20001007.0200.0020-E31-60
EM15	XIN20001007.0200.0020-E26-61
EM16	XIN20001007.0200.0020-E33-62
EM17	XIN20001007.0200.0020-E34-63
EM19	XIN20001007.0200.0020-E1-64
R1	XIN20001007.0200.0020-R1
R2	XIN20001007.0200.0020-R2
R3	XIN20001007.0200.0020-R3
R4	XIN20001007.0200.0020-R4
R6	XIN20001007.0200.0020-R5
R7	XIN20001007.0200.0020-R6
R8	XIN20001007.0200.0020-R7
R9	XIN20001007.0200.0020-R8
R10	XIN20001007.0200.0020-R9
R11	XIN20001007.0200.0020-R10
R12	XIN20001007.0200.0020-R11
R14	XIN20001007.0200.0020-R12
R15	XIN20001007.0200.0020-R13
R16	XIN20001007.0200.0020-R14
R17	XIN20001007.0200.0020-R15
R18	XIN20001007.0200.0020-R16
R19	XIN20001007.0200.0020-R17
R20	XIN20001007.0200.0020-R18
R21	XIN20001007.0200.0020-R19
RM1	XIN20001007.0200.0020-R1-1
RM2	XIN20001007.0200.0020-R2-1
RM3	XIN20001007.0200.0020-R3-1
RM4	XIN20001007.0200.0020-R4-1
RM6	XIN20001007.0200.0020-R5-1
RM7	XIN20001007.0200.0020-R6-1
RM8	XIN20001007.0200.0020-R7-1
RM9	XIN20001007.0200.0020-R3-2
RM10	XIN20001007.0200.0020-R9-1
RM11	XIN20001007.0200.0020-R10-1
RM12	XIN20001007.0200.0020-R11-1
RM14	XIN20001007.0200.0020-R12-1
RM15	XIN20001007.0200.0020-R13-1
RM16	XIN20001007.0200.0020-R14-1
RM17	XIN20001007.0200.0020-R15-1
RM18	XIN20001007.0200.0020-R2-2
RM19	XIN20001007.0200.0020-R17-1
RM20	XIN20001007.0200.0020-R18-1
RM21	XIN20001007.0200.0020-R19-1
V1	XIN20001007.0200.0020-EV1
VM1	XIN20001007.0200.0020-EV1-1
VM2	XIN20001007.0200.0020-EV1-2
VM3	XIN20001007.0200.0020-EV1-3
VM4	XIN20001007.0200.0020-EV1-4
VM5	XIN20001007.0200.0020-EV1-5
Q1	XIN20001007.0200.0020-T1
Q2	XIN20001007.0200.0020-T2
Q3	XIN20001007.0200.0020-T3
Q4	XIN20001007.0200.0020-T4
Q5	XIN20001007.0200.0020-T5
Q6	XIN20001007.0200.0020-T6
