CE9	ZBN20001029.0400.0001-CE1
CE11	ZBN20001029.0400.0001-CE2
CE12	ZBN20001029.0400.0001-CE3
CE13	ZBN20001029.0400.0001-CE4
CE14	ZBN20001029.0400.0001-CE5
CE15	ZBN20001029.0400.0001-CE6
CE16	ZBN20001029.0400.0001-CE7
CE17	ZBN20001029.0400.0001-CE8
CE18	ZBN20001029.0400.0001-CE9
CE19	ZBN20001029.0400.0001-CE10
CE20	ZBN20001029.0400.0001-CE11
CE21	ZBN20001029.0400.0001-CE12
CE22	ZBN20001029.0400.0001-CE13
CE23	ZBN20001029.0400.0001-CE14
CE24	ZBN20001029.0400.0001-CE15
CE25	ZBN20001029.0400.0001-CE16
CE26	ZBN20001029.0400.0001-CE17
CE27	ZBN20001029.0400.0001-CE18
CE28	ZBN20001029.0400.0001-CE19
CE29	ZBN20001029.0400.0001-CE20
CE30	ZBN20001029.0400.0001-CE21
CE1	ZBN20001029.0400.0001-CE22
CE2	ZBN20001029.0400.0001-CE23
CE3	ZBN20001029.0400.0001-CE24
CE4	ZBN20001029.0400.0001-CE25
CE5	ZBN20001029.0400.0001-CE26
CE6	ZBN20001029.0400.0001-CE27
CE7	ZBN20001029.0400.0001-CE28
CE8	ZBN20001029.0400.0001-CE29
E13	ZBN20001029.0400.0001-E1
E14	ZBN20001029.0400.0001-E2
E15	ZBN20001029.0400.0001-E3
E16	ZBN20001029.0400.0001-E4
E17	ZBN20001029.0400.0001-E5
E18	ZBN20001029.0400.0001-E6
E19	ZBN20001029.0400.0001-E7
E20	ZBN20001029.0400.0001-E8
E21	ZBN20001029.0400.0001-E9
E22	ZBN20001029.0400.0001-E10
E23	ZBN20001029.0400.0001-E11
E24	ZBN20001029.0400.0001-E12
E25	ZBN20001029.0400.0001-E13
E26	ZBN20001029.0400.0001-E14
E27	ZBN20001029.0400.0001-E15
E28	ZBN20001029.0400.0001-E16
E29	ZBN20001029.0400.0001-E17
E1	ZBN20001029.0400.0001-E18
E30	ZBN20001029.0400.0001-E19
E31	ZBN20001029.0400.0001-E20
E32	ZBN20001029.0400.0001-E21
E33	ZBN20001029.0400.0001-E22
E34	ZBN20001029.0400.0001-E23
E35	ZBN20001029.0400.0001-E24
E36	ZBN20001029.0400.0001-E25
E2	ZBN20001029.0400.0001-E26
E3	ZBN20001029.0400.0001-E27
E4	ZBN20001029.0400.0001-E28
E5	ZBN20001029.0400.0001-E29
E6	ZBN20001029.0400.0001-E30
E7	ZBN20001029.0400.0001-E31
E8	ZBN20001029.0400.0001-E32
