CE10	XIN20001017.0800.0058-CE1
CE11	XIN20001017.0800.0058-CE2
CE12	XIN20001017.0800.0058-CE3
CE13	XIN20001017.0800.0058-CE4
CE14	XIN20001017.0800.0058-CE5
CE15	XIN20001017.0800.0058-CE6
CE1	XIN20001017.0800.0058-CE7
CE2	XIN20001017.0800.0058-CE8
CE3	XIN20001017.0800.0058-CE9
CE4	XIN20001017.0800.0058-CE10
CE5	XIN20001017.0800.0058-CE11
CE6	XIN20001017.0800.0058-CE12
CE7	XIN20001017.0800.0058-CE13
CE8	XIN20001017.0800.0058-CE14
CE9	XIN20001017.0800.0058-CE15
E12	XIN20001017.0800.0058-E1
E13	XIN20001017.0800.0058-E2
E14	XIN20001017.0800.0058-E3
E15	XIN20001017.0800.0058-E4
E16	XIN20001017.0800.0058-E5
E17	XIN20001017.0800.0058-E6
E1	XIN20001017.0800.0058-E7
E2	XIN20001017.0800.0058-E8
E3	XIN20001017.0800.0058-E9
E4	XIN20001017.0800.0058-E10
E5	XIN20001017.0800.0058-E11
E6	XIN20001017.0800.0058-E12
E7	XIN20001017.0800.0058-E13
E8	XIN20001017.0800.0058-E14
E9	XIN20001017.0800.0058-E15
E10	XIN20001017.0800.0058-E16
E11	XIN20001017.0800.0058-E17
EM1	XIN20001017.0800.0058-E7-1
EM21	XIN20001017.0800.0058-E12-2
EM22	XIN20001017.0800.0058-E17-3
EM23	XIN20001017.0800.0058-E1-4
EM24	XIN20001017.0800.0058-E17-5
EM25	XIN20001017.0800.0058-E13-6
EM26	XIN20001017.0800.0058-E17-7
EM27	XIN20001017.0800.0058-E13-8
EM28	XIN20001017.0800.0058-E16-9
EM29	XIN20001017.0800.0058-E15-10
EM30	XIN20001017.0800.0058-E2-11
EM31	XIN20001017.0800.0058-E3-12
EM32	XIN20001017.0800.0058-E4-13
EM33	XIN20001017.0800.0058-E5-14
EM34	XIN20001017.0800.0058-E6-15
EM35	XIN20001017.0800.0058-E17-16
EM2	XIN20001017.0800.0058-E8-17
EM3	XIN20001017.0800.0058-E9-18
EM4	XIN20001017.0800.0058-E10-19
EM5	XIN20001017.0800.0058-E9-20
EM6	XIN20001017.0800.0058-E11-21
EM7	XIN20001017.0800.0058-E12-22
EM8	XIN20001017.0800.0058-E13-23
EM9	XIN20001017.0800.0058-E14-24
EM10	XIN20001017.0800.0058-E13-25
EM11	XIN20001017.0800.0058-E15-26
EM12	XIN20001017.0800.0058-E16-27
EM13	XIN20001017.0800.0058-E15-28
EM15	XIN20001017.0800.0058-E13-29
EM16	XIN20001017.0800.0058-E17-30
EM17	XIN20001017.0800.0058-E17-31
EM18	XIN20001017.0800.0058-E11-32
EM19	XIN20001017.0800.0058-E13-33
EM20	XIN20001017.0800.0058-E15-34
R1	XIN20001017.0800.0058-R1
R2	XIN20001017.0800.0058-R2
R3	XIN20001017.0800.0058-R3
R4	XIN20001017.0800.0058-R4
R5	XIN20001017.0800.0058-R5
R6	XIN20001017.0800.0058-R6
R7	XIN20001017.0800.0058-R7
R8	XIN20001017.0800.0058-R8
R9	XIN20001017.0800.0058-R9
R10	XIN20001017.0800.0058-R10
RM1	XIN20001017.0800.0058-R1-1
RM2	XIN20001017.0800.0058-R2-1
RM3	XIN20001017.0800.0058-R3-1
RM4	XIN20001017.0800.0058-R4-1
RM5	XIN20001017.0800.0058-R5-1
RM6	XIN20001017.0800.0058-R6-1
RM7	XIN20001017.0800.0058-R7-1
RM8	XIN20001017.0800.0058-R8-1
RM9	XIN20001017.0800.0058-R9-1
RM10	XIN20001017.0800.0058-R3-2
V1	XIN20001017.0800.0058-EV1
V2	XIN20001017.0800.0058-EV2
VM1	XIN20001017.0800.0058-EV1-1
VM2	XIN20001017.0800.0058-EV2-1
Q1	XIN20001017.0800.0058-T1
Q2	XIN20001017.0800.0058-T2
Q3	XIN20001017.0800.0058-T3
Q4	XIN20001017.0800.0058-T4
Q5	XIN20001017.0800.0058-T5
