CE23	ZBN20001201.1300.0048-CE1
CE12	ZBN20001201.1300.0048-CE2
CE31	ZBN20001201.1300.0048-CE3
CE13	ZBN20001201.1300.0048-CE4
CE14	ZBN20001201.1300.0048-CE5
CE15	ZBN20001201.1300.0048-CE6
CE16	ZBN20001201.1300.0048-CE7
CE17	ZBN20001201.1300.0048-CE8
CE18	ZBN20001201.1300.0048-CE9
CE19	ZBN20001201.1300.0048-CE10
CE20	ZBN20001201.1300.0048-CE11
CE21	ZBN20001201.1300.0048-CE12
CE22	ZBN20001201.1300.0048-CE13
CE24	ZBN20001201.1300.0048-CE14
CE25	ZBN20001201.1300.0048-CE15
CE27	ZBN20001201.1300.0048-CE16
CE28	ZBN20001201.1300.0048-CE17
CE1	ZBN20001201.1300.0048-CE18
CE30	ZBN20001201.1300.0048-CE19
CE32	ZBN20001201.1300.0048-CE20
CE33	ZBN20001201.1300.0048-CE21
CE34	ZBN20001201.1300.0048-CE22
CE35	ZBN20001201.1300.0048-CE23
CE36	ZBN20001201.1300.0048-CE24
CE37	ZBN20001201.1300.0048-CE25
CE38	ZBN20001201.1300.0048-CE26
CE39	ZBN20001201.1300.0048-CE27
CE2	ZBN20001201.1300.0048-CE28
CE3	ZBN20001201.1300.0048-CE29
CE40	ZBN20001201.1300.0048-CE30
CE7	ZBN20001201.1300.0048-CE31
CE8	ZBN20001201.1300.0048-CE32
CE9	ZBN20001201.1300.0048-CE33
E11	ZBN20001201.1300.0048-E1
E13	ZBN20001201.1300.0048-E2
E41	ZBN20001201.1300.0048-E3
E14	ZBN20001201.1300.0048-E4
E32	ZBN20001201.1300.0048-E5
E16	ZBN20001201.1300.0048-E6
E17	ZBN20001201.1300.0048-E7
E18	ZBN20001201.1300.0048-E8
E19	ZBN20001201.1300.0048-E9
E20	ZBN20001201.1300.0048-E10
E21	ZBN20001201.1300.0048-E11
E22	ZBN20001201.1300.0048-E12
E23	ZBN20001201.1300.0048-E13
E24	ZBN20001201.1300.0048-E14
E25	ZBN20001201.1300.0048-E15
E26	ZBN20001201.1300.0048-E16
E27	ZBN20001201.1300.0048-E17
E28	ZBN20001201.1300.0048-E18
E29	ZBN20001201.1300.0048-E19
E33	ZBN20001201.1300.0048-E20
E1	ZBN20001201.1300.0048-E21
E31	ZBN20001201.1300.0048-E22
E34	ZBN20001201.1300.0048-E23
E36	ZBN20001201.1300.0048-E24
E37	ZBN20001201.1300.0048-E25
E38	ZBN20001201.1300.0048-E26
E40	ZBN20001201.1300.0048-E27
E42	ZBN20001201.1300.0048-E28
E43	ZBN20001201.1300.0048-E29
E44	ZBN20001201.1300.0048-E30
E45	ZBN20001201.1300.0048-E31
E46	ZBN20001201.1300.0048-E32
E47	ZBN20001201.1300.0048-E33
E48	ZBN20001201.1300.0048-E34
E49	ZBN20001201.1300.0048-E35
E2	ZBN20001201.1300.0048-E36
E3	ZBN20001201.1300.0048-E37
E50	ZBN20001201.1300.0048-E38
E7	ZBN20001201.1300.0048-E39
E8	ZBN20001201.1300.0048-E40
E9	ZBN20001201.1300.0048-E41
E10	ZBN20001201.1300.0048-E42
