CE12	ZBN20001210.0400.0005-CE1
CE13	ZBN20001210.0400.0005-CE2
CE14	ZBN20001210.0400.0005-CE3
CE15	ZBN20001210.0400.0005-CE4
CE16	ZBN20001210.0400.0005-CE5
CE17	ZBN20001210.0400.0005-CE6
CE18	ZBN20001210.0400.0005-CE7
CE19	ZBN20001210.0400.0005-CE8
CE20	ZBN20001210.0400.0005-CE9
CE21	ZBN20001210.0400.0005-CE10
CE11	ZBN20001210.0400.0005-CE11
CE1	ZBN20001210.0400.0005-CE12
CE2	ZBN20001210.0400.0005-CE13
CE5	ZBN20001210.0400.0005-CE14
CE6	ZBN20001210.0400.0005-CE15
CE4	ZBN20001210.0400.0005-CE16
CE3	ZBN20001210.0400.0005-CE17
CE8	ZBN20001210.0400.0005-CE18
CE7	ZBN20001210.0400.0005-CE19
CE9	ZBN20001210.0400.0005-CE20
CE10	ZBN20001210.0400.0005-CE21
E27	ZBN20001210.0400.0005-E1
E28	ZBN20001210.0400.0005-E2
E14	ZBN20001210.0400.0005-E3
E15	ZBN20001210.0400.0005-E4
E16	ZBN20001210.0400.0005-E5
E17	ZBN20001210.0400.0005-E6
E19	ZBN20001210.0400.0005-E7
E20	ZBN20001210.0400.0005-E8
E21	ZBN20001210.0400.0005-E9
E22	ZBN20001210.0400.0005-E10
E23	ZBN20001210.0400.0005-E11
E24	ZBN20001210.0400.0005-E12
E25	ZBN20001210.0400.0005-E13
E26	ZBN20001210.0400.0005-E14
E1	ZBN20001210.0400.0005-E15
E2	ZBN20001210.0400.0005-E16
E3	ZBN20001210.0400.0005-E17
E4	ZBN20001210.0400.0005-E18
E5	ZBN20001210.0400.0005-E19
E6	ZBN20001210.0400.0005-E20
E7	ZBN20001210.0400.0005-E21
E8	ZBN20001210.0400.0005-E22
E9	ZBN20001210.0400.0005-E23
E10	ZBN20001210.0400.0005-E24
E11	ZBN20001210.0400.0005-E25
EM18	ZBN20001210.0400.0005-E2-1
EM20	ZBN20001210.0400.0005-E25-2
EM21	ZBN20001210.0400.0005-E25-3
EM22	ZBN20001210.0400.0005-E22-4
EM23	ZBN20001210.0400.0005-E17-5
EM24	ZBN20001210.0400.0005-E17-6
EM26	ZBN20001210.0400.0005-E17-7
EM39	ZBN20001210.0400.0005-E17-8
EM42	ZBN20001210.0400.0005-E17-9
EM44	ZBN20001210.0400.0005-E17-10
EM47	ZBN20001210.0400.0005-E17-11
EM50	ZBN20001210.0400.0005-E17-12
EM49	ZBN20001210.0400.0005-E17-13
EM52	ZBN20001210.0400.0005-E17-14
EM58	ZBN20001210.0400.0005-E17-15
EM66	ZBN20001210.0400.0005-E17-16
EM25	ZBN20001210.0400.0005-E3-17
EM27	ZBN20001210.0400.0005-E4-18
EM28	ZBN20001210.0400.0005-E5-19
EM29	ZBN20001210.0400.0005-E4-20
EM30	ZBN20001210.0400.0005-E6-21
EM31	ZBN20001210.0400.0005-E3-22
EM32	ZBN20001210.0400.0005-E17-23
EM33	ZBN20001210.0400.0005-E4-24
EM34	ZBN20001210.0400.0005-E4-25
EM35	ZBN20001210.0400.0005-E17-26
EM36	ZBN20001210.0400.0005-E21-27
EM37	ZBN20001210.0400.0005-E7-28
EM38	ZBN20001210.0400.0005-E21-29
EM40	ZBN20001210.0400.0005-E8-30
EM41	ZBN20001210.0400.0005-E3-31
EM45	ZBN20001210.0400.0005-E4-32
EM46	ZBN20001210.0400.0005-E9-33
EM48	ZBN20001210.0400.0005-E10-34
EM51	ZBN20001210.0400.0005-E10-35
EM54	ZBN20001210.0400.0005-E11-36
EM56	ZBN20001210.0400.0005-E11-37
EM55	ZBN20001210.0400.0005-E12-38
EM57	ZBN20001210.0400.0005-E22-39
EM59	ZBN20001210.0400.0005-E19-40
EM60	ZBN20001210.0400.0005-E17-41
EM61	ZBN20001210.0400.0005-E13-42
EM64	ZBN20001210.0400.0005-E13-43
EM62	ZBN20001210.0400.0005-E14-44
EM63	ZBN20001210.0400.0005-E23-45
EM65	ZBN20001210.0400.0005-E13-46
EM1	ZBN20001210.0400.0005-E15-47
EM43	ZBN20001210.0400.0005-E7-48
EM53	ZBN20001210.0400.0005-E19-49
EM2	ZBN20001210.0400.0005-E16-50
EM3	ZBN20001210.0400.0005-E17-51
EM8	ZBN20001210.0400.0005-E17-52
EM4	ZBN20001210.0400.0005-E18-53
EM5	ZBN20001210.0400.0005-E19-54
EM6	ZBN20001210.0400.0005-E20-55
EM7	ZBN20001210.0400.0005-E21-56
EM10	ZBN20001210.0400.0005-E22-57
EM9	ZBN20001210.0400.0005-E17-58
EM19	ZBN20001210.0400.0005-E1-59
EM11	ZBN20001210.0400.0005-E23-60
EM12	ZBN20001210.0400.0005-E24-61
EM13	ZBN20001210.0400.0005-E25-62
EM14	ZBN20001210.0400.0005-E22-63
EM15	ZBN20001210.0400.0005-E17-64
EM16	ZBN20001210.0400.0005-E24-65
EM17	ZBN20001210.0400.0005-E17-66
R1	ZBN20001210.0400.0005-R1
R2	ZBN20001210.0400.0005-R2
R3	ZBN20001210.0400.0005-R3
R4	ZBN20001210.0400.0005-R4
R6	ZBN20001210.0400.0005-R5
R10	ZBN20001210.0400.0005-R6
R11	ZBN20001210.0400.0005-R7
R14	ZBN20001210.0400.0005-R8
R16	ZBN20001210.0400.0005-R9
R17	ZBN20001210.0400.0005-R10
R18	ZBN20001210.0400.0005-R11
R19	ZBN20001210.0400.0005-R12
R8	ZBN20001210.0400.0005-R13
R9	ZBN20001210.0400.0005-R14
R12	ZBN20001210.0400.0005-R15
R13	ZBN20001210.0400.0005-R16
R15	ZBN20001210.0400.0005-R17
R5	ZBN20001210.0400.0005-R18
R7	ZBN20001210.0400.0005-R19
RM1	ZBN20001210.0400.0005-R1-1
RM2	ZBN20001210.0400.0005-R2-1
RM5	ZBN20001210.0400.0005-R3-1
RM3	ZBN20001210.0400.0005-R4-1
RM6	ZBN20001210.0400.0005-R5-1
RM10	ZBN20001210.0400.0005-R6-1
RM11	ZBN20001210.0400.0005-R7-1
RM14	ZBN20001210.0400.0005-R8-1
RM16	ZBN20001210.0400.0005-R9-1
RM17	ZBN20001210.0400.0005-R10-1
RM18	ZBN20001210.0400.0005-R11-1
RM19	ZBN20001210.0400.0005-R11-2
RM8	ZBN20001210.0400.0005-R13-1
RM9	ZBN20001210.0400.0005-R14-1
RM12	ZBN20001210.0400.0005-R15-1
RM13	ZBN20001210.0400.0005-R9-2
RM15	ZBN20001210.0400.0005-R17-1
RM4	ZBN20001210.0400.0005-R18-1
RM7	ZBN20001210.0400.0005-R18-2
V4	ZBN20001210.0400.0005-EV1
V1	ZBN20001210.0400.0005-EV2
V7	ZBN20001210.0400.0005-EV3
V2	ZBN20001210.0400.0005-EV4
V3	ZBN20001210.0400.0005-EV5
V5	ZBN20001210.0400.0005-EV6
V6	ZBN20001210.0400.0005-EV7
V8	ZBN20001210.0400.0005-EV8
VM5	ZBN20001210.0400.0005-EV1-1
VM1	ZBN20001210.0400.0005-EV2-1
VM2	ZBN20001210.0400.0005-EV2-2
VM3	ZBN20001210.0400.0005-EV4-1
VM4	ZBN20001210.0400.0005-EV5-1
VM6	ZBN20001210.0400.0005-EV5-2
VM7	ZBN20001210.0400.0005-EV2-3
VM8	ZBN20001210.0400.0005-EV6-1
VM10	ZBN20001210.0400.0005-EV7-1
VM11	ZBN20001210.0400.0005-EV3-1
VM9	ZBN20001210.0400.0005-EV2-4
VM12	ZBN20001210.0400.0005-EV8-1
VM13	ZBN20001210.0400.0005-EV8-2
Q1	ZBN20001210.0400.0005-T1
Q2	ZBN20001210.0400.0005-T2
Q3	ZBN20001210.0400.0005-T3
Q4	ZBN20001210.0400.0005-T4
Q5	ZBN20001210.0400.0005-V1
Q6	ZBN20001210.0400.0005-T5
Q7	ZBN20001210.0400.0005-T6
Q8	ZBN20001210.0400.0005-T7
Q9	ZBN20001210.0400.0005-T8
Q10	ZBN20001210.0400.0005-T9
QM5	ZBN20001210.0400.0005-V1-1
