CE9	ZBN20001220.1300.0037-CE1
CE10	ZBN20001220.1300.0037-CE2
CE11	ZBN20001220.1300.0037-CE3
CE12	ZBN20001220.1300.0037-CE4
CE2	ZBN20001220.1300.0037-CE5
CE14	ZBN20001220.1300.0037-CE6
CE13	ZBN20001220.1300.0037-CE7
CE15	ZBN20001220.1300.0037-CE8
CE16	ZBN20001220.1300.0037-CE9
CE1	ZBN20001220.1300.0037-CE10
CE3	ZBN20001220.1300.0037-CE11
CE4	ZBN20001220.1300.0037-CE12
CE5	ZBN20001220.1300.0037-CE13
CE6	ZBN20001220.1300.0037-CE14
CE7	ZBN20001220.1300.0037-CE15
CE8	ZBN20001220.1300.0037-CE16
E9	ZBN20001220.1300.0037-E1
E10	ZBN20001220.1300.0037-E2
E22	ZBN20001220.1300.0037-E3
E12	ZBN20001220.1300.0037-E4
E13	ZBN20001220.1300.0037-E5
E14	ZBN20001220.1300.0037-E6
E16	ZBN20001220.1300.0037-E7
E17	ZBN20001220.1300.0037-E8
E23	ZBN20001220.1300.0037-E9
E19	ZBN20001220.1300.0037-E10
E20	ZBN20001220.1300.0037-E11
E21	ZBN20001220.1300.0037-E12
E1	ZBN20001220.1300.0037-E13
E2	ZBN20001220.1300.0037-E14
E3	ZBN20001220.1300.0037-E15
E4	ZBN20001220.1300.0037-E16
E5	ZBN20001220.1300.0037-E17
E6	ZBN20001220.1300.0037-E18
E7	ZBN20001220.1300.0037-E19
E8	ZBN20001220.1300.0037-E20
EM1	ZBN20001220.1300.0037-E13-1
EM24	ZBN20001220.1300.0037-E13-2
EM25	ZBN20001220.1300.0037-E13-3
EM26	ZBN20001220.1300.0037-E13-4
EM27	ZBN20001220.1300.0037-E1-5
EM29	ZBN20001220.1300.0037-E1-6
EM28	ZBN20001220.1300.0037-E2-7
EM30	ZBN20001220.1300.0037-E1-8
EM31	ZBN20001220.1300.0037-E13-9
EM32	ZBN20001220.1300.0037-E13-10
EM33	ZBN20001220.1300.0037-E13-11
EM34	ZBN20001220.1300.0037-E13-12
EM35	ZBN20001220.1300.0037-E13-13
EM36	ZBN20001220.1300.0037-E1-14
EM37	ZBN20001220.1300.0037-E13-15
EM38	ZBN20001220.1300.0037-E13-16
EM39	ZBN20001220.1300.0037-E13-17
EM40	ZBN20001220.1300.0037-E13-18
EM41	ZBN20001220.1300.0037-E13-19
EM3	ZBN20001220.1300.0037-E3-20
EM42	ZBN20001220.1300.0037-E1-21
EM43	ZBN20001220.1300.0037-E13-22
EM44	ZBN20001220.1300.0037-E13-23
EM45	ZBN20001220.1300.0037-E13-24
EM46	ZBN20001220.1300.0037-E20-25
EM47	ZBN20001220.1300.0037-E4-26
EM48	ZBN20001220.1300.0037-E5-27
EM51	ZBN20001220.1300.0037-E5-28
EM49	ZBN20001220.1300.0037-E6-29
EM50	ZBN20001220.1300.0037-E13-30
EM52	ZBN20001220.1300.0037-E13-31
EM10	ZBN20001220.1300.0037-E9-32
EM53	ZBN20001220.1300.0037-E5-33
EM54	ZBN20001220.1300.0037-E7-34
EM55	ZBN20001220.1300.0037-E8-35
EM56	ZBN20001220.1300.0037-E18-36
EM57	ZBN20001220.1300.0037-E13-37
EM58	ZBN20001220.1300.0037-E5-38
EM59	ZBN20001220.1300.0037-E7-39
EM61	ZBN20001220.1300.0037-E10-40
EM60	ZBN20001220.1300.0037-E13-41
EM62	ZBN20001220.1300.0037-E13-42
EM63	ZBN20001220.1300.0037-E11-43
EM64	ZBN20001220.1300.0037-E5-44
EM65	ZBN20001220.1300.0037-E13-45
EM66	ZBN20001220.1300.0037-E12-46
EM67	ZBN20001220.1300.0037-E13-47
EM68	ZBN20001220.1300.0037-E13-48
EM69	ZBN20001220.1300.0037-E20-49
EM70	ZBN20001220.1300.0037-E15-50
EM71	ZBN20001220.1300.0037-E20-51
EM72	ZBN20001220.1300.0037-E13-52
EM73	ZBN20001220.1300.0037-E20-53
EM74	ZBN20001220.1300.0037-E13-54
EM2	ZBN20001220.1300.0037-E13-55
EM4	ZBN20001220.1300.0037-E13-56
EM5	ZBN20001220.1300.0037-E14-57
EM6	ZBN20001220.1300.0037-E13-58
EM7	ZBN20001220.1300.0037-E15-59
EM8	ZBN20001220.1300.0037-E15-60
EM9	ZBN20001220.1300.0037-E16-61
