CE12	XIN20001016.2000.0150-CE1
CE14	XIN20001016.2000.0150-CE2
CE15	XIN20001016.2000.0150-CE3
CE16	XIN20001016.2000.0150-CE4
CE17	XIN20001016.2000.0150-CE5
CE18	XIN20001016.2000.0150-CE6
CE19	XIN20001016.2000.0150-CE7
CE20	XIN20001016.2000.0150-CE8
CE21	XIN20001016.2000.0150-CE9
CE22	XIN20001016.2000.0150-CE10
CE1	XIN20001016.2000.0150-CE11
CE2	XIN20001016.2000.0150-CE12
CE3	XIN20001016.2000.0150-CE13
CE5	XIN20001016.2000.0150-CE14
CE13	XIN20001016.2000.0150-CE15
CE4	XIN20001016.2000.0150-CE16
CE6	XIN20001016.2000.0150-CE17
CE7	XIN20001016.2000.0150-CE18
CE8	XIN20001016.2000.0150-CE19
CE9	XIN20001016.2000.0150-CE20
CE10	XIN20001016.2000.0150-CE21
CE11	XIN20001016.2000.0150-CE22
E14	XIN20001016.2000.0150-E1
E15	XIN20001016.2000.0150-E2
E16	XIN20001016.2000.0150-E3
E17	XIN20001016.2000.0150-E4
E18	XIN20001016.2000.0150-E5
E19	XIN20001016.2000.0150-E6
E22	XIN20001016.2000.0150-E7
E23	XIN20001016.2000.0150-E8
E24	XIN20001016.2000.0150-E9
E25	XIN20001016.2000.0150-E10
E1	XIN20001016.2000.0150-E11
E2	XIN20001016.2000.0150-E12
E3	XIN20001016.2000.0150-E13
E4	XIN20001016.2000.0150-E14
E5	XIN20001016.2000.0150-E15
E6	XIN20001016.2000.0150-E16
E26	XIN20001016.2000.0150-E17
E8	XIN20001016.2000.0150-E18
E9	XIN20001016.2000.0150-E19
E10	XIN20001016.2000.0150-E20
E11	XIN20001016.2000.0150-E21
E12	XIN20001016.2000.0150-E22
E13	XIN20001016.2000.0150-E23
EM16	XIN20001016.2000.0150-E1-1
EM17	XIN20001016.2000.0150-E15-2
EM18	XIN20001016.2000.0150-E23-3
EM19	XIN20001016.2000.0150-E18-4
EM20	XIN20001016.2000.0150-E16-5
EM21	XIN20001016.2000.0150-E2-6
EM22	XIN20001016.2000.0150-E3-7
EM7	XIN20001016.2000.0150-E17-8
EM24	XIN20001016.2000.0150-E4-9
EM25	XIN20001016.2000.0150-E5-10
EM26	XIN20001016.2000.0150-E4-11
EM27	XIN20001016.2000.0150-E18-12
EM28	XIN20001016.2000.0150-E4-13
EM29	XIN20001016.2000.0150-E6-14
EM30	XIN20001016.2000.0150-E6-15
EM31	XIN20001016.2000.0150-E21-16
EM32	XIN20001016.2000.0150-E7-17
EM33	XIN20001016.2000.0150-E16-18
EM34	XIN20001016.2000.0150-E8-19
EM35	XIN20001016.2000.0150-E9-20
EM36	XIN20001016.2000.0150-E18-21
EM37	XIN20001016.2000.0150-E10-22
EM1	XIN20001016.2000.0150-E11-23
EM2	XIN20001016.2000.0150-E12-24
EM3	XIN20001016.2000.0150-E13-25
EM4	XIN20001016.2000.0150-E14-26
EM5	XIN20001016.2000.0150-E13-27
EM6	XIN20001016.2000.0150-E15-28
EM23	XIN20001016.2000.0150-E17-29
EM8	XIN20001016.2000.0150-E18-30
EM9	XIN20001016.2000.0150-E18-31
EM10	XIN20001016.2000.0150-E19-32
EM11	XIN20001016.2000.0150-E20-33
EM12	XIN20001016.2000.0150-E21-34
EM13	XIN20001016.2000.0150-E22-35
EM14	XIN20001016.2000.0150-E23-36
EM15	XIN20001016.2000.0150-E18-37
R6	XIN20001016.2000.0150-R1
R7	XIN20001016.2000.0150-R2
R1	XIN20001016.2000.0150-R3
R2	XIN20001016.2000.0150-R4
R4	XIN20001016.2000.0150-R5
R5	XIN20001016.2000.0150-R6
RM6	XIN20001016.2000.0150-R1-1
RM7	XIN20001016.2000.0150-R2-1
RM1	XIN20001016.2000.0150-R3-1
RM2	XIN20001016.2000.0150-R4-1
RM4	XIN20001016.2000.0150-R5-1
RM5	XIN20001016.2000.0150-R5-2
Q9	XIN20001016.2000.0150-T1
Q1	XIN20001016.2000.0150-T2
Q2	XIN20001016.2000.0150-T3
Q3	XIN20001016.2000.0150-T4
Q4	XIN20001016.2000.0150-T5
Q5	XIN20001016.2000.0150-T6
Q6	XIN20001016.2000.0150-T7
Q7	XIN20001016.2000.0150-V1
Q8	XIN20001016.2000.0150-T8
Q11	XIN20001016.2000.0150-T9
Q10	XIN20001016.2000.0150-T10
QM7	XIN20001016.2000.0150-V1-1
