CE14	XIN20001012.0800.0081-CE1
CE15	XIN20001012.0800.0081-CE2
CE17	XIN20001012.0800.0081-CE3
CE16	XIN20001012.0800.0081-CE4
CE18	XIN20001012.0800.0081-CE5
CE19	XIN20001012.0800.0081-CE6
CE13	XIN20001012.0800.0081-CE7
CE20	XIN20001012.0800.0081-CE8
CE1	XIN20001012.0800.0081-CE9
CE2	XIN20001012.0800.0081-CE10
CE3	XIN20001012.0800.0081-CE11
CE5	XIN20001012.0800.0081-CE12
CE6	XIN20001012.0800.0081-CE13
CE4	XIN20001012.0800.0081-CE14
CE7	XIN20001012.0800.0081-CE15
CE8	XIN20001012.0800.0081-CE16
CE9	XIN20001012.0800.0081-CE17
CE10	XIN20001012.0800.0081-CE18
CE11	XIN20001012.0800.0081-CE19
CE12	XIN20001012.0800.0081-CE20
E14	XIN20001012.0800.0081-E1
E15	XIN20001012.0800.0081-E2
E16	XIN20001012.0800.0081-E3
E17	XIN20001012.0800.0081-E4
E18	XIN20001012.0800.0081-E5
E19	XIN20001012.0800.0081-E6
E20	XIN20001012.0800.0081-E7
E21	XIN20001012.0800.0081-E8
E22	XIN20001012.0800.0081-E9
E23	XIN20001012.0800.0081-E10
E1	XIN20001012.0800.0081-E11
E2	XIN20001012.0800.0081-E12
E3	XIN20001012.0800.0081-E13
E4	XIN20001012.0800.0081-E14
E5	XIN20001012.0800.0081-E15
E6	XIN20001012.0800.0081-E16
E7	XIN20001012.0800.0081-E17
E8	XIN20001012.0800.0081-E18
E9	XIN20001012.0800.0081-E19
E10	XIN20001012.0800.0081-E20
E11	XIN20001012.0800.0081-E21
E12	XIN20001012.0800.0081-E22
E13	XIN20001012.0800.0081-E23
EM1	XIN20001012.0800.0081-E11-1
EM18	XIN20001012.0800.0081-E17-2
EM19	XIN20001012.0800.0081-E17-3
EM20	XIN20001012.0800.0081-E17-4
EM21	XIN20001012.0800.0081-E17-5
EM22	XIN20001012.0800.0081-E17-6
EM25	XIN20001012.0800.0081-E17-7
EM26	XIN20001012.0800.0081-E1-8
EM27	XIN20001012.0800.0081-E2-9
EM28	XIN20001012.0800.0081-E17-10
EM29	XIN20001012.0800.0081-E4-11
EM31	XIN20001012.0800.0081-E5-12
EM32	XIN20001012.0800.0081-E6-13
EM37	XIN20001012.0800.0081-E6-14
EM33	XIN20001012.0800.0081-E7-15
EM35	XIN20001012.0800.0081-E8-16
EM36	XIN20001012.0800.0081-E3-17
EM34	XIN20001012.0800.0081-E5-18
EM39	XIN20001012.0800.0081-E3-19
EM40	XIN20001012.0800.0081-E3-20
EM23	XIN20001012.0800.0081-E17-21
EM24	XIN20001012.0800.0081-E9-22
EM30	XIN20001012.0800.0081-E3-23
EM38	XIN20001012.0800.0081-E10-24
EM2	XIN20001012.0800.0081-E12-25
EM3	XIN20001012.0800.0081-E13-26
EM5	XIN20001012.0800.0081-E13-27
EM4	XIN20001012.0800.0081-E14-28
EM8	XIN20001012.0800.0081-E12-29
EM9	XIN20001012.0800.0081-E15-30
EM10	XIN20001012.0800.0081-E16-31
EM6	XIN20001012.0800.0081-E17-32
EM7	XIN20001012.0800.0081-E17-33
EM11	XIN20001012.0800.0081-E18-34
EM12	XIN20001012.0800.0081-E19-35
EM13	XIN20001012.0800.0081-E20-36
EM14	XIN20001012.0800.0081-E21-37
EM15	XIN20001012.0800.0081-E22-38
EM16	XIN20001012.0800.0081-E23-39
EM17	XIN20001012.0800.0081-E17-40
R2	XIN20001012.0800.0081-R1
R3	XIN20001012.0800.0081-R2
R4	XIN20001012.0800.0081-R3
R1	XIN20001012.0800.0081-R4
RM1	XIN20001012.0800.0081-R4-1
RM2	XIN20001012.0800.0081-R1-1
RM3	XIN20001012.0800.0081-R2-1
RM4	XIN20001012.0800.0081-R3-1
V1	XIN20001012.0800.0081-EV1
VM1	XIN20001012.0800.0081-EV1-1
Q12	XIN20001012.0800.0081-T1
Q1	XIN20001012.0800.0081-T2
Q2	XIN20001012.0800.0081-T3
Q5	XIN20001012.0800.0081-T4
Q6	XIN20001012.0800.0081-T5
Q7	XIN20001012.0800.0081-T6
Q8	XIN20001012.0800.0081-T7
Q10	XIN20001012.0800.0081-T8
Q11	XIN20001012.0800.0081-T9
Q13	XIN20001012.0800.0081-T10
Q9	XIN20001012.0800.0081-T11
Q3	XIN20001012.0800.0081-T12
Q4	XIN20001012.0800.0081-T13
