CE11	XIN20001206.0800.0074-CE1
CE16	XIN20001206.0800.0074-CE2
CE15	XIN20001206.0800.0074-CE3
CE14	XIN20001206.0800.0074-CE4
CE13	XIN20001206.0800.0074-CE5
CE1	XIN20001206.0800.0074-CE6
CE20	XIN20001206.0800.0074-CE7
CE21	XIN20001206.0800.0074-CE8
CE22	XIN20001206.0800.0074-CE9
CE23	XIN20001206.0800.0074-CE10
CE24	XIN20001206.0800.0074-CE11
CE8	XIN20001206.0800.0074-CE12
CE19	XIN20001206.0800.0074-CE13
CE17	XIN20001206.0800.0074-CE14
CE18	XIN20001206.0800.0074-CE15
CE2	XIN20001206.0800.0074-CE16
CE3	XIN20001206.0800.0074-CE17
CE4	XIN20001206.0800.0074-CE18
CE5	XIN20001206.0800.0074-CE19
CE6	XIN20001206.0800.0074-CE20
CE7	XIN20001206.0800.0074-CE21
CE9	XIN20001206.0800.0074-CE22
CE10	XIN20001206.0800.0074-CE23
CE12	XIN20001206.0800.0074-CE24
E14	XIN20001206.0800.0074-E1
E16	XIN20001206.0800.0074-E2
E17	XIN20001206.0800.0074-E3
E18	XIN20001206.0800.0074-E4
E19	XIN20001206.0800.0074-E5
E23	XIN20001206.0800.0074-E6
E25	XIN20001206.0800.0074-E7
E26	XIN20001206.0800.0074-E8
E27	XIN20001206.0800.0074-E9
E28	XIN20001206.0800.0074-E10
E29	XIN20001206.0800.0074-E11
E30	XIN20001206.0800.0074-E12
E31	XIN20001206.0800.0074-E13
E39	XIN20001206.0800.0074-E14
E40	XIN20001206.0800.0074-E15
E1	XIN20001206.0800.0074-E16
E2	XIN20001206.0800.0074-E17
E3	XIN20001206.0800.0074-E18
E4	XIN20001206.0800.0074-E19
E5	XIN20001206.0800.0074-E20
E6	XIN20001206.0800.0074-E21
E8	XIN20001206.0800.0074-E22
E10	XIN20001206.0800.0074-E23
E11	XIN20001206.0800.0074-E24
E12	XIN20001206.0800.0074-E25
EM17	XIN20001206.0800.0074-E25-1
EM31	XIN20001206.0800.0074-E15-2
EM20	XIN20001206.0800.0074-E25-3
EM18	XIN20001206.0800.0074-E22-4
EM21	XIN20001206.0800.0074-E2-5
EM22	XIN20001206.0800.0074-E22-6
EM23	XIN20001206.0800.0074-E3-7
EM24	XIN20001206.0800.0074-E4-8
EM25	XIN20001206.0800.0074-E5-9
EM29	XIN20001206.0800.0074-E2-10
EM33	XIN20001206.0800.0074-E6-11
EM34	XIN20001206.0800.0074-E2-12
EM39	XIN20001206.0800.0074-E22-13
EM40	XIN20001206.0800.0074-E7-14
EM41	XIN20001206.0800.0074-E22-15
EM42	XIN20001206.0800.0074-E3-16
EM36	XIN20001206.0800.0074-E14-17
EM43	XIN20001206.0800.0074-E8-18
EM44	XIN20001206.0800.0074-E9-19
EM45	XIN20001206.0800.0074-E10-20
EM12	XIN20001206.0800.0074-E11-21
EM37	XIN20001206.0800.0074-E15-22
EM1	XIN20001206.0800.0074-E16-23
EM15	XIN20001206.0800.0074-E22-24
EM28	XIN20001206.0800.0074-E12-25
EM32	XIN20001206.0800.0074-E13-26
EM26	XIN20001206.0800.0074-E14-27
EM27	XIN20001206.0800.0074-E15-28
EM7	XIN20001206.0800.0074-E18-29
EM38	XIN20001206.0800.0074-E6-30
EM2	XIN20001206.0800.0074-E17-31
EM3	XIN20001206.0800.0074-E18-32
EM35	XIN20001206.0800.0074-E22-33
EM4	XIN20001206.0800.0074-E19-34
EM5	XIN20001206.0800.0074-E20-35
EM6	XIN20001206.0800.0074-E21-36
EM8	XIN20001206.0800.0074-E22-37
EM9	XIN20001206.0800.0074-E22-38
EM10	XIN20001206.0800.0074-E22-39
EM13	XIN20001206.0800.0074-E22-40
EM14	XIN20001206.0800.0074-E23-41
EM16	XIN20001206.0800.0074-E24-42
EM11	XIN20001206.0800.0074-E22-43
EM30	XIN20001206.0800.0074-E14-44
EM19	XIN20001206.0800.0074-E1-45
R6	XIN20001206.0800.0074-R1
R7	XIN20001206.0800.0074-R2
R8	XIN20001206.0800.0074-R3
R9	XIN20001206.0800.0074-R4
R1	XIN20001206.0800.0074-R5
R2	XIN20001206.0800.0074-R6
R4	XIN20001206.0800.0074-R7
R5	XIN20001206.0800.0074-R8
R11	XIN20001206.0800.0074-R9
R10	XIN20001206.0800.0074-R10
R3	XIN20001206.0800.0074-R11
RM6	XIN20001206.0800.0074-R2-1
RM7	XIN20001206.0800.0074-R3-1
RM8	XIN20001206.0800.0074-R4-1
RM1	XIN20001206.0800.0074-R5-1
RM2	XIN20001206.0800.0074-R6-1
RM4	XIN20001206.0800.0074-R7-1
RM5	XIN20001206.0800.0074-R8-1
RM11	XIN20001206.0800.0074-R9-1
RM10	XIN20001206.0800.0074-R10-1
RM3	XIN20001206.0800.0074-R11-1
RM9	XIN20001206.0800.0074-R9-2
V1	XIN20001206.0800.0074-EV1
VM1	XIN20001206.0800.0074-EV1-1
Q1	XIN20001206.0800.0074-T1
Q2	XIN20001206.0800.0074-T2
Q3	XIN20001206.0800.0074-T3
Q4	XIN20001206.0800.0074-T4
Q5	XIN20001206.0800.0074-T5
Q6	XIN20001206.0800.0074-T6
Q7	XIN20001206.0800.0074-T7
Q8	XIN20001206.0800.0074-T8
Q9	XIN20001206.0800.0074-T9
Q10	XIN20001206.0800.0074-T10
