CE11	XIN20001031.0800.0094-CE1
CE12	XIN20001031.0800.0094-CE2
CE13	XIN20001031.0800.0094-CE3
CE14	XIN20001031.0800.0094-CE4
CE16	XIN20001031.0800.0094-CE5
CE17	XIN20001031.0800.0094-CE6
CE15	XIN20001031.0800.0094-CE7
CE18	XIN20001031.0800.0094-CE8
CE19	XIN20001031.0800.0094-CE9
CE10	XIN20001031.0800.0094-CE10
CE20	XIN20001031.0800.0094-CE11
CE22	XIN20001031.0800.0094-CE12
CE23	XIN20001031.0800.0094-CE13
CE24	XIN20001031.0800.0094-CE14
CE21	XIN20001031.0800.0094-CE15
CE25	XIN20001031.0800.0094-CE16
CE26	XIN20001031.0800.0094-CE17
CE27	XIN20001031.0800.0094-CE18
CE28	XIN20001031.0800.0094-CE19
CE1	XIN20001031.0800.0094-CE20
CE2	XIN20001031.0800.0094-CE21
CE3	XIN20001031.0800.0094-CE22
CE4	XIN20001031.0800.0094-CE23
CE6	XIN20001031.0800.0094-CE24
CE5	XIN20001031.0800.0094-CE25
CE8	XIN20001031.0800.0094-CE26
CE7	XIN20001031.0800.0094-CE27
CE9	XIN20001031.0800.0094-CE28
E13	XIN20001031.0800.0094-E1
E14	XIN20001031.0800.0094-E2
E15	XIN20001031.0800.0094-E3
E16	XIN20001031.0800.0094-E4
E17	XIN20001031.0800.0094-E5
E18	XIN20001031.0800.0094-E6
E19	XIN20001031.0800.0094-E7
E20	XIN20001031.0800.0094-E8
E21	XIN20001031.0800.0094-E9
E22	XIN20001031.0800.0094-E10
E23	XIN20001031.0800.0094-E11
E24	XIN20001031.0800.0094-E12
E25	XIN20001031.0800.0094-E13
E26	XIN20001031.0800.0094-E14
E27	XIN20001031.0800.0094-E15
E28	XIN20001031.0800.0094-E16
E29	XIN20001031.0800.0094-E17
E30	XIN20001031.0800.0094-E18
E31	XIN20001031.0800.0094-E19
E32	XIN20001031.0800.0094-E20
E1	XIN20001031.0800.0094-E21
E35	XIN20001031.0800.0094-E22
E2	XIN20001031.0800.0094-E23
E3	XIN20001031.0800.0094-E24
E4	XIN20001031.0800.0094-E25
E5	XIN20001031.0800.0094-E26
E6	XIN20001031.0800.0094-E27
E33	XIN20001031.0800.0094-E28
E8	XIN20001031.0800.0094-E29
E9	XIN20001031.0800.0094-E30
E10	XIN20001031.0800.0094-E31
E11	XIN20001031.0800.0094-E32
EM1	XIN20001031.0800.0094-E21-1
EM18	XIN20001031.0800.0094-E1-2
EM22	XIN20001031.0800.0094-E26-3
EM23	XIN20001031.0800.0094-E31-4
EM24	XIN20001031.0800.0094-E31-5
EM25	XIN20001031.0800.0094-E26-6
EM27	XIN20001031.0800.0094-E2-7
EM28	XIN20001031.0800.0094-E26-8
EM29	XIN20001031.0800.0094-E3-9
EM30	XIN20001031.0800.0094-E4-10
EM31	XIN20001031.0800.0094-E31-11
EM32	XIN20001031.0800.0094-E26-12
EM33	XIN20001031.0800.0094-E26-13
EM34	XIN20001031.0800.0094-E30-14
EM35	XIN20001031.0800.0094-E26-15
EM36	XIN20001031.0800.0094-E31-16
EM37	XIN20001031.0800.0094-E5-17
EM39	XIN20001031.0800.0094-E23-18
EM40	XIN20001031.0800.0094-E6-19
EM41	XIN20001031.0800.0094-E7-20
EM38	XIN20001031.0800.0094-E8-21
EM42	XIN20001031.0800.0094-E9-22
EM43	XIN20001031.0800.0094-E10-23
EM44	XIN20001031.0800.0094-E11-24
EM19	XIN20001031.0800.0094-E11-25
EM46	XIN20001031.0800.0094-E32-26
EM45	XIN20001031.0800.0094-E31-27
EM47	XIN20001031.0800.0094-E12-28
EM49	XIN20001031.0800.0094-E13-29
EM50	XIN20001031.0800.0094-E14-30
EM51	XIN20001031.0800.0094-E23-31
EM52	XIN20001031.0800.0094-E15-32
EM53	XIN20001031.0800.0094-E23-33
EM48	XIN20001031.0800.0094-E16-34
EM26	XIN20001031.0800.0094-E22-35
EM54	XIN20001031.0800.0094-E17-36
EM55	XIN20001031.0800.0094-E31-37
EM56	XIN20001031.0800.0094-E18-38
EM57	XIN20001031.0800.0094-E19-39
EM58	XIN20001031.0800.0094-E20-40
EM59	XIN20001031.0800.0094-E18-41
EM60	XIN20001031.0800.0094-E26-42
EM2	XIN20001031.0800.0094-E23-43
EM3	XIN20001031.0800.0094-E24-44
EM5	XIN20001031.0800.0094-E24-45
EM4	XIN20001031.0800.0094-E25-46
EM6	XIN20001031.0800.0094-E26-47
EM9	XIN20001031.0800.0094-E26-48
EM10	XIN20001031.0800.0094-E27-49
EM14	XIN20001031.0800.0094-E28-50
EM7	XIN20001031.0800.0094-E29-51
EM8	XIN20001031.0800.0094-E30-52
EM61	XIN20001031.0800.0094-E32-53
EM12	XIN20001031.0800.0094-E31-54
EM13	XIN20001031.0800.0094-E31-55
EM15	XIN20001031.0800.0094-E23-56
EM17	XIN20001031.0800.0094-E31-57
EM11	XIN20001031.0800.0094-E26-58
EM20	XIN20001031.0800.0094-E28-59
EM21	XIN20001031.0800.0094-E28-60
R19	XIN20001031.0800.0094-R1
R1	XIN20001031.0800.0094-R2
R2	XIN20001031.0800.0094-R3
R3	XIN20001031.0800.0094-R4
R7	XIN20001031.0800.0094-R5
R20	XIN20001031.0800.0094-R6
R8	XIN20001031.0800.0094-R7
R14	XIN20001031.0800.0094-R8
R15	XIN20001031.0800.0094-R9
R16	XIN20001031.0800.0094-R10
R17	XIN20001031.0800.0094-R11
R18	XIN20001031.0800.0094-R12
R6	XIN20001031.0800.0094-R13
R9	XIN20001031.0800.0094-R14
R10	XIN20001031.0800.0094-R15
R11	XIN20001031.0800.0094-R16
R12	XIN20001031.0800.0094-R17
R13	XIN20001031.0800.0094-R18
RM1	XIN20001031.0800.0094-R2-1
RM2	XIN20001031.0800.0094-R3-1
RM3	XIN20001031.0800.0094-R4-1
RM6	XIN20001031.0800.0094-R5-1
RM19	XIN20001031.0800.0094-R6-1
RM7	XIN20001031.0800.0094-R7-1
RM13	XIN20001031.0800.0094-R8-1
RM14	XIN20001031.0800.0094-R9-1
RM15	XIN20001031.0800.0094-R10-1
RM16	XIN20001031.0800.0094-R11-1
RM17	XIN20001031.0800.0094-R12-1
RM4	XIN20001031.0800.0094-R13-1
RM8	XIN20001031.0800.0094-R14-1
