CE8	XIN20001222.0800.0090-CE1
CE7	XIN20001222.0800.0090-CE2
CE5	XIN20001222.0800.0090-CE3
CE3	XIN20001222.0800.0090-CE4
CE4	XIN20001222.0800.0090-CE5
CE1	XIN20001222.0800.0090-CE6
CE2	XIN20001222.0800.0090-CE7
CE6	XIN20001222.0800.0090-CE8
E10	XIN20001222.0800.0090-E1
E12	XIN20001222.0800.0090-E2
E13	XIN20001222.0800.0090-E3
E14	XIN20001222.0800.0090-E4
E1	XIN20001222.0800.0090-E5
E3	XIN20001222.0800.0090-E6
E4	XIN20001222.0800.0090-E7
E5	XIN20001222.0800.0090-E8
E6	XIN20001222.0800.0090-E9
E7	XIN20001222.0800.0090-E10
E8	XIN20001222.0800.0090-E11
EM19	XIN20001222.0800.0090-E1-1
EM6	XIN20001222.0800.0090-E2-2
EM14	XIN20001222.0800.0090-E3-3
EM8	XIN20001222.0800.0090-E4-4
EM1	XIN20001222.0800.0090-E7-5
EM2	XIN20001222.0800.0090-E8-6
EM3	XIN20001222.0800.0090-E5-7
EM5	XIN20001222.0800.0090-E5-8
EM4	XIN20001222.0800.0090-E9-9
EM7	XIN20001222.0800.0090-E6-10
EM9	XIN20001222.0800.0090-E5-11
EM10	XIN20001222.0800.0090-E10-12
EM11	XIN20001222.0800.0090-E5-13
EM12	XIN20001222.0800.0090-E10-14
EM13	XIN20001222.0800.0090-E11-15
EM15	XIN20001222.0800.0090-E5-16
EM16	XIN20001222.0800.0090-E5-17
EM17	XIN20001222.0800.0090-E10-18
EM18	XIN20001222.0800.0090-E5-19
R1	XIN20001222.0800.0090-R1
R3	XIN20001222.0800.0090-R2
R4	XIN20001222.0800.0090-R3
RM1	XIN20001222.0800.0090-R1-1
RM3	XIN20001222.0800.0090-R2-1
RM4	XIN20001222.0800.0090-R3-1
Q2	XIN20001222.0800.0090-T1
Q3	XIN20001222.0800.0090-T2
Q4	XIN20001222.0800.0090-T3
Q5	XIN20001222.0800.0090-T4
Q6	XIN20001222.0800.0090-T5
Q7	XIN20001222.0800.0090-T6
Q8	XIN20001222.0800.0090-T7
Q9	XIN20001222.0800.0090-T8
Q10	XIN20001222.0800.0090-T9
Q11	XIN20001222.0800.0090-T10
Q1	XIN20001222.0800.0090-T11
