CE5	ZBN20001205.0400.0014-CE1
CE7	ZBN20001205.0400.0014-CE2
CE9	ZBN20001205.0400.0014-CE3
CE18	ZBN20001205.0400.0014-CE4
CE11	ZBN20001205.0400.0014-CE5
CE10	ZBN20001205.0400.0014-CE6
CE12	ZBN20001205.0400.0014-CE7
CE13	ZBN20001205.0400.0014-CE8
CE14	ZBN20001205.0400.0014-CE9
CE15	ZBN20001205.0400.0014-CE10
CE16	ZBN20001205.0400.0014-CE11
CE17	ZBN20001205.0400.0014-CE12
CE19	ZBN20001205.0400.0014-CE13
CE20	ZBN20001205.0400.0014-CE14
CE21	ZBN20001205.0400.0014-CE15
CE23	ZBN20001205.0400.0014-CE16
CE22	ZBN20001205.0400.0014-CE17
CE24	ZBN20001205.0400.0014-CE18
CE1	ZBN20001205.0400.0014-CE19
CE2	ZBN20001205.0400.0014-CE20
CE4	ZBN20001205.0400.0014-CE21
CE3	ZBN20001205.0400.0014-CE22
CE6	ZBN20001205.0400.0014-CE23
CE8	ZBN20001205.0400.0014-CE24
E12	ZBN20001205.0400.0014-E1
E13	ZBN20001205.0400.0014-E2
E14	ZBN20001205.0400.0014-E3
E15	ZBN20001205.0400.0014-E4
E16	ZBN20001205.0400.0014-E5
E17	ZBN20001205.0400.0014-E6
E18	ZBN20001205.0400.0014-E7
E19	ZBN20001205.0400.0014-E8
E20	ZBN20001205.0400.0014-E9
E21	ZBN20001205.0400.0014-E10
E22	ZBN20001205.0400.0014-E11
E23	ZBN20001205.0400.0014-E12
E24	ZBN20001205.0400.0014-E13
E25	ZBN20001205.0400.0014-E14
E26	ZBN20001205.0400.0014-E15
E27	ZBN20001205.0400.0014-E16
E32	ZBN20001205.0400.0014-E17
E33	ZBN20001205.0400.0014-E18
E34	ZBN20001205.0400.0014-E19
E3	ZBN20001205.0400.0014-E20
E4	ZBN20001205.0400.0014-E21
E5	ZBN20001205.0400.0014-E22
E6	ZBN20001205.0400.0014-E23
E7	ZBN20001205.0400.0014-E24
