CE5	ZBN20001106.0400.0026-CE1
CE6	ZBN20001106.0400.0026-CE2
CE7	ZBN20001106.0400.0026-CE3
CE8	ZBN20001106.0400.0026-CE4
CE9	ZBN20001106.0400.0026-CE5
CE10	ZBN20001106.0400.0026-CE6
CE11	ZBN20001106.0400.0026-CE7
CE12	ZBN20001106.0400.0026-CE8
CE1	ZBN20001106.0400.0026-CE9
CE13	ZBN20001106.0400.0026-CE10
CE14	ZBN20001106.0400.0026-CE11
CE15	ZBN20001106.0400.0026-CE12
CE16	ZBN20001106.0400.0026-CE13
CE17	ZBN20001106.0400.0026-CE14
CE18	ZBN20001106.0400.0026-CE15
CE19	ZBN20001106.0400.0026-CE16
CE20	ZBN20001106.0400.0026-CE17
CE2	ZBN20001106.0400.0026-CE18
CE3	ZBN20001106.0400.0026-CE19
CE4	ZBN20001106.0400.0026-CE20
E37	ZBN20001106.0400.0026-E1
E9	ZBN20001106.0400.0026-E2
E10	ZBN20001106.0400.0026-E3
E11	ZBN20001106.0400.0026-E4
E12	ZBN20001106.0400.0026-E5
E13	ZBN20001106.0400.0026-E6
E1	ZBN20001106.0400.0026-E7
E14	ZBN20001106.0400.0026-E8
E15	ZBN20001106.0400.0026-E9
E16	ZBN20001106.0400.0026-E10
E17	ZBN20001106.0400.0026-E11
E18	ZBN20001106.0400.0026-E12
E19	ZBN20001106.0400.0026-E13
E20	ZBN20001106.0400.0026-E14
E21	ZBN20001106.0400.0026-E15
E22	ZBN20001106.0400.0026-E16
E24	ZBN20001106.0400.0026-E17
E25	ZBN20001106.0400.0026-E18
E26	ZBN20001106.0400.0026-E19
E27	ZBN20001106.0400.0026-E20
E28	ZBN20001106.0400.0026-E21
E29	ZBN20001106.0400.0026-E22
E30	ZBN20001106.0400.0026-E23
E31	ZBN20001106.0400.0026-E24
E32	ZBN20001106.0400.0026-E25
E34	ZBN20001106.0400.0026-E26
E2	ZBN20001106.0400.0026-E27
E3	ZBN20001106.0400.0026-E28
E36	ZBN20001106.0400.0026-E29
E5	ZBN20001106.0400.0026-E30
E6	ZBN20001106.0400.0026-E31
E7	ZBN20001106.0400.0026-E32
E8	ZBN20001106.0400.0026-E33
EM1	ZBN20001106.0400.0026-E7-1
EM15	ZBN20001106.0400.0026-E30-2
EM92	ZBN20001106.0400.0026-E28-3
EM16	ZBN20001106.0400.0026-E7-4
EM17	ZBN20001106.0400.0026-E28-5
EM89	ZBN20001106.0400.0026-E1-6
EM18	ZBN20001106.0400.0026-E28-7
EM19	ZBN20001106.0400.0026-E7-8
EM20	ZBN20001106.0400.0026-E33-9
EM21	ZBN20001106.0400.0026-E7-10
EM22	ZBN20001106.0400.0026-E28-11
EM23	ZBN20001106.0400.0026-E7-12
EM24	ZBN20001106.0400.0026-E2-13
EM25	ZBN20001106.0400.0026-E30-14
EM26	ZBN20001106.0400.0026-E7-15
EM27	ZBN20001106.0400.0026-E7-16
EM31	ZBN20001106.0400.0026-E7-17
EM45	ZBN20001106.0400.0026-E7-18
EM48	ZBN20001106.0400.0026-E7-19
EM50	ZBN20001106.0400.0026-E7-20
EM51	ZBN20001106.0400.0026-E3-21
EM52	ZBN20001106.0400.0026-E4-22
EM53	ZBN20001106.0400.0026-E7-23
EM56	ZBN20001106.0400.0026-E7-24
EM57	ZBN20001106.0400.0026-E7-25
EM60	ZBN20001106.0400.0026-E7-26
EM68	ZBN20001106.0400.0026-E7-27
EM75	ZBN20001106.0400.0026-E7-28
EM76	ZBN20001106.0400.0026-E7-29
EM78	ZBN20001106.0400.0026-E7-30
EM80	ZBN20001106.0400.0026-E7-31
