CE13	XIN20001228.0200.0038-CE1
CE6	XIN20001228.0200.0038-CE2
CE15	XIN20001228.0200.0038-CE3
CE14	XIN20001228.0200.0038-CE4
CE16	XIN20001228.0200.0038-CE5
CE1	XIN20001228.0200.0038-CE6
CE2	XIN20001228.0200.0038-CE7
CE3	XIN20001228.0200.0038-CE8
CE4	XIN20001228.0200.0038-CE9
CE5	XIN20001228.0200.0038-CE10
CE12	XIN20001228.0200.0038-CE11
CE8	XIN20001228.0200.0038-CE12
CE7	XIN20001228.0200.0038-CE13
CE9	XIN20001228.0200.0038-CE14
CE10	XIN20001228.0200.0038-CE15
CE11	XIN20001228.0200.0038-CE16
E14	XIN20001228.0200.0038-E1
E15	XIN20001228.0200.0038-E2
E16	XIN20001228.0200.0038-E3
E17	XIN20001228.0200.0038-E4
E1	XIN20001228.0200.0038-E5
E18	XIN20001228.0200.0038-E6
E2	XIN20001228.0200.0038-E7
E3	XIN20001228.0200.0038-E8
E4	XIN20001228.0200.0038-E9
E5	XIN20001228.0200.0038-E10
E6	XIN20001228.0200.0038-E11
E7	XIN20001228.0200.0038-E12
E9	XIN20001228.0200.0038-E13
E10	XIN20001228.0200.0038-E14
E11	XIN20001228.0200.0038-E15
E12	XIN20001228.0200.0038-E16
E13	XIN20001228.0200.0038-E17
EM1	XIN20001228.0200.0038-E5-1
EM17	XIN20001228.0200.0038-E12-2
EM19	XIN20001228.0200.0038-E13-3
EM20	XIN20001228.0200.0038-E14-4
EM21	XIN20001228.0200.0038-E15-5
EM22	XIN20001228.0200.0038-E12-6
EM24	XIN20001228.0200.0038-E13-7
EM25	XIN20001228.0200.0038-E14-8
EM26	XIN20001228.0200.0038-E15-9
EM27	XIN20001228.0200.0038-E1-10
EM28	XIN20001228.0200.0038-E1-11
EM29	XIN20001228.0200.0038-E12-12
EM10	XIN20001228.0200.0038-E2-13
EM18	XIN20001228.0200.0038-E2-14
EM23	XIN20001228.0200.0038-E2-15
EM30	XIN20001228.0200.0038-E2-16
EM31	XIN20001228.0200.0038-E13-17
EM32	XIN20001228.0200.0038-E14-18
EM33	XIN20001228.0200.0038-E15-19
EM34	XIN20001228.0200.0038-E10-20
EM35	XIN20001228.0200.0038-E1-21
EM36	XIN20001228.0200.0038-E3-22
EM37	XIN20001228.0200.0038-E4-23
EM38	XIN20001228.0200.0038-E11-24
EM40	XIN20001228.0200.0038-E10-25
EM41	XIN20001228.0200.0038-E12-26
EM42	XIN20001228.0200.0038-E2-27
EM43	XIN20001228.0200.0038-E13-28
EM44	XIN20001228.0200.0038-E14-29
EM45	XIN20001228.0200.0038-E15-30
EM46	XIN20001228.0200.0038-E16-31
EM47	XIN20001228.0200.0038-E17-32
EM49	XIN20001228.0200.0038-E12-33
EM50	XIN20001228.0200.0038-E13-34
EM51	XIN20001228.0200.0038-E14-35
EM53	XIN20001228.0200.0038-E16-36
EM54	XIN20001228.0200.0038-E17-37
EM48	XIN20001228.0200.0038-E6-38
EM52	XIN20001228.0200.0038-E15-39
EM2	XIN20001228.0200.0038-E7-40
EM3	XIN20001228.0200.0038-E8-41
EM5	XIN20001228.0200.0038-E8-42
EM4	XIN20001228.0200.0038-E9-43
EM6	XIN20001228.0200.0038-E10-44
EM7	XIN20001228.0200.0038-E11-45
EM8	XIN20001228.0200.0038-E7-46
EM9	XIN20001228.0200.0038-E11-47
EM39	XIN20001228.0200.0038-E6-48
EM11	XIN20001228.0200.0038-E13-49
EM12	XIN20001228.0200.0038-E14-50
EM13	XIN20001228.0200.0038-E15-51
EM14	XIN20001228.0200.0038-E16-52
EM15	XIN20001228.0200.0038-E17-53
EM16	XIN20001228.0200.0038-E11-54
R2	XIN20001228.0200.0038-R1
R3	XIN20001228.0200.0038-R2
R4	XIN20001228.0200.0038-R3
R5	XIN20001228.0200.0038-R4
R6	XIN20001228.0200.0038-R5
R7	XIN20001228.0200.0038-R6
R8	XIN20001228.0200.0038-R7
R12	XIN20001228.0200.0038-R8
R13	XIN20001228.0200.0038-R9
R14	XIN20001228.0200.0038-R10
R15	XIN20001228.0200.0038-R11
R16	XIN20001228.0200.0038-R12
R17	XIN20001228.0200.0038-R13
R18	XIN20001228.0200.0038-R14
R19	XIN20001228.0200.0038-R15
R20	XIN20001228.0200.0038-R16
R21	XIN20001228.0200.0038-R17
R9	XIN20001228.0200.0038-R18
R10	XIN20001228.0200.0038-R19
R11	XIN20001228.0200.0038-R20
R1	XIN20001228.0200.0038-R21
RM2	XIN20001228.0200.0038-R1-1
RM3	XIN20001228.0200.0038-R2-1
RM4	XIN20001228.0200.0038-R3-1
RM5	XIN20001228.0200.0038-R2-2
RM6	XIN20001228.0200.0038-R3-2
RM7	XIN20001228.0200.0038-R2-3
RM8	XIN20001228.0200.0038-R3-3
RM12	XIN20001228.0200.0038-R2-4
RM13	XIN20001228.0200.0038-R3-4
RM14	XIN20001228.0200.0038-R10-1
RM15	XIN20001228.0200.0038-R11-1
RM16	XIN20001228.0200.0038-R12-1
RM17	XIN20001228.0200.0038-R13-1
RM18	XIN20001228.0200.0038-R2-5
RM19	XIN20001228.0200.0038-R3-5
RM20	XIN20001228.0200.0038-R2-6
RM21	XIN20001228.0200.0038-R3-6
RM9	XIN20001228.0200.0038-R11-2
RM11	XIN20001228.0200.0038-R12-2
RM10	XIN20001228.0200.0038-R13-2
RM1	XIN20001228.0200.0038-R21-1
V1	XIN20001228.0200.0038-EV1
V2	XIN20001228.0200.0038-EV2
VM1	XIN20001228.0200.0038-EV1-1
VM2	XIN20001228.0200.0038-EV2-1
Q1	XIN20001228.0200.0038-T1
Q2	XIN20001228.0200.0038-T2
Q3	XIN20001228.0200.0038-T3
