CE14	ZBN20001029.0400.0012-CE1
CE15	ZBN20001029.0400.0012-CE2
CE16	ZBN20001029.0400.0012-CE3
CE17	ZBN20001029.0400.0012-CE4
CE18	ZBN20001029.0400.0012-CE5
CE19	ZBN20001029.0400.0012-CE6
CE20	ZBN20001029.0400.0012-CE7
CE21	ZBN20001029.0400.0012-CE8
CE22	ZBN20001029.0400.0012-CE9
CE23	ZBN20001029.0400.0012-CE10
CE24	ZBN20001029.0400.0012-CE11
CE25	ZBN20001029.0400.0012-CE12
CE26	ZBN20001029.0400.0012-CE13
CE27	ZBN20001029.0400.0012-CE14
CE28	ZBN20001029.0400.0012-CE15
CE29	ZBN20001029.0400.0012-CE16
CE30	ZBN20001029.0400.0012-CE17
CE31	ZBN20001029.0400.0012-CE18
CE33	ZBN20001029.0400.0012-CE19
CE32	ZBN20001029.0400.0012-CE20
CE35	ZBN20001029.0400.0012-CE21
CE1	ZBN20001029.0400.0012-CE22
CE34	ZBN20001029.0400.0012-CE23
CE36	ZBN20001029.0400.0012-CE24
CE37	ZBN20001029.0400.0012-CE25
CE38	ZBN20001029.0400.0012-CE26
CE39	ZBN20001029.0400.0012-CE27
CE40	ZBN20001029.0400.0012-CE28
CE41	ZBN20001029.0400.0012-CE29
CE2	ZBN20001029.0400.0012-CE30
CE4	ZBN20001029.0400.0012-CE31
CE3	ZBN20001029.0400.0012-CE32
CE5	ZBN20001029.0400.0012-CE33
CE6	ZBN20001029.0400.0012-CE34
CE8	ZBN20001029.0400.0012-CE35
CE7	ZBN20001029.0400.0012-CE36
CE9	ZBN20001029.0400.0012-CE37
CE10	ZBN20001029.0400.0012-CE38
CE11	ZBN20001029.0400.0012-CE39
CE12	ZBN20001029.0400.0012-CE40
CE13	ZBN20001029.0400.0012-CE41
E14	ZBN20001029.0400.0012-E1
E15	ZBN20001029.0400.0012-E2
E16	ZBN20001029.0400.0012-E3
E17	ZBN20001029.0400.0012-E4
E19	ZBN20001029.0400.0012-E5
E20	ZBN20001029.0400.0012-E6
E21	ZBN20001029.0400.0012-E7
E22	ZBN20001029.0400.0012-E8
E23	ZBN20001029.0400.0012-E9
E25	ZBN20001029.0400.0012-E10
E26	ZBN20001029.0400.0012-E11
E27	ZBN20001029.0400.0012-E12
E28	ZBN20001029.0400.0012-E13
E29	ZBN20001029.0400.0012-E14
E31	ZBN20001029.0400.0012-E15
E32	ZBN20001029.0400.0012-E16
E1	ZBN20001029.0400.0012-E17
E34	ZBN20001029.0400.0012-E18
E35	ZBN20001029.0400.0012-E19
E36	ZBN20001029.0400.0012-E20
E37	ZBN20001029.0400.0012-E21
E39	ZBN20001029.0400.0012-E22
E40	ZBN20001029.0400.0012-E23
E41	ZBN20001029.0400.0012-E24
E43	ZBN20001029.0400.0012-E25
E44	ZBN20001029.0400.0012-E26
E47	ZBN20001029.0400.0012-E27
E48	ZBN20001029.0400.0012-E28
E49	ZBN20001029.0400.0012-E29
E50	ZBN20001029.0400.0012-E30
E51	ZBN20001029.0400.0012-E31
E52	ZBN20001029.0400.0012-E32
E2	ZBN20001029.0400.0012-E33
E3	ZBN20001029.0400.0012-E34
E4	ZBN20001029.0400.0012-E35
E5	ZBN20001029.0400.0012-E36
E6	ZBN20001029.0400.0012-E37
E7	ZBN20001029.0400.0012-E38
E8	ZBN20001029.0400.0012-E39
E9	ZBN20001029.0400.0012-E40
E10	ZBN20001029.0400.0012-E41
E11	ZBN20001029.0400.0012-E42
E12	ZBN20001029.0400.0012-E43
E13	ZBN20001029.0400.0012-E44
EM1	ZBN20001029.0400.0012-E17-1
EM18	ZBN20001029.0400.0012-E2-2
EM19	ZBN20001029.0400.0012-E35-3
EM20	ZBN20001029.0400.0012-E3-4
EM21	ZBN20001029.0400.0012-E35-5
EM22	ZBN20001029.0400.0012-E4-6
EM23	ZBN20001029.0400.0012-E35-7
EM24	ZBN20001029.0400.0012-E38-8
EM25	ZBN20001029.0400.0012-E39-9
EM6	ZBN20001029.0400.0012-E37-10
EM26	ZBN20001029.0400.0012-E42-11
EM27	ZBN20001029.0400.0012-E39-12
EM28	ZBN20001029.0400.0012-E43-13
EM29	ZBN20001029.0400.0012-E39-14
EM30	ZBN20001029.0400.0012-E5-15
EM31	ZBN20001029.0400.0012-E6-16
EM32	ZBN20001029.0400.0012-E7-17
EM33	ZBN20001029.0400.0012-E44-18
EM34	ZBN20001029.0400.0012-E1-19
EM35	ZBN20001029.0400.0012-E8-20
EM36	ZBN20001029.0400.0012-E38-21
EM37	ZBN20001029.0400.0012-E2-22
EM38	ZBN20001029.0400.0012-E35-23
EM39	ZBN20001029.0400.0012-E9-24
EM40	ZBN20001029.0400.0012-E41-25
EM41	ZBN20001029.0400.0012-E10-26
EM42	ZBN20001029.0400.0012-E40-27
EM43	ZBN20001029.0400.0012-E11-28
EM44	ZBN20001029.0400.0012-E12-29
EM45	ZBN20001029.0400.0012-E13-30
EM46	ZBN20001029.0400.0012-E13-31
EM47	ZBN20001029.0400.0012-E14-32
EM48	ZBN20001029.0400.0012-E12-33
EM49	ZBN20001029.0400.0012-E15-34
EM50	ZBN20001029.0400.0012-E40-35
EM51	ZBN20001029.0400.0012-E16-36
EM52	ZBN20001029.0400.0012-E40-37
EM53	ZBN20001029.0400.0012-E44-38
EM54	ZBN20001029.0400.0012-E35-39
EM55	ZBN20001029.0400.0012-E34-40
EM56	ZBN20001029.0400.0012-E37-41
EM57	ZBN20001029.0400.0012-E18-42
EM58	ZBN20001029.0400.0012-E19-43
EM59	ZBN20001029.0400.0012-E20-44
EM60	ZBN20001029.0400.0012-E37-45
EM61	ZBN20001029.0400.0012-E8-46
EM62	ZBN20001029.0400.0012-E1-47
EM63	ZBN20001029.0400.0012-E39-48
EM64	ZBN20001029.0400.0012-E41-49
EM65	ZBN20001029.0400.0012-E37-50
EM66	ZBN20001029.0400.0012-E21-51
EM67	ZBN20001029.0400.0012-E43-52
EM69	ZBN20001029.0400.0012-E2-53
EM68	ZBN20001029.0400.0012-E39-54
EM70	ZBN20001029.0400.0012-E37-55
