CE10	ZBN20001206.0400.0005-CE1
CE11	ZBN20001206.0400.0005-CE2
CE12	ZBN20001206.0400.0005-CE3
CE14	ZBN20001206.0400.0005-CE4
CE15	ZBN20001206.0400.0005-CE5
CE17	ZBN20001206.0400.0005-CE6
CE18	ZBN20001206.0400.0005-CE7
CE19	ZBN20001206.0400.0005-CE8
CE20	ZBN20001206.0400.0005-CE9
CE21	ZBN20001206.0400.0005-CE10
CE22	ZBN20001206.0400.0005-CE11
CE23	ZBN20001206.0400.0005-CE12
CE25	ZBN20001206.0400.0005-CE13
CE24	ZBN20001206.0400.0005-CE14
CE26	ZBN20001206.0400.0005-CE15
CE27	ZBN20001206.0400.0005-CE16
CE28	ZBN20001206.0400.0005-CE17
CE29	ZBN20001206.0400.0005-CE18
CE30	ZBN20001206.0400.0005-CE19
CE31	ZBN20001206.0400.0005-CE20
CE32	ZBN20001206.0400.0005-CE21
CE1	ZBN20001206.0400.0005-CE22
CE13	ZBN20001206.0400.0005-CE23
CE16	ZBN20001206.0400.0005-CE24
CE2	ZBN20001206.0400.0005-CE25
CE4	ZBN20001206.0400.0005-CE26
CE3	ZBN20001206.0400.0005-CE27
CE5	ZBN20001206.0400.0005-CE28
CE6	ZBN20001206.0400.0005-CE29
CE7	ZBN20001206.0400.0005-CE30
CE8	ZBN20001206.0400.0005-CE31
CE9	ZBN20001206.0400.0005-CE32
E11	ZBN20001206.0400.0005-E1
E12	ZBN20001206.0400.0005-E2
E13	ZBN20001206.0400.0005-E3
E14	ZBN20001206.0400.0005-E4
E16	ZBN20001206.0400.0005-E5
E17	ZBN20001206.0400.0005-E6
E19	ZBN20001206.0400.0005-E7
E20	ZBN20001206.0400.0005-E8
E21	ZBN20001206.0400.0005-E9
E24	ZBN20001206.0400.0005-E10
E26	ZBN20001206.0400.0005-E11
E27	ZBN20001206.0400.0005-E12
E28	ZBN20001206.0400.0005-E13
E30	ZBN20001206.0400.0005-E14
E31	ZBN20001206.0400.0005-E15
E32	ZBN20001206.0400.0005-E16
E34	ZBN20001206.0400.0005-E17
E35	ZBN20001206.0400.0005-E18
E38	ZBN20001206.0400.0005-E19
E39	ZBN20001206.0400.0005-E20
E40	ZBN20001206.0400.0005-E21
E1	ZBN20001206.0400.0005-E22
E41	ZBN20001206.0400.0005-E23
E42	ZBN20001206.0400.0005-E24
E43	ZBN20001206.0400.0005-E25
E44	ZBN20001206.0400.0005-E26
E45	ZBN20001206.0400.0005-E27
E47	ZBN20001206.0400.0005-E28
E48	ZBN20001206.0400.0005-E29
E2	ZBN20001206.0400.0005-E30
E3	ZBN20001206.0400.0005-E31
E4	ZBN20001206.0400.0005-E32
E5	ZBN20001206.0400.0005-E33
E6	ZBN20001206.0400.0005-E34
E7	ZBN20001206.0400.0005-E35
E8	ZBN20001206.0400.0005-E36
E9	ZBN20001206.0400.0005-E37
E10	ZBN20001206.0400.0005-E38
EM77	ZBN20001206.0400.0005-E36-1
EM110	ZBN20001206.0400.0005-E36-2
EM123	ZBN20001206.0400.0005-E36-3
EM49	ZBN20001206.0400.0005-E36-4
EM21	ZBN20001206.0400.0005-E31-5
EM27	ZBN20001206.0400.0005-E31-6
EM37	ZBN20001206.0400.0005-E31-7
EM63	ZBN20001206.0400.0005-E31-8
EM65	ZBN20001206.0400.0005-E31-9
EM72	ZBN20001206.0400.0005-E36-10
EM79	ZBN20001206.0400.0005-E31-11
EM86	ZBN20001206.0400.0005-E31-12
EM91	ZBN20001206.0400.0005-E31-13
EM95	ZBN20001206.0400.0005-E31-14
EM97	ZBN20001206.0400.0005-E31-15
EM107	ZBN20001206.0400.0005-E31-16
EM115	ZBN20001206.0400.0005-E31-17
EM124	ZBN20001206.0400.0005-E31-18
EM16	ZBN20001206.0400.0005-E31-19
EM17	ZBN20001206.0400.0005-E1-20
EM19	ZBN20001206.0400.0005-E31-21
EM20	ZBN20001206.0400.0005-E38-22
EM22	ZBN20001206.0400.0005-E2-23
EM23	ZBN20001206.0400.0005-E3-24
EM24	ZBN20001206.0400.0005-E4-25
EM26	ZBN20001206.0400.0005-E3-26
EM28	ZBN20001206.0400.0005-E22-27
EM29	ZBN20001206.0400.0005-E5-28
EM30	ZBN20001206.0400.0005-E22-29
EM32	ZBN20001206.0400.0005-E1-30
EM33	ZBN20001206.0400.0005-E3-31
EM34	ZBN20001206.0400.0005-E6-32
EM35	ZBN20001206.0400.0005-E33-33
EM36	ZBN20001206.0400.0005-E33-34
EM38	ZBN20001206.0400.0005-E2-35
EM39	ZBN20001206.0400.0005-E3-36
EM41	ZBN20001206.0400.0005-E3-37
EM42	ZBN20001206.0400.0005-E7-38
EM43	ZBN20001206.0400.0005-E33-39
EM44	ZBN20001206.0400.0005-E8-40
EM45	ZBN20001206.0400.0005-E9-41
EM48	ZBN20001206.0400.0005-E8-42
EM46	ZBN20001206.0400.0005-E1-43
EM50	ZBN20001206.0400.0005-E33-44
EM51	ZBN20001206.0400.0005-E10-45
EM52	ZBN20001206.0400.0005-E11-46
EM1	ZBN20001206.0400.0005-E22-47
EM53	ZBN20001206.0400.0005-E12-48
EM56	ZBN20001206.0400.0005-E12-49
EM54	ZBN20001206.0400.0005-E13-50
EM55	ZBN20001206.0400.0005-E11-51
EM57	ZBN20001206.0400.0005-E30-52
EM58	ZBN20001206.0400.0005-E1-53
EM75	ZBN20001206.0400.0005-E15-54
EM59	ZBN20001206.0400.0005-E8-55
EM60	ZBN20001206.0400.0005-E8-56
EM64	ZBN20001206.0400.0005-E14-57
EM66	ZBN20001206.0400.0005-E8-58
EM67	ZBN20001206.0400.0005-E1-59
EM61	ZBN20001206.0400.0005-E33-60
EM68	ZBN20001206.0400.0005-E33-61
EM69	ZBN20001206.0400.0005-E3-62
EM70	ZBN20001206.0400.0005-E8-63
EM71	ZBN20001206.0400.0005-E8-64
EM84	ZBN20001206.0400.0005-E8-65
EM106	ZBN20001206.0400.0005-E8-66
EM73	ZBN20001206.0400.0005-E33-67
EM76	ZBN20001206.0400.0005-E16-68
EM78	ZBN20001206.0400.0005-E11-69
EM93	ZBN20001206.0400.0005-E11-70
EM119	ZBN20001206.0400.0005-E11-71
EM126	ZBN20001206.0400.0005-E11-72
EM80	ZBN20001206.0400.0005-E38-73
EM81	ZBN20001206.0400.0005-E8-74
EM82	ZBN20001206.0400.0005-E17-75
EM83	ZBN20001206.0400.0005-E18-76
EM85	ZBN20001206.0400.0005-E35-77
EM87	ZBN20001206.0400.0005-E2-78
EM88	ZBN20001206.0400.0005-E8-79
EM89	ZBN20001206.0400.0005-E35-80
EM90	ZBN20001206.0400.0005-E35-81
EM92	ZBN20001206.0400.0005-E32-82
EM94	ZBN20001206.0400.0005-E6-83
EM96	ZBN20001206.0400.0005-E2-84
EM98	ZBN20001206.0400.0005-E19-85
EM99	ZBN20001206.0400.0005-E20-86
EM100	ZBN20001206.0400.0005-E2-87
EM101	ZBN20001206.0400.0005-E19-88
EM102	ZBN20001206.0400.0005-E2-89
EM103	ZBN20001206.0400.0005-E21-90
EM105	ZBN20001206.0400.0005-E19-91
EM108	ZBN20001206.0400.0005-E32-92
