CE10	XIN20001103.0200.0040-CE1
CE23	XIN20001103.0200.0040-CE2
CE12	XIN20001103.0200.0040-CE3
CE13	XIN20001103.0200.0040-CE4
CE14	XIN20001103.0200.0040-CE5
CE17	XIN20001103.0200.0040-CE6
CE16	XIN20001103.0200.0040-CE7
CE19	XIN20001103.0200.0040-CE8
CE18	XIN20001103.0200.0040-CE9
CE21	XIN20001103.0200.0040-CE10
CE20	XIN20001103.0200.0040-CE11
CE22	XIN20001103.0200.0040-CE12
CE15	XIN20001103.0200.0040-CE13
CE1	XIN20001103.0200.0040-CE14
CE2	XIN20001103.0200.0040-CE15
CE3	XIN20001103.0200.0040-CE16
CE4	XIN20001103.0200.0040-CE17
CE5	XIN20001103.0200.0040-CE18
CE6	XIN20001103.0200.0040-CE19
CE7	XIN20001103.0200.0040-CE20
CE8	XIN20001103.0200.0040-CE21
CE9	XIN20001103.0200.0040-CE22
E13	XIN20001103.0200.0040-E1
E14	XIN20001103.0200.0040-E2
E38	XIN20001103.0200.0040-E3
E15	XIN20001103.0200.0040-E4
E16	XIN20001103.0200.0040-E5
E17	XIN20001103.0200.0040-E6
E18	XIN20001103.0200.0040-E7
E19	XIN20001103.0200.0040-E8
E20	XIN20001103.0200.0040-E9
E21	XIN20001103.0200.0040-E10
E22	XIN20001103.0200.0040-E11
E23	XIN20001103.0200.0040-E12
E24	XIN20001103.0200.0040-E13
E25	XIN20001103.0200.0040-E14
E26	XIN20001103.0200.0040-E15
E27	XIN20001103.0200.0040-E16
E28	XIN20001103.0200.0040-E17
E29	XIN20001103.0200.0040-E18
E31	XIN20001103.0200.0040-E19
E32	XIN20001103.0200.0040-E20
E33	XIN20001103.0200.0040-E21
E1	XIN20001103.0200.0040-E22
E37	XIN20001103.0200.0040-E23
E2	XIN20001103.0200.0040-E24
E3	XIN20001103.0200.0040-E25
E4	XIN20001103.0200.0040-E26
E5	XIN20001103.0200.0040-E27
E6	XIN20001103.0200.0040-E28
E7	XIN20001103.0200.0040-E29
E8	XIN20001103.0200.0040-E30
E9	XIN20001103.0200.0040-E31
E10	XIN20001103.0200.0040-E32
E11	XIN20001103.0200.0040-E33
E12	XIN20001103.0200.0040-E34
EM1	XIN20001103.0200.0040-E22-1
EM19	XIN20001103.0200.0040-E1-2
EM20	XIN20001103.0200.0040-E2-3
EM23	XIN20001103.0200.0040-E4-4
EM24	XIN20001103.0200.0040-E5-5
EM25	XIN20001103.0200.0040-E31-6
EM26	XIN20001103.0200.0040-E32-7
EM27	XIN20001103.0200.0040-E6-8
EM28	XIN20001103.0200.0040-E7-9
EM29	XIN20001103.0200.0040-E29-10
EM31	XIN20001103.0200.0040-E29-11
EM30	XIN20001103.0200.0040-E8-12
EM32	XIN20001103.0200.0040-E9-13
EM33	XIN20001103.0200.0040-E10-14
EM38	XIN20001103.0200.0040-E10-15
EM34	XIN20001103.0200.0040-E11-16
EM35	XIN20001103.0200.0040-E12-17
EM36	XIN20001103.0200.0040-E13-18
EM39	XIN20001103.0200.0040-E14-19
EM40	XIN20001103.0200.0040-E15-20
EM41	XIN20001103.0200.0040-E16-21
EM45	XIN20001103.0200.0040-E16-22
EM42	XIN20001103.0200.0040-E17-23
EM43	XIN20001103.0200.0040-E18-24
EM37	XIN20001103.0200.0040-E23-25
EM44	XIN20001103.0200.0040-E23-26
EM46	XIN20001103.0200.0040-E33-27
EM47	XIN20001103.0200.0040-E29-28
EM49	XIN20001103.0200.0040-E29-29
EM48	XIN20001103.0200.0040-E19-30
EM50	XIN20001103.0200.0040-E20-31
EM51	XIN20001103.0200.0040-E21-32
EM52	XIN20001103.0200.0040-E9-33
EM53	XIN20001103.0200.0040-E9-34
EM2	XIN20001103.0200.0040-E24-35
EM3	XIN20001103.0200.0040-E25-36
EM4	XIN20001103.0200.0040-E26-37
EM5	XIN20001103.0200.0040-E27-38
EM6	XIN20001103.0200.0040-E28-39
EM7	XIN20001103.0200.0040-E29-40
EM21	XIN20001103.0200.0040-E3-41
