CE11	ZBN20001017.0400.0003-CE1
CE13	ZBN20001017.0400.0003-CE2
CE15	ZBN20001017.0400.0003-CE3
CE16	ZBN20001017.0400.0003-CE4
CE37	ZBN20001017.0400.0003-CE5
CE18	ZBN20001017.0400.0003-CE6
CE19	ZBN20001017.0400.0003-CE7
CE20	ZBN20001017.0400.0003-CE8
CE21	ZBN20001017.0400.0003-CE9
CE22	ZBN20001017.0400.0003-CE10
CE26	ZBN20001017.0400.0003-CE11
CE28	ZBN20001017.0400.0003-CE12
CE29	ZBN20001017.0400.0003-CE13
CE30	ZBN20001017.0400.0003-CE14
CE31	ZBN20001017.0400.0003-CE15
CE32	ZBN20001017.0400.0003-CE16
CE33	ZBN20001017.0400.0003-CE17
CE34	ZBN20001017.0400.0003-CE18
CE35	ZBN20001017.0400.0003-CE19
CE1	ZBN20001017.0400.0003-CE20
CE2	ZBN20001017.0400.0003-CE21
CE14	ZBN20001017.0400.0003-CE22
CE23	ZBN20001017.0400.0003-CE23
CE17	ZBN20001017.0400.0003-CE24
CE27	ZBN20001017.0400.0003-CE25
CE24	ZBN20001017.0400.0003-CE26
CE12	ZBN20001017.0400.0003-CE27
CE3	ZBN20001017.0400.0003-CE28
CE4	ZBN20001017.0400.0003-CE29
CE5	ZBN20001017.0400.0003-CE30
CE6	ZBN20001017.0400.0003-CE31
CE36	ZBN20001017.0400.0003-CE32
CE8	ZBN20001017.0400.0003-CE33
CE9	ZBN20001017.0400.0003-CE34
CE10	ZBN20001017.0400.0003-CE35
E13	ZBN20001017.0400.0003-E1
E46	ZBN20001017.0400.0003-E2
E14	ZBN20001017.0400.0003-E3
E36	ZBN20001017.0400.0003-E4
E15	ZBN20001017.0400.0003-E5
E16	ZBN20001017.0400.0003-E6
E17	ZBN20001017.0400.0003-E7
E18	ZBN20001017.0400.0003-E8
E19	ZBN20001017.0400.0003-E9
E20	ZBN20001017.0400.0003-E10
E21	ZBN20001017.0400.0003-E11
E23	ZBN20001017.0400.0003-E12
E24	ZBN20001017.0400.0003-E13
E25	ZBN20001017.0400.0003-E14
E26	ZBN20001017.0400.0003-E15
E27	ZBN20001017.0400.0003-E16
E28	ZBN20001017.0400.0003-E17
E29	ZBN20001017.0400.0003-E18
E30	ZBN20001017.0400.0003-E19
E1	ZBN20001017.0400.0003-E20
E31	ZBN20001017.0400.0003-E21
E37	ZBN20001017.0400.0003-E22
E40	ZBN20001017.0400.0003-E23
E41	ZBN20001017.0400.0003-E24
E42	ZBN20001017.0400.0003-E25
E44	ZBN20001017.0400.0003-E26
E2	ZBN20001017.0400.0003-E27
E45	ZBN20001017.0400.0003-E28
E5	ZBN20001017.0400.0003-E29
E6	ZBN20001017.0400.0003-E30
E7	ZBN20001017.0400.0003-E31
E8	ZBN20001017.0400.0003-E32
E10	ZBN20001017.0400.0003-E33
E11	ZBN20001017.0400.0003-E34
E12	ZBN20001017.0400.0003-E35
EM1	ZBN20001017.0400.0003-E20-1
EM15	ZBN20001017.0400.0003-E1-2
EM17	ZBN20001017.0400.0003-E31-3
EM18	ZBN20001017.0400.0003-E3-4
EM20	ZBN20001017.0400.0003-E3-5
EM22	ZBN20001017.0400.0003-E35-6
EM23	ZBN20001017.0400.0003-E31-7
EM25	ZBN20001017.0400.0003-E31-8
EM24	ZBN20001017.0400.0003-E5-9
EM26	ZBN20001017.0400.0003-E33-10
EM27	ZBN20001017.0400.0003-E30-11
EM28	ZBN20001017.0400.0003-E6-12
EM29	ZBN20001017.0400.0003-E20-13
EM48	ZBN20001017.0400.0003-E33-14
EM31	ZBN20001017.0400.0003-E31-15
EM32	ZBN20001017.0400.0003-E1-16
EM34	ZBN20001017.0400.0003-E7-17
EM35	ZBN20001017.0400.0003-E8-18
EM36	ZBN20001017.0400.0003-E9-19
EM37	ZBN20001017.0400.0003-E10-20
EM38	ZBN20001017.0400.0003-E11-21
EM39	ZBN20001017.0400.0003-E35-22
EM41	ZBN20001017.0400.0003-E31-23
EM43	ZBN20001017.0400.0003-E31-24
EM44	ZBN20001017.0400.0003-E30-25
EM45	ZBN20001017.0400.0003-E1-26
EM47	ZBN20001017.0400.0003-E6-27
EM8	ZBN20001017.0400.0003-E31-28
EM49	ZBN20001017.0400.0003-E33-29
EM50	ZBN20001017.0400.0003-E12-30
EM52	ZBN20001017.0400.0003-E13-31
EM53	ZBN20001017.0400.0003-E14-32
EM54	ZBN20001017.0400.0003-E15-33
EM55	ZBN20001017.0400.0003-E16-34
EM56	ZBN20001017.0400.0003-E17-35
EM58	ZBN20001017.0400.0003-E31-36
EM59	ZBN20001017.0400.0003-E18-37
EM60	ZBN20001017.0400.0003-E19-38
EM61	ZBN20001017.0400.0003-E33-39
EM63	ZBN20001017.0400.0003-E33-40
EM64	ZBN20001017.0400.0003-E13-41
EM65	ZBN20001017.0400.0003-E33-42
EM62	ZBN20001017.0400.0003-E21-43
EM19	ZBN20001017.0400.0003-E22-44
EM21	ZBN20001017.0400.0003-E22-45
EM40	ZBN20001017.0400.0003-E35-46
EM42	ZBN20001017.0400.0003-E23-47
EM33	ZBN20001017.0400.0003-E24-48
EM51	ZBN20001017.0400.0003-E25-49
EM57	ZBN20001017.0400.0003-E13-50
