CE8	ZBN20001020.1300.0060-CE1
CE9	ZBN20001020.1300.0060-CE2
CE18	ZBN20001020.1300.0060-CE3
CE10	ZBN20001020.1300.0060-CE4
CE11	ZBN20001020.1300.0060-CE5
CE12	ZBN20001020.1300.0060-CE6
CE3	ZBN20001020.1300.0060-CE7
CE14	ZBN20001020.1300.0060-CE8
CE15	ZBN20001020.1300.0060-CE9
CE16	ZBN20001020.1300.0060-CE10
CE17	ZBN20001020.1300.0060-CE11
CE13	ZBN20001020.1300.0060-CE12
CE19	ZBN20001020.1300.0060-CE13
CE20	ZBN20001020.1300.0060-CE14
CE21	ZBN20001020.1300.0060-CE15
CE23	ZBN20001020.1300.0060-CE16
CE24	ZBN20001020.1300.0060-CE17
CE25	ZBN20001020.1300.0060-CE18
CE26	ZBN20001020.1300.0060-CE19
CE27	ZBN20001020.1300.0060-CE20
CE28	ZBN20001020.1300.0060-CE21
CE32	ZBN20001020.1300.0060-CE22
CE33	ZBN20001020.1300.0060-CE23
CE29	ZBN20001020.1300.0060-CE24
CE30	ZBN20001020.1300.0060-CE25
CE31	ZBN20001020.1300.0060-CE26
CE34	ZBN20001020.1300.0060-CE27
CE35	ZBN20001020.1300.0060-CE28
CE37	ZBN20001020.1300.0060-CE29
CE1	ZBN20001020.1300.0060-CE30
CE36	ZBN20001020.1300.0060-CE31
CE38	ZBN20001020.1300.0060-CE32
CE39	ZBN20001020.1300.0060-CE33
CE41	ZBN20001020.1300.0060-CE34
CE43	ZBN20001020.1300.0060-CE35
CE42	ZBN20001020.1300.0060-CE36
CE40	ZBN20001020.1300.0060-CE37
CE44	ZBN20001020.1300.0060-CE38
CE45	ZBN20001020.1300.0060-CE39
CE46	ZBN20001020.1300.0060-CE40
CE47	ZBN20001020.1300.0060-CE41
CE49	ZBN20001020.1300.0060-CE42
CE50	ZBN20001020.1300.0060-CE43
CE51	ZBN20001020.1300.0060-CE44
CE52	ZBN20001020.1300.0060-CE45
CE53	ZBN20001020.1300.0060-CE46
CE54	ZBN20001020.1300.0060-CE47
CE55	ZBN20001020.1300.0060-CE48
CE56	ZBN20001020.1300.0060-CE49
CE57	ZBN20001020.1300.0060-CE50
