CE11	ZBN20001231.0400.0006-CE1
CE10	ZBN20001231.0400.0006-CE2
CE12	ZBN20001231.0400.0006-CE3
CE1	ZBN20001231.0400.0006-CE4
CE2	ZBN20001231.0400.0006-CE5
CE4	ZBN20001231.0400.0006-CE6
CE3	ZBN20001231.0400.0006-CE7
CE6	ZBN20001231.0400.0006-CE8
CE7	ZBN20001231.0400.0006-CE9
CE8	ZBN20001231.0400.0006-CE10
CE9	ZBN20001231.0400.0006-CE11
CE5	ZBN20001231.0400.0006-CE12
E12	ZBN20001231.0400.0006-E1
E13	ZBN20001231.0400.0006-E2
E14	ZBN20001231.0400.0006-E3
E15	ZBN20001231.0400.0006-E4
E1	ZBN20001231.0400.0006-E5
E2	ZBN20001231.0400.0006-E6
E3	ZBN20001231.0400.0006-E7
E4	ZBN20001231.0400.0006-E8
E5	ZBN20001231.0400.0006-E9
E6	ZBN20001231.0400.0006-E10
E7	ZBN20001231.0400.0006-E11
E8	ZBN20001231.0400.0006-E12
E9	ZBN20001231.0400.0006-E13
E11	ZBN20001231.0400.0006-E14
EM1	ZBN20001231.0400.0006-E5-1
EM20	ZBN20001231.0400.0006-E13-2
EM22	ZBN20001231.0400.0006-E14-3
EM23	ZBN20001231.0400.0006-E11-4
EM25	ZBN20001231.0400.0006-E14-5
EM26	ZBN20001231.0400.0006-E14-6
EM27	ZBN20001231.0400.0006-E11-7
EM28	ZBN20001231.0400.0006-E1-8
EM29	ZBN20001231.0400.0006-E2-9
EM30	ZBN20001231.0400.0006-E9-10
EM31	ZBN20001231.0400.0006-E1-11
EM32	ZBN20001231.0400.0006-E13-12
EM33	ZBN20001231.0400.0006-E3-13
EM36	ZBN20001231.0400.0006-E14-14
EM37	ZBN20001231.0400.0006-E9-15
EM38	ZBN20001231.0400.0006-E13-16
EM39	ZBN20001231.0400.0006-E4-17
EM40	ZBN20001231.0400.0006-E11-18
EM41	ZBN20001231.0400.0006-E3-19
EM24	ZBN20001231.0400.0006-E13-20
EM35	ZBN20001231.0400.0006-E13-21
EM16	ZBN20001231.0400.0006-E13-22
EM34	ZBN20001231.0400.0006-E9-23
EM42	ZBN20001231.0400.0006-E9-24
EM19	ZBN20001231.0400.0006-E3-25
EM6	ZBN20001231.0400.0006-E7-26
EM2	ZBN20001231.0400.0006-E6-27
EM3	ZBN20001231.0400.0006-E7-28
EM4	ZBN20001231.0400.0006-E8-29
EM5	ZBN20001231.0400.0006-E9-30
EM7	ZBN20001231.0400.0006-E9-31
EM9	ZBN20001231.0400.0006-E10-32
EM10	ZBN20001231.0400.0006-E11-33
EM11	ZBN20001231.0400.0006-E7-34
EM12	ZBN20001231.0400.0006-E12-35
EM13	ZBN20001231.0400.0006-E9-36
EM14	ZBN20001231.0400.0006-E9-37
EM15	ZBN20001231.0400.0006-E13-38
EM8	ZBN20001231.0400.0006-E14-39
EM17	ZBN20001231.0400.0006-E14-40
EM18	ZBN20001231.0400.0006-E7-41
EM21	ZBN20001231.0400.0006-E10-42
R1	ZBN20001231.0400.0006-R1
R2	ZBN20001231.0400.0006-R2
R3	ZBN20001231.0400.0006-R3
R4	ZBN20001231.0400.0006-R4
R5	ZBN20001231.0400.0006-R5
R6	ZBN20001231.0400.0006-R6
R7	ZBN20001231.0400.0006-R7
RM1	ZBN20001231.0400.0006-R1-1
RM2	ZBN20001231.0400.0006-R2-1
RM3	ZBN20001231.0400.0006-R3-1
RM4	ZBN20001231.0400.0006-R4-1
RM5	ZBN20001231.0400.0006-R5-1
RM6	ZBN20001231.0400.0006-R6-1
RM7	ZBN20001231.0400.0006-R6-2
Q1	ZBN20001231.0400.0006-T1
Q2	ZBN20001231.0400.0006-T2
Q3	ZBN20001231.0400.0006-T3
Q4	ZBN20001231.0400.0006-T4
Q5	ZBN20001231.0400.0006-V1
QM5	ZBN20001231.0400.0006-V1-1
