CE10	XIN20001213.0800.0063-CE1
CE11	XIN20001213.0800.0063-CE2
CE12	XIN20001213.0800.0063-CE3
CE14	XIN20001213.0800.0063-CE4
CE13	XIN20001213.0800.0063-CE5
CE16	XIN20001213.0800.0063-CE6
CE15	XIN20001213.0800.0063-CE7
CE1	XIN20001213.0800.0063-CE8
CE2	XIN20001213.0800.0063-CE9
CE3	XIN20001213.0800.0063-CE10
CE4	XIN20001213.0800.0063-CE11
CE5	XIN20001213.0800.0063-CE12
CE6	XIN20001213.0800.0063-CE13
CE7	XIN20001213.0800.0063-CE14
CE9	XIN20001213.0800.0063-CE15
CE8	XIN20001213.0800.0063-CE16
E13	XIN20001213.0800.0063-E1
E14	XIN20001213.0800.0063-E2
E15	XIN20001213.0800.0063-E3
E16	XIN20001213.0800.0063-E4
E17	XIN20001213.0800.0063-E5
E20	XIN20001213.0800.0063-E6
E19	XIN20001213.0800.0063-E7
E1	XIN20001213.0800.0063-E8
E2	XIN20001213.0800.0063-E9
E3	XIN20001213.0800.0063-E10
E4	XIN20001213.0800.0063-E11
E5	XIN20001213.0800.0063-E12
E6	XIN20001213.0800.0063-E13
E7	XIN20001213.0800.0063-E14
E8	XIN20001213.0800.0063-E15
E9	XIN20001213.0800.0063-E16
E18	XIN20001213.0800.0063-E17
E11	XIN20001213.0800.0063-E18
E12	XIN20001213.0800.0063-E19
EM1	XIN20001213.0800.0063-E8-1
EM18	XIN20001213.0800.0063-E9-2
EM20	XIN20001213.0800.0063-E2-3
EM21	XIN20001213.0800.0063-E3-4
EM22	XIN20001213.0800.0063-E3-5
EM23	XIN20001213.0800.0063-E4-6
EM24	XIN20001213.0800.0063-E14-7
EM25	XIN20001213.0800.0063-E12-8
EM26	XIN20001213.0800.0063-E13-9
EM27	XIN20001213.0800.0063-E3-10
EM28	XIN20001213.0800.0063-E5-11
EM29	XIN20001213.0800.0063-E19-12
EM30	XIN20001213.0800.0063-E9-13
EM31	XIN20001213.0800.0063-E9-14
EM32	XIN20001213.0800.0063-E15-15
EM33	XIN20001213.0800.0063-E3-16
EM35	XIN20001213.0800.0063-E7-17
EM36	XIN20001213.0800.0063-E6-18
EM2	XIN20001213.0800.0063-E9-19
EM3	XIN20001213.0800.0063-E10-20
EM5	XIN20001213.0800.0063-E10-21
EM4	XIN20001213.0800.0063-E11-22
EM6	XIN20001213.0800.0063-E12-23
EM7	XIN20001213.0800.0063-E13-24
EM8	XIN20001213.0800.0063-E14-25
EM9	XIN20001213.0800.0063-E15-26
EM10	XIN20001213.0800.0063-E16-27
EM34	XIN20001213.0800.0063-E17-28
EM11	XIN20001213.0800.0063-E18-29
EM12	XIN20001213.0800.0063-E19-30
EM13	XIN20001213.0800.0063-E9-31
EM14	XIN20001213.0800.0063-E9-32
EM15	XIN20001213.0800.0063-E16-33
EM16	XIN20001213.0800.0063-E15-34
EM17	XIN20001213.0800.0063-E9-35
EM19	XIN20001213.0800.0063-E1-36
R1	XIN20001213.0800.0063-R1
R2	XIN20001213.0800.0063-R2
R3	XIN20001213.0800.0063-R3
R4	XIN20001213.0800.0063-R4
R5	XIN20001213.0800.0063-R5
R6	XIN20001213.0800.0063-R6
R7	XIN20001213.0800.0063-R7
RM1	XIN20001213.0800.0063-R1-1
RM2	XIN20001213.0800.0063-R2-1
RM3	XIN20001213.0800.0063-R3-1
RM4	XIN20001213.0800.0063-R4-1
RM5	XIN20001213.0800.0063-R5-1
RM6	XIN20001213.0800.0063-R2-2
RM7	XIN20001213.0800.0063-R7-1
V1	XIN20001213.0800.0063-EV1
V2	XIN20001213.0800.0063-EV2
VM1	XIN20001213.0800.0063-EV1-1
VM2	XIN20001213.0800.0063-EV2-1
VM3	XIN20001213.0800.0063-EV1-2
VM4	XIN20001213.0800.0063-EV1-3
VM5	XIN20001213.0800.0063-EV1-4
VM6	XIN20001213.0800.0063-EV2-2
VM7	XIN20001213.0800.0063-EV1-5
VM8	XIN20001213.0800.0063-EV2-3
Q1	XIN20001213.0800.0063-T1
Q2	XIN20001213.0800.0063-T2
Q3	XIN20001213.0800.0063-T3
Q4	XIN20001213.0800.0063-T4
Q5	XIN20001213.0800.0063-T5
