CE9	XIN20001117.0200.0026-CE1
CE11	XIN20001117.0200.0026-CE2
CE12	XIN20001117.0200.0026-CE3
CE13	XIN20001117.0200.0026-CE4
CE14	XIN20001117.0200.0026-CE5
CE16	XIN20001117.0200.0026-CE6
CE15	XIN20001117.0200.0026-CE7
CE17	XIN20001117.0200.0026-CE8
CE19	XIN20001117.0200.0026-CE9
CE18	XIN20001117.0200.0026-CE10
CE10	XIN20001117.0200.0026-CE11
CE1	XIN20001117.0200.0026-CE12
CE2	XIN20001117.0200.0026-CE13
CE3	XIN20001117.0200.0026-CE14
CE4	XIN20001117.0200.0026-CE15
CE5	XIN20001117.0200.0026-CE16
CE7	XIN20001117.0200.0026-CE17
CE6	XIN20001117.0200.0026-CE18
CE8	XIN20001117.0200.0026-CE19
E13	XIN20001117.0200.0026-E1
E14	XIN20001117.0200.0026-E2
E15	XIN20001117.0200.0026-E3
E16	XIN20001117.0200.0026-E4
E17	XIN20001117.0200.0026-E5
E18	XIN20001117.0200.0026-E6
E19	XIN20001117.0200.0026-E7
E20	XIN20001117.0200.0026-E8
E21	XIN20001117.0200.0026-E9
E22	XIN20001117.0200.0026-E10
E1	XIN20001117.0200.0026-E11
E25	XIN20001117.0200.0026-E12
E26	XIN20001117.0200.0026-E13
E28	XIN20001117.0200.0026-E14
E2	XIN20001117.0200.0026-E15
E3	XIN20001117.0200.0026-E16
E4	XIN20001117.0200.0026-E17
E27	XIN20001117.0200.0026-E18
E8	XIN20001117.0200.0026-E19
E9	XIN20001117.0200.0026-E20
E10	XIN20001117.0200.0026-E21
E11	XIN20001117.0200.0026-E22
E12	XIN20001117.0200.0026-E23
EM1	XIN20001117.0200.0026-E11-1
EM17	XIN20001117.0200.0026-E18-2
EM19	XIN20001117.0200.0026-E22-3
EM20	XIN20001117.0200.0026-E18-4
EM21	XIN20001117.0200.0026-E21-5
EM23	XIN20001117.0200.0026-E21-6
EM24	XIN20001117.0200.0026-E18-7
EM25	XIN20001117.0200.0026-E19-8
EM26	XIN20001117.0200.0026-E18-9
EM27	XIN20001117.0200.0026-E19-10
EM28	XIN20001117.0200.0026-E21-11
EM29	XIN20001117.0200.0026-E18-12
EM30	XIN20001117.0200.0026-E21-13
EM31	XIN20001117.0200.0026-E19-14
EM32	XIN20001117.0200.0026-E19-15
EM37	XIN20001117.0200.0026-E18-16
EM38	XIN20001117.0200.0026-E18-17
EM42	XIN20001117.0200.0026-E18-18
EM45	XIN20001117.0200.0026-E18-19
EM46	XIN20001117.0200.0026-E18-20
EM67	XIN20001117.0200.0026-E18-21
EM68	XIN20001117.0200.0026-E18-22
EM43	XIN20001117.0200.0026-E21-23
EM44	XIN20001117.0200.0026-E19-24
EM48	XIN20001117.0200.0026-E19-25
EM49	XIN20001117.0200.0026-E19-26
EM33	XIN20001117.0200.0026-E20-27
EM34	XIN20001117.0200.0026-E21-28
EM36	XIN20001117.0200.0026-E20-29
EM39	XIN20001117.0200.0026-E2-30
EM41	XIN20001117.0200.0026-E2-31
EM40	XIN20001117.0200.0026-E3-32
EM47	XIN20001117.0200.0026-E4-33
EM50	XIN20001117.0200.0026-E5-34
EM53	XIN20001117.0200.0026-E5-35
EM51	XIN20001117.0200.0026-E6-36
EM52	XIN20001117.0200.0026-E21-37
EM55	XIN20001117.0200.0026-E19-38
EM56	XIN20001117.0200.0026-E21-39
EM58	XIN20001117.0200.0026-E20-40
EM59	XIN20001117.0200.0026-E21-41
EM60	XIN20001117.0200.0026-E21-42
EM61	XIN20001117.0200.0026-E7-43
EM63	XIN20001117.0200.0026-E8-44
EM62	XIN20001117.0200.0026-E9-45
EM64	XIN20001117.0200.0026-E10-46
EM65	XIN20001117.0200.0026-E20-47
EM66	XIN20001117.0200.0026-E21-48
EM69	XIN20001117.0200.0026-E21-49
EM72	XIN20001117.0200.0026-E21-50
EM73	XIN20001117.0200.0026-E18-51
EM70	XIN20001117.0200.0026-E12-52
EM71	XIN20001117.0200.0026-E13-53
EM35	XIN20001117.0200.0026-E14-54
EM54	XIN20001117.0200.0026-E14-55
EM57	XIN20001117.0200.0026-E14-56
EM2	XIN20001117.0200.0026-E15-57
EM3	XIN20001117.0200.0026-E16-58
EM5	XIN20001117.0200.0026-E16-59
EM4	XIN20001117.0200.0026-E17-60
EM6	XIN20001117.0200.0026-E18-61
EM22	XIN20001117.0200.0026-E14-62
EM7	XIN20001117.0200.0026-E19-63
EM8	XIN20001117.0200.0026-E18-64
EM9	XIN20001117.0200.0026-E20-65
EM10	XIN20001117.0200.0026-E21-66
EM11	XIN20001117.0200.0026-E22-67
EM14	XIN20001117.0200.0026-E22-68
EM12	XIN20001117.0200.0026-E23-69
EM13	XIN20001117.0200.0026-E18-70
EM15	XIN20001117.0200.0026-E18-71
EM16	XIN20001117.0200.0026-E19-72
EM18	XIN20001117.0200.0026-E1-73
R1	XIN20001117.0200.0026-R1
R3	XIN20001117.0200.0026-R2
R4	XIN20001117.0200.0026-R3
R6	XIN20001117.0200.0026-R4
R7	XIN20001117.0200.0026-R5
R8	XIN20001117.0200.0026-R6
R13	XIN20001117.0200.0026-R7
R11	XIN20001117.0200.0026-R8
RM1	XIN20001117.0200.0026-R1-1
RM3	XIN20001117.0200.0026-R2-1
RM4	XIN20001117.0200.0026-R3-1
RM6	XIN20001117.0200.0026-R4-1
RM7	XIN20001117.0200.0026-R5-1
RM10	XIN20001117.0200.0026-R6-1
RM13	XIN20001117.0200.0026-R7-1
RM11	XIN20001117.0200.0026-R8-1
Q1	XIN20001117.0200.0026-T1
Q2	XIN20001117.0200.0026-T2
Q3	XIN20001117.0200.0026-T3
Q5	XIN20001117.0200.0026-V1
Q6	XIN20001117.0200.0026-T4
Q7	XIN20001117.0200.0026-T5
Q8	XIN20001117.0200.0026-T6
Q9	XIN20001117.0200.0026-T7
Q4	XIN20001117.0200.0026-T8
Q10	XIN20001117.0200.0026-T9
Q12	XIN20001117.0200.0026-T10
Q13	XIN20001117.0200.0026-T11
Q14	XIN20001117.0200.0026-T12
Q11	XIN20001117.0200.0026-V2
Q15	XIN20001117.0200.0026-V3
QM5	XIN20001117.0200.0026-V1-1
QM11	XIN20001117.0200.0026-V2-1
QM15	XIN20001117.0200.0026-V3-1
