CE10	CNN_CF_20030303.1900.05-CE1
CE8	CNN_CF_20030303.1900.05-CE2
CE11	CNN_CF_20030303.1900.05-CE3
CE12	CNN_CF_20030303.1900.05-CE4
CE13	CNN_CF_20030303.1900.05-CE5
CE14	CNN_CF_20030303.1900.05-CE6
CE15	CNN_CF_20030303.1900.05-CE7
CE16	CNN_CF_20030303.1900.05-CE8
CE17	CNN_CF_20030303.1900.05-CE9
CE18	CNN_CF_20030303.1900.05-CE10
CE19	CNN_CF_20030303.1900.05-CE11
CE20	CNN_CF_20030303.1900.05-CE12
CE21	CNN_CF_20030303.1900.05-CE13
CE22	CNN_CF_20030303.1900.05-CE14
CE4	CNN_CF_20030303.1900.05-CE15
CE23	CNN_CF_20030303.1900.05-CE16
CE24	CNN_CF_20030303.1900.05-CE17
CE28	CNN_CF_20030303.1900.05-CE18
CE29	CNN_CF_20030303.1900.05-CE19
CE27	CNN_CF_20030303.1900.05-CE20
CE26	CNN_CF_20030303.1900.05-CE21
CE25	CNN_CF_20030303.1900.05-CE22
CE30	CNN_CF_20030303.1900.05-CE23
CE31	CNN_CF_20030303.1900.05-CE24
CE33	CNN_CF_20030303.1900.05-CE25
CE34	CNN_CF_20030303.1900.05-CE26
CE35	CNN_CF_20030303.1900.05-CE27
CE37	CNN_CF_20030303.1900.05-CE28
CE38	CNN_CF_20030303.1900.05-CE29
CE39	CNN_CF_20030303.1900.05-CE30
CE40	CNN_CF_20030303.1900.05-CE31
CE41	CNN_CF_20030303.1900.05-CE32
CE42	CNN_CF_20030303.1900.05-CE33
CE43	CNN_CF_20030303.1900.05-CE34
CE44	CNN_CF_20030303.1900.05-CE35
CE45	CNN_CF_20030303.1900.05-CE36
CE46	CNN_CF_20030303.1900.05-CE37
CE47	CNN_CF_20030303.1900.05-CE38
CE48	CNN_CF_20030303.1900.05-CE39
CE49	CNN_CF_20030303.1900.05-CE40
CE50	CNN_CF_20030303.1900.05-CE41
CE51	CNN_CF_20030303.1900.05-CE42
CE54	CNN_CF_20030303.1900.05-CE43
CE55	CNN_CF_20030303.1900.05-CE44
CE56	CNN_CF_20030303.1900.05-CE45
CE57	CNN_CF_20030303.1900.05-CE46
CE58	CNN_CF_20030303.1900.05-CE47
CE59	CNN_CF_20030303.1900.05-CE48
