CE22	CNN_IP_20030405.1600.02-CE1
CE23	CNN_IP_20030405.1600.02-CE2
CE13	CNN_IP_20030405.1600.02-CE3
CE24	CNN_IP_20030405.1600.02-CE4
CE25	CNN_IP_20030405.1600.02-CE5
CE26	CNN_IP_20030405.1600.02-CE6
CE20	CNN_IP_20030405.1600.02-CE7
CE28	CNN_IP_20030405.1600.02-CE8
CE27	CNN_IP_20030405.1600.02-CE9
CE29	CNN_IP_20030405.1600.02-CE10
CE30	CNN_IP_20030405.1600.02-CE11
CE5	CNN_IP_20030405.1600.02-CE12
CE31	CNN_IP_20030405.1600.02-CE13
CE32	CNN_IP_20030405.1600.02-CE14
CE33	CNN_IP_20030405.1600.02-CE15
CE34	CNN_IP_20030405.1600.02-CE16
CE35	CNN_IP_20030405.1600.02-CE17
CE2	CNN_IP_20030405.1600.02-CE18
CE38	CNN_IP_20030405.1600.02-CE19
CE40	CNN_IP_20030405.1600.02-CE20
CE37	CNN_IP_20030405.1600.02-CE21
CE41	CNN_IP_20030405.1600.02-CE22
CE44	CNN_IP_20030405.1600.02-CE23
CE45	CNN_IP_20030405.1600.02-CE24
CE46	CNN_IP_20030405.1600.02-CE25
CE7	CNN_IP_20030405.1600.02-CE26
CE9	CNN_IP_20030405.1600.02-CE27
CE49	CNN_IP_20030405.1600.02-CE28
CE36	CNN_IP_20030405.1600.02-CE29
CE52	CNN_IP_20030405.1600.02-CE30
CE55	CNN_IP_20030405.1600.02-CE31
CE10	CNN_IP_20030405.1600.02-CE32
CE57	CNN_IP_20030405.1600.02-CE33
CE58	CNN_IP_20030405.1600.02-CE34
CE59	CNN_IP_20030405.1600.02-CE35
CE53	CNN_IP_20030405.1600.02-CE36
CE60	CNN_IP_20030405.1600.02-CE37
CE4	CNN_IP_20030405.1600.02-CE38
CE61	CNN_IP_20030405.1600.02-CE39
CE62	CNN_IP_20030405.1600.02-CE40
CE63	CNN_IP_20030405.1600.02-CE41
CE64	CNN_IP_20030405.1600.02-CE42
CE66	CNN_IP_20030405.1600.02-CE43
CE11	CNN_IP_20030405.1600.02-CE44
CE67	CNN_IP_20030405.1600.02-CE45
CE68	CNN_IP_20030405.1600.02-CE46
CE6	CNN_IP_20030405.1600.02-CE47
CE71	CNN_IP_20030405.1600.02-CE48
CE14	CNN_IP_20030405.1600.02-CE49
CE72	CNN_IP_20030405.1600.02-CE50
CE73	CNN_IP_20030405.1600.02-CE51
CE85	CNN_IP_20030405.1600.02-CE52
