CE14	CNN_CF_20030305.1900.06-2-CE1
CE15	CNN_CF_20030305.1900.06-2-CE2
CE16	CNN_CF_20030305.1900.06-2-CE3
CE17	CNN_CF_20030305.1900.06-2-CE4
CE18	CNN_CF_20030305.1900.06-2-CE5
CE19	CNN_CF_20030305.1900.06-2-CE6
CE20	CNN_CF_20030305.1900.06-2-CE7
CE21	CNN_CF_20030305.1900.06-2-CE8
CE22	CNN_CF_20030305.1900.06-2-CE9
CE23	CNN_CF_20030305.1900.06-2-CE10
CE33	CNN_CF_20030305.1900.06-2-CE11
CE26	CNN_CF_20030305.1900.06-2-CE12
CE27	CNN_CF_20030305.1900.06-2-CE13
CE24	CNN_CF_20030305.1900.06-2-CE14
CE28	CNN_CF_20030305.1900.06-2-CE15
CE29	CNN_CF_20030305.1900.06-2-CE16
CE30	CNN_CF_20030305.1900.06-2-CE17
CE31	CNN_CF_20030305.1900.06-2-CE18
CE25	CNN_CF_20030305.1900.06-2-CE19
CE10	CNN_CF_20030305.1900.06-2-CE20
CE11	CNN_CF_20030305.1900.06-2-CE21
CE1	CNN_CF_20030305.1900.06-2-CE22
CE32	CNN_CF_20030305.1900.06-2-CE23
CE2	CNN_CF_20030305.1900.06-2-CE24
CE3	CNN_CF_20030305.1900.06-2-CE25
CE4	CNN_CF_20030305.1900.06-2-CE26
CE5	CNN_CF_20030305.1900.06-2-CE27
CE6	CNN_CF_20030305.1900.06-2-CE28
CE7	CNN_CF_20030305.1900.06-2-CE29
CE8	CNN_CF_20030305.1900.06-2-CE30
CE9	CNN_CF_20030305.1900.06-2-CE31
CE12	CNN_CF_20030305.1900.06-2-CE32
CE13	CNN_CF_20030305.1900.06-2-CE33
E14	CNN_CF_20030305.1900.06-2-E1
E15	CNN_CF_20030305.1900.06-2-E2
E16	CNN_CF_20030305.1900.06-2-E3
E17	CNN_CF_20030305.1900.06-2-E4
E18	CNN_CF_20030305.1900.06-2-E5
E19	CNN_CF_20030305.1900.06-2-E6
E20	CNN_CF_20030305.1900.06-2-E7
E21	CNN_CF_20030305.1900.06-2-E8
E22	CNN_CF_20030305.1900.06-2-E9
E23	CNN_CF_20030305.1900.06-2-E10
E46	CNN_CF_20030305.1900.06-2-E11
E26	CNN_CF_20030305.1900.06-2-E12
E27	CNN_CF_20030305.1900.06-2-E13
E28	CNN_CF_20030305.1900.06-2-E14
E29	CNN_CF_20030305.1900.06-2-E15
E30	CNN_CF_20030305.1900.06-2-E16
E31	CNN_CF_20030305.1900.06-2-E17
E42	CNN_CF_20030305.1900.06-2-E18
E1	CNN_CF_20030305.1900.06-2-E19
E34	CNN_CF_20030305.1900.06-2-E20
E35	CNN_CF_20030305.1900.06-2-E21
E38	CNN_CF_20030305.1900.06-2-E22
