CE16	CNN_IP_20030405.1600.00-2-CE1
CE17	CNN_IP_20030405.1600.00-2-CE2
CE18	CNN_IP_20030405.1600.00-2-CE3
CE20	CNN_IP_20030405.1600.00-2-CE4
CE22	CNN_IP_20030405.1600.00-2-CE5
CE23	CNN_IP_20030405.1600.00-2-CE6
CE7	CNN_IP_20030405.1600.00-2-CE7
CE27	CNN_IP_20030405.1600.00-2-CE8
CE28	CNN_IP_20030405.1600.00-2-CE9
CE29	CNN_IP_20030405.1600.00-2-CE10
CE30	CNN_IP_20030405.1600.00-2-CE11
CE31	CNN_IP_20030405.1600.00-2-CE12
CE32	CNN_IP_20030405.1600.00-2-CE13
CE8	CNN_IP_20030405.1600.00-2-CE14
CE21	CNN_IP_20030405.1600.00-2-CE15
CE38	CNN_IP_20030405.1600.00-2-CE16
CE39	CNN_IP_20030405.1600.00-2-CE17
CE40	CNN_IP_20030405.1600.00-2-CE18
CE41	CNN_IP_20030405.1600.00-2-CE19
CE25	CNN_IP_20030405.1600.00-2-CE20
CE75	CNN_IP_20030405.1600.00-2-CE21
CE42	CNN_IP_20030405.1600.00-2-CE22
CE43	CNN_IP_20030405.1600.00-2-CE23
CE24	CNN_IP_20030405.1600.00-2-CE24
CE1	CNN_IP_20030405.1600.00-2-CE25
CE4	CNN_IP_20030405.1600.00-2-CE26
CE44	CNN_IP_20030405.1600.00-2-CE27
CE45	CNN_IP_20030405.1600.00-2-CE28
CE46	CNN_IP_20030405.1600.00-2-CE29
CE48	CNN_IP_20030405.1600.00-2-CE30
CE49	CNN_IP_20030405.1600.00-2-CE31
CE51	CNN_IP_20030405.1600.00-2-CE32
CE52	CNN_IP_20030405.1600.00-2-CE33
CE54	CNN_IP_20030405.1600.00-2-CE34
CE57	CNN_IP_20030405.1600.00-2-CE35
CE58	CNN_IP_20030405.1600.00-2-CE36
CE33	CNN_IP_20030405.1600.00-2-CE37
CE9	CNN_IP_20030405.1600.00-2-CE38
CE34	CNN_IP_20030405.1600.00-2-CE39
CE59	CNN_IP_20030405.1600.00-2-CE40
CE35	CNN_IP_20030405.1600.00-2-CE41
CE61	CNN_IP_20030405.1600.00-2-CE42
CE62	CNN_IP_20030405.1600.00-2-CE43
CE63	CNN_IP_20030405.1600.00-2-CE44
CE64	CNN_IP_20030405.1600.00-2-CE45
CE65	CNN_IP_20030405.1600.00-2-CE46
CE66	CNN_IP_20030405.1600.00-2-CE47
CE67	CNN_IP_20030405.1600.00-2-CE48
CE68	CNN_IP_20030405.1600.00-2-CE49
CE36	CNN_IP_20030405.1600.00-2-CE50
CE77	CNN_IP_20030405.1600.00-2-CE51
CE53	CNN_IP_20030405.1600.00-2-CE52
CE69	CNN_IP_20030405.1600.00-2-CE53
CE70	CNN_IP_20030405.1600.00-2-CE54
CE50	CNN_IP_20030405.1600.00-2-CE55
CE26	CNN_IP_20030405.1600.00-2-CE56
CE71	CNN_IP_20030405.1600.00-2-CE57
CE3	CNN_IP_20030405.1600.00-2-CE58
CE72	CNN_IP_20030405.1600.00-2-CE59
CE5	CNN_IP_20030405.1600.00-2-CE60
CE73	CNN_IP_20030405.1600.00-2-CE61
CE6	CNN_IP_20030405.1600.00-2-CE62
CE74	CNN_IP_20030405.1600.00-2-CE63
CE19	CNN_IP_20030405.1600.00-2-CE64
CE10	CNN_IP_20030405.1600.00-2-CE65
CE37	CNN_IP_20030405.1600.00-2-CE66
CE11	CNN_IP_20030405.1600.00-2-CE67
CE47	CNN_IP_20030405.1600.00-2-CE68
CE55	CNN_IP_20030405.1600.00-2-CE69
CE56	CNN_IP_20030405.1600.00-2-CE70
CE60	CNN_IP_20030405.1600.00-2-CE71
CE2	CNN_IP_20030405.1600.00-2-CE72
CE12	CNN_IP_20030405.1600.00-2-CE73
CE13	CNN_IP_20030405.1600.00-2-CE74
CE14	CNN_IP_20030405.1600.00-2-CE75
E16	CNN_IP_20030405.1600.00-2-E1
E17	CNN_IP_20030405.1600.00-2-E2
E18	CNN_IP_20030405.1600.00-2-E3
E19	CNN_IP_20030405.1600.00-2-E4
E20	CNN_IP_20030405.1600.00-2-E5
E22	CNN_IP_20030405.1600.00-2-E6
E24	CNN_IP_20030405.1600.00-2-E7
E26	CNN_IP_20030405.1600.00-2-E8
