CE17	CNN_IP_20030414.1600.04-CE1
CE18	CNN_IP_20030414.1600.04-CE2
CE2	CNN_IP_20030414.1600.04-CE3
CE21	CNN_IP_20030414.1600.04-CE4
CE22	CNN_IP_20030414.1600.04-CE5
CE23	CNN_IP_20030414.1600.04-CE6
CE1	CNN_IP_20030414.1600.04-CE7
CE24	CNN_IP_20030414.1600.04-CE8
CE26	CNN_IP_20030414.1600.04-CE9
CE27	CNN_IP_20030414.1600.04-CE10
CE28	CNN_IP_20030414.1600.04-CE11
CE30	CNN_IP_20030414.1600.04-CE12
CE32	CNN_IP_20030414.1600.04-CE13
CE33	CNN_IP_20030414.1600.04-CE14
CE34	CNN_IP_20030414.1600.04-CE15
CE35	CNN_IP_20030414.1600.04-CE16
CE56	CNN_IP_20030414.1600.04-CE17
CE37	CNN_IP_20030414.1600.04-CE18
CE38	CNN_IP_20030414.1600.04-CE19
CE40	CNN_IP_20030414.1600.04-CE20
CE41	CNN_IP_20030414.1600.04-CE21
CE3	CNN_IP_20030414.1600.04-CE22
CE43	CNN_IP_20030414.1600.04-CE23
CE44	CNN_IP_20030414.1600.04-CE24
CE57	CNN_IP_20030414.1600.04-CE25
CE58	CNN_IP_20030414.1600.04-CE26
CE45	CNN_IP_20030414.1600.04-CE27
CE36	CNN_IP_20030414.1600.04-CE28
CE46	CNN_IP_20030414.1600.04-CE29
CE47	CNN_IP_20030414.1600.04-CE30
CE48	CNN_IP_20030414.1600.04-CE31
CE49	CNN_IP_20030414.1600.04-CE32
CE51	CNN_IP_20030414.1600.04-CE33
CE50	CNN_IP_20030414.1600.04-CE34
CE53	CNN_IP_20030414.1600.04-CE35
CE13	CNN_IP_20030414.1600.04-CE36
CE52	CNN_IP_20030414.1600.04-CE37
CE54	CNN_IP_20030414.1600.04-CE38
CE59	CNN_IP_20030414.1600.04-CE39
CE60	CNN_IP_20030414.1600.04-CE40
CE16	CNN_IP_20030414.1600.04-CE41
CE61	CNN_IP_20030414.1600.04-CE42
CE4	CNN_IP_20030414.1600.04-CE43
CE29	CNN_IP_20030414.1600.04-CE44
CE39	CNN_IP_20030414.1600.04-CE45
CE42	CNN_IP_20030414.1600.04-CE46
CE55	CNN_IP_20030414.1600.04-CE47
CE19	CNN_IP_20030414.1600.04-CE48
CE31	CNN_IP_20030414.1600.04-CE49
CE25	CNN_IP_20030414.1600.04-CE50
CE6	CNN_IP_20030414.1600.04-CE51
CE5	CNN_IP_20030414.1600.04-CE52
CE7	CNN_IP_20030414.1600.04-CE53
CE8	CNN_IP_20030414.1600.04-CE54
CE9	CNN_IP_20030414.1600.04-CE55
CE10	CNN_IP_20030414.1600.04-CE56
CE11	CNN_IP_20030414.1600.04-CE57
CE12	CNN_IP_20030414.1600.04-CE58
CE14	CNN_IP_20030414.1600.04-CE59
CE15	CNN_IP_20030414.1600.04-CE60
E15	CNN_IP_20030414.1600.04-E1
E16	CNN_IP_20030414.1600.04-E2
E18	CNN_IP_20030414.1600.04-E3
E19	CNN_IP_20030414.1600.04-E4
E20	CNN_IP_20030414.1600.04-E5
E21	CNN_IP_20030414.1600.04-E6
E22	CNN_IP_20030414.1600.04-E7
