CE13	CNN_CF_20030305.1900.06-1-CE1
CE14	CNN_CF_20030305.1900.06-1-CE2
CE15	CNN_CF_20030305.1900.06-1-CE3
CE16	CNN_CF_20030305.1900.06-1-CE4
CE17	CNN_CF_20030305.1900.06-1-CE5
CE22	CNN_CF_20030305.1900.06-1-CE6
CE20	CNN_CF_20030305.1900.06-1-CE7
CE23	CNN_CF_20030305.1900.06-1-CE8
CE24	CNN_CF_20030305.1900.06-1-CE9
CE25	CNN_CF_20030305.1900.06-1-CE10
CE26	CNN_CF_20030305.1900.06-1-CE11
CE27	CNN_CF_20030305.1900.06-1-CE12
CE28	CNN_CF_20030305.1900.06-1-CE13
CE21	CNN_CF_20030305.1900.06-1-CE14
CE29	CNN_CF_20030305.1900.06-1-CE15
CE19	CNN_CF_20030305.1900.06-1-CE16
CE30	CNN_CF_20030305.1900.06-1-CE17
CE1	CNN_CF_20030305.1900.06-1-CE18
CE31	CNN_CF_20030305.1900.06-1-CE19
CE4	CNN_CF_20030305.1900.06-1-CE20
CE12	CNN_CF_20030305.1900.06-1-CE21
CE18	CNN_CF_20030305.1900.06-1-CE22
CE2	CNN_CF_20030305.1900.06-1-CE23
CE3	CNN_CF_20030305.1900.06-1-CE24
CE6	CNN_CF_20030305.1900.06-1-CE25
CE5	CNN_CF_20030305.1900.06-1-CE26
CE7	CNN_CF_20030305.1900.06-1-CE27
CE8	CNN_CF_20030305.1900.06-1-CE28
CE9	CNN_CF_20030305.1900.06-1-CE29
CE10	CNN_CF_20030305.1900.06-1-CE30
CE11	CNN_CF_20030305.1900.06-1-CE31
E12	CNN_CF_20030305.1900.06-1-E1
E13	CNN_CF_20030305.1900.06-1-E2
E14	CNN_CF_20030305.1900.06-1-E3
E15	CNN_CF_20030305.1900.06-1-E4
E16	CNN_CF_20030305.1900.06-1-E5
E17	CNN_CF_20030305.1900.06-1-E6
E18	CNN_CF_20030305.1900.06-1-E7
E19	CNN_CF_20030305.1900.06-1-E8
E21	CNN_CF_20030305.1900.06-1-E9
E22	CNN_CF_20030305.1900.06-1-E10
E23	CNN_CF_20030305.1900.06-1-E11
E26	CNN_CF_20030305.1900.06-1-E12
E27	CNN_CF_20030305.1900.06-1-E13
E28	CNN_CF_20030305.1900.06-1-E14
E29	CNN_CF_20030305.1900.06-1-E15
E30	CNN_CF_20030305.1900.06-1-E16
E1	CNN_CF_20030305.1900.06-1-E17
E31	CNN_CF_20030305.1900.06-1-E18
E32	CNN_CF_20030305.1900.06-1-E19
E33	CNN_CF_20030305.1900.06-1-E20
E34	CNN_CF_20030305.1900.06-1-E21
E35	CNN_CF_20030305.1900.06-1-E22
E36	CNN_CF_20030305.1900.06-1-E23
E38	CNN_CF_20030305.1900.06-1-E24
E39	CNN_CF_20030305.1900.06-1-E25
E40	CNN_CF_20030305.1900.06-1-E26
E2	CNN_CF_20030305.1900.06-1-E27
E3	CNN_CF_20030305.1900.06-1-E28
E5	CNN_CF_20030305.1900.06-1-E29
E6	CNN_CF_20030305.1900.06-1-E30
E7	CNN_CF_20030305.1900.06-1-E31
E8	CNN_CF_20030305.1900.06-1-E32
