CE12	CNN_IP_20030410.1600.03-1-CE1
CE13	CNN_IP_20030410.1600.03-1-CE2
CE3	CNN_IP_20030410.1600.03-1-CE3
CE14	CNN_IP_20030410.1600.03-1-CE4
CE15	CNN_IP_20030410.1600.03-1-CE5
CE16	CNN_IP_20030410.1600.03-1-CE6
CE18	CNN_IP_20030410.1600.03-1-CE7
CE19	CNN_IP_20030410.1600.03-1-CE8
CE20	CNN_IP_20030410.1600.03-1-CE9
CE21	CNN_IP_20030410.1600.03-1-CE10
CE22	CNN_IP_20030410.1600.03-1-CE11
CE23	CNN_IP_20030410.1600.03-1-CE12
CE24	CNN_IP_20030410.1600.03-1-CE13
CE25	CNN_IP_20030410.1600.03-1-CE14
CE26	CNN_IP_20030410.1600.03-1-CE15
CE27	CNN_IP_20030410.1600.03-1-CE16
CE28	CNN_IP_20030410.1600.03-1-CE17
CE29	CNN_IP_20030410.1600.03-1-CE18
CE30	CNN_IP_20030410.1600.03-1-CE19
CE31	CNN_IP_20030410.1600.03-1-CE20
CE38	CNN_IP_20030410.1600.03-1-CE21
CE39	CNN_IP_20030410.1600.03-1-CE22
CE40	CNN_IP_20030410.1600.03-1-CE23
CE32	CNN_IP_20030410.1600.03-1-CE24
CE33	CNN_IP_20030410.1600.03-1-CE25
CE34	CNN_IP_20030410.1600.03-1-CE26
CE35	CNN_IP_20030410.1600.03-1-CE27
CE1	CNN_IP_20030410.1600.03-1-CE28
CE36	CNN_IP_20030410.1600.03-1-CE29
CE4	CNN_IP_20030410.1600.03-1-CE30
CE37	CNN_IP_20030410.1600.03-1-CE31
CE17	CNN_IP_20030410.1600.03-1-CE32
CE41	CNN_IP_20030410.1600.03-1-CE33
CE5	CNN_IP_20030410.1600.03-1-CE34
CE6	CNN_IP_20030410.1600.03-1-CE35
CE2	CNN_IP_20030410.1600.03-1-CE36
CE7	CNN_IP_20030410.1600.03-1-CE37
CE8	CNN_IP_20030410.1600.03-1-CE38
CE9	CNN_IP_20030410.1600.03-1-CE39
CE10	CNN_IP_20030410.1600.03-1-CE40
CE11	CNN_IP_20030410.1600.03-1-CE41
E14	CNN_IP_20030410.1600.03-1-E1
E15	CNN_IP_20030410.1600.03-1-E2
E17	CNN_IP_20030410.1600.03-1-E3
E18	CNN_IP_20030410.1600.03-1-E4
E19	CNN_IP_20030410.1600.03-1-E5
E20	CNN_IP_20030410.1600.03-1-E6
E21	CNN_IP_20030410.1600.03-1-E7
E22	CNN_IP_20030410.1600.03-1-E8
E23	CNN_IP_20030410.1600.03-1-E9
E24	CNN_IP_20030410.1600.03-1-E10
E25	CNN_IP_20030410.1600.03-1-E11
E26	CNN_IP_20030410.1600.03-1-E12
E27	CNN_IP_20030410.1600.03-1-E13
E29	CNN_IP_20030410.1600.03-1-E14
E30	CNN_IP_20030410.1600.03-1-E15
E31	CNN_IP_20030410.1600.03-1-E16
E32	CNN_IP_20030410.1600.03-1-E17
E33	CNN_IP_20030410.1600.03-1-E18
E34	CNN_IP_20030410.1600.03-1-E19
E35	CNN_IP_20030410.1600.03-1-E20
E36	CNN_IP_20030410.1600.03-1-E21
E37	CNN_IP_20030410.1600.03-1-E22
E1	CNN_IP_20030410.1600.03-1-E23
E38	CNN_IP_20030410.1600.03-1-E24
E39	CNN_IP_20030410.1600.03-1-E25
E40	CNN_IP_20030410.1600.03-1-E26
E58	CNN_IP_20030410.1600.03-1-E27
E59	CNN_IP_20030410.1600.03-1-E28
E60	CNN_IP_20030410.1600.03-1-E29
E43	CNN_IP_20030410.1600.03-1-E30
E44	CNN_IP_20030410.1600.03-1-E31
E45	CNN_IP_20030410.1600.03-1-E32
E46	CNN_IP_20030410.1600.03-1-E33
E47	CNN_IP_20030410.1600.03-1-E34
E49	CNN_IP_20030410.1600.03-1-E35
E50	CNN_IP_20030410.1600.03-1-E36
E54	CNN_IP_20030410.1600.03-1-E37
E52	CNN_IP_20030410.1600.03-1-E38
E61	CNN_IP_20030410.1600.03-1-E39
E55	CNN_IP_20030410.1600.03-1-E40
E56	CNN_IP_20030410.1600.03-1-E41
E57	CNN_IP_20030410.1600.03-1-E42
E2	CNN_IP_20030410.1600.03-1-E43
E3	CNN_IP_20030410.1600.03-1-E44
E5	CNN_IP_20030410.1600.03-1-E45
E6	CNN_IP_20030410.1600.03-1-E46
E7	CNN_IP_20030410.1600.03-1-E47
E9	CNN_IP_20030410.1600.03-1-E48
E10	CNN_IP_20030410.1600.03-1-E49
E11	CNN_IP_20030410.1600.03-1-E50
E12	CNN_IP_20030410.1600.03-1-E51
E13	CNN_IP_20030410.1600.03-1-E52
EM1	CNN_IP_20030410.1600.03-1-E23-1
EM19	CNN_IP_20030410.1600.03-1-E2-2
EM20	CNN_IP_20030410.1600.03-1-E3-3
EM21	CNN_IP_20030410.1600.03-1-E4-4
EM22	CNN_IP_20030410.1600.03-1-E5-5
EM24	CNN_IP_20030410.1600.03-1-E5-6
EM23	CNN_IP_20030410.1600.03-1-E23-7
EM25	CNN_IP_20030410.1600.03-1-E49-8
EM26	CNN_IP_20030410.1600.03-1-E6-9
EM28	CNN_IP_20030410.1600.03-1-E7-10
EM29	CNN_IP_20030410.1600.03-1-E8-11
EM30	CNN_IP_20030410.1600.03-1-E8-12
EM31	CNN_IP_20030410.1600.03-1-E9-13
EM32	CNN_IP_20030410.1600.03-1-E10-14
EM33	CNN_IP_20030410.1600.03-1-E11-15
EM34	CNN_IP_20030410.1600.03-1-E7-16
EM35	CNN_IP_20030410.1600.03-1-E7-17
EM36	CNN_IP_20030410.1600.03-1-E12-18
EM37	CNN_IP_20030410.1600.03-1-E13-19
EM38	CNN_IP_20030410.1600.03-1-E14-20
EM39	CNN_IP_20030410.1600.03-1-E14-21
EM42	CNN_IP_20030410.1600.03-1-E15-22
EM43	CNN_IP_20030410.1600.03-1-E8-23
EM45	CNN_IP_20030410.1600.03-1-E16-24
EM46	CNN_IP_20030410.1600.03-1-E17-25
EM47	CNN_IP_20030410.1600.03-1-E14-26
EM48	CNN_IP_20030410.1600.03-1-E7-27
EM49	CNN_IP_20030410.1600.03-1-E14-28
EM50	CNN_IP_20030410.1600.03-1-E14-29
EM51	CNN_IP_20030410.1600.03-1-E7-30
EM52	CNN_IP_20030410.1600.03-1-E18-31
EM53	CNN_IP_20030410.1600.03-1-E19-32
EM54	CNN_IP_20030410.1600.03-1-E20-33
EM55	CNN_IP_20030410.1600.03-1-E21-34
EM56	CNN_IP_20030410.1600.03-1-E22-35
EM57	CNN_IP_20030410.1600.03-1-E22-36
EM58	CNN_IP_20030410.1600.03-1-E24-37
EM59	CNN_IP_20030410.1600.03-1-E10-38
EM60	CNN_IP_20030410.1600.03-1-E20-39
EM61	CNN_IP_20030410.1600.03-1-E25-40
EM63	CNN_IP_20030410.1600.03-1-E26-41
EM64	CNN_IP_20030410.1600.03-1-E11-42
EM82	CNN_IP_20030410.1600.03-1-E27-43
EM83	CNN_IP_20030410.1600.03-1-E28-44
EM68	CNN_IP_20030410.1600.03-1-E22-45
EM69	CNN_IP_20030410.1600.03-1-E11-46
EM70	CNN_IP_20030410.1600.03-1-E26-47
EM72	CNN_IP_20030410.1600.03-1-E30-48
EM73	CNN_IP_20030410.1600.03-1-E31-49
EM74	CNN_IP_20030410.1600.03-1-E32-50
EM75	CNN_IP_20030410.1600.03-1-E33-51
EM76	CNN_IP_20030410.1600.03-1-E34-52
EM77	CNN_IP_20030410.1600.03-1-E35-53
EM78	CNN_IP_20030410.1600.03-1-E36-54
EM79	CNN_IP_20030410.1600.03-1-E47-55
EM27	CNN_IP_20030410.1600.03-1-E37-56
EM80	CNN_IP_20030410.1600.03-1-E38-57
EM81	CNN_IP_20030410.1600.03-1-E23-58
EM84	CNN_IP_20030410.1600.03-1-E29-59
EM2	CNN_IP_20030410.1600.03-1-E43-60
EM44	CNN_IP_20030410.1600.03-1-E7-61
EM62	CNN_IP_20030410.1600.03-1-E20-62
EM40	CNN_IP_20030410.1600.03-1-E7-63
EM41	CNN_IP_20030410.1600.03-1-E40-64
EM85	CNN_IP_20030410.1600.03-1-E39-65
EM65	CNN_IP_20030410.1600.03-1-E20-66
EM66	CNN_IP_20030410.1600.03-1-E41-67
EM67	CNN_IP_20030410.1600.03-1-E42-68
EM71	CNN_IP_20030410.1600.03-1-E20-69
EM3	CNN_IP_20030410.1600.03-1-E44-70
EM4	CNN_IP_20030410.1600.03-1-E45-71
EM5	CNN_IP_20030410.1600.03-1-E23-72
EM6	CNN_IP_20030410.1600.03-1-E46-73
EM7	CNN_IP_20030410.1600.03-1-E47-74
EM8	CNN_IP_20030410.1600.03-1-E48-75
EM9	CNN_IP_20030410.1600.03-1-E23-76
EM10	CNN_IP_20030410.1600.03-1-E49-77
EM11	CNN_IP_20030410.1600.03-1-E50-78
EM12	CNN_IP_20030410.1600.03-1-E51-79
EM13	CNN_IP_20030410.1600.03-1-E51-80
EM14	CNN_IP_20030410.1600.03-1-E49-81
EM15	CNN_IP_20030410.1600.03-1-E23-82
EM16	CNN_IP_20030410.1600.03-1-E23-83
EM17	CNN_IP_20030410.1600.03-1-E52-84
EM18	CNN_IP_20030410.1600.03-1-E1-85
R1	CNN_IP_20030410.1600.03-1-R1
R2	CNN_IP_20030410.1600.03-1-R2
R3	CNN_IP_20030410.1600.03-1-R3
R4	CNN_IP_20030410.1600.03-1-R4
R5	CNN_IP_20030410.1600.03-1-R5
R6	CNN_IP_20030410.1600.03-1-R6
R8	CNN_IP_20030410.1600.03-1-R7
R9	CNN_IP_20030410.1600.03-1-R8
R10	CNN_IP_20030410.1600.03-1-R9
R11	CNN_IP_20030410.1600.03-1-R10
R12	CNN_IP_20030410.1600.03-1-R11
R13	CNN_IP_20030410.1600.03-1-R12
R14	CNN_IP_20030410.1600.03-1-R13
R15	CNN_IP_20030410.1600.03-1-R14
R16	CNN_IP_20030410.1600.03-1-R15
R17	CNN_IP_20030410.1600.03-1-R16
R18	CNN_IP_20030410.1600.03-1-R17
R7	CNN_IP_20030410.1600.03-1-R18
RM1	CNN_IP_20030410.1600.03-1-R1-1
RM2	CNN_IP_20030410.1600.03-1-R2-1
RM3	CNN_IP_20030410.1600.03-1-R3-1
RM4	CNN_IP_20030410.1600.03-1-R4-1
RM5	CNN_IP_20030410.1600.03-1-R5-1
RM6	CNN_IP_20030410.1600.03-1-R6-1
RM8	CNN_IP_20030410.1600.03-1-R7-1
RM9	CNN_IP_20030410.1600.03-1-R8-1
RM10	CNN_IP_20030410.1600.03-1-R9-1
RM11	CNN_IP_20030410.1600.03-1-R10-1
RM12	CNN_IP_20030410.1600.03-1-R11-1
RM13	CNN_IP_20030410.1600.03-1-R12-1
RM14	CNN_IP_20030410.1600.03-1-R13-1
RM15	CNN_IP_20030410.1600.03-1-R14-1
RM16	CNN_IP_20030410.1600.03-1-R15-1
RM17	CNN_IP_20030410.1600.03-1-R16-1
RM18	CNN_IP_20030410.1600.03-1-R17-1
RM7	CNN_IP_20030410.1600.03-1-R18-1
V1	CNN_IP_20030410.1600.03-1-EV1
V3	CNN_IP_20030410.1600.03-1-EV2
V4	CNN_IP_20030410.1600.03-1-EV3
V5	CNN_IP_20030410.1600.03-1-EV4
