CE12	CNN_IP_20030402.1600.02-1-CE1
CE13	CNN_IP_20030402.1600.02-1-CE2
CE14	CNN_IP_20030402.1600.02-1-CE3
CE44	CNN_IP_20030402.1600.02-1-CE4
CE15	CNN_IP_20030402.1600.02-1-CE5
CE16	CNN_IP_20030402.1600.02-1-CE6
CE17	CNN_IP_20030402.1600.02-1-CE7
CE18	CNN_IP_20030402.1600.02-1-CE8
CE19	CNN_IP_20030402.1600.02-1-CE9
CE20	CNN_IP_20030402.1600.02-1-CE10
CE50	CNN_IP_20030402.1600.02-1-CE11
CE52	CNN_IP_20030402.1600.02-1-CE12
CE1	CNN_IP_20030402.1600.02-1-CE13
CE30	CNN_IP_20030402.1600.02-1-CE14
CE23	CNN_IP_20030402.1600.02-1-CE15
CE3	CNN_IP_20030402.1600.02-1-CE16
CE24	CNN_IP_20030402.1600.02-1-CE17
CE25	CNN_IP_20030402.1600.02-1-CE18
CE26	CNN_IP_20030402.1600.02-1-CE19
CE27	CNN_IP_20030402.1600.02-1-CE20
CE28	CNN_IP_20030402.1600.02-1-CE21
CE53	CNN_IP_20030402.1600.02-1-CE22
CE32	CNN_IP_20030402.1600.02-1-CE23
CE33	CNN_IP_20030402.1600.02-1-CE24
CE34	CNN_IP_20030402.1600.02-1-CE25
CE35	CNN_IP_20030402.1600.02-1-CE26
CE36	CNN_IP_20030402.1600.02-1-CE27
CE37	CNN_IP_20030402.1600.02-1-CE28
CE39	CNN_IP_20030402.1600.02-1-CE29
CE38	CNN_IP_20030402.1600.02-1-CE30
CE21	CNN_IP_20030402.1600.02-1-CE31
CE40	CNN_IP_20030402.1600.02-1-CE32
CE4	CNN_IP_20030402.1600.02-1-CE33
CE41	CNN_IP_20030402.1600.02-1-CE34
CE29	CNN_IP_20030402.1600.02-1-CE35
CE42	CNN_IP_20030402.1600.02-1-CE36
CE31	CNN_IP_20030402.1600.02-1-CE37
CE43	CNN_IP_20030402.1600.02-1-CE38
CE54	CNN_IP_20030402.1600.02-1-CE39
CE45	CNN_IP_20030402.1600.02-1-CE40
CE51	CNN_IP_20030402.1600.02-1-CE41
CE46	CNN_IP_20030402.1600.02-1-CE42
CE47	CNN_IP_20030402.1600.02-1-CE43
CE48	CNN_IP_20030402.1600.02-1-CE44
CE49	CNN_IP_20030402.1600.02-1-CE45
CE55	CNN_IP_20030402.1600.02-1-CE46
CE5	CNN_IP_20030402.1600.02-1-CE47
CE6	CNN_IP_20030402.1600.02-1-CE48
CE56	CNN_IP_20030402.1600.02-1-CE49
CE57	CNN_IP_20030402.1600.02-1-CE50
CE2	CNN_IP_20030402.1600.02-1-CE51
CE7	CNN_IP_20030402.1600.02-1-CE52
CE8	CNN_IP_20030402.1600.02-1-CE53
CE10	CNN_IP_20030402.1600.02-1-CE54
CE9	CNN_IP_20030402.1600.02-1-CE55
CE11	CNN_IP_20030402.1600.02-1-CE56
CE22	CNN_IP_20030402.1600.02-1-CE57
E15	CNN_IP_20030402.1600.02-1-E1
E16	CNN_IP_20030402.1600.02-1-E2
E17	CNN_IP_20030402.1600.02-1-E3
E18	CNN_IP_20030402.1600.02-1-E4
E104	CNN_IP_20030402.1600.02-1-E5
E21	CNN_IP_20030402.1600.02-1-E6
E24	CNN_IP_20030402.1600.02-1-E7
E25	CNN_IP_20030402.1600.02-1-E8
