CE21	CNN_IP_20030408.1600.04-CE1
CE12	CNN_IP_20030408.1600.04-CE2
CE22	CNN_IP_20030408.1600.04-CE3
CE23	CNN_IP_20030408.1600.04-CE4
CE25	CNN_IP_20030408.1600.04-CE5
CE26	CNN_IP_20030408.1600.04-CE6
CE27	CNN_IP_20030408.1600.04-CE7
CE28	CNN_IP_20030408.1600.04-CE8
CE29	CNN_IP_20030408.1600.04-CE9
CE30	CNN_IP_20030408.1600.04-CE10
CE31	CNN_IP_20030408.1600.04-CE11
CE32	CNN_IP_20030408.1600.04-CE12
CE3	CNN_IP_20030408.1600.04-CE13
CE34	CNN_IP_20030408.1600.04-CE14
CE1	CNN_IP_20030408.1600.04-CE15
CE36	CNN_IP_20030408.1600.04-CE16
CE37	CNN_IP_20030408.1600.04-CE17
CE38	CNN_IP_20030408.1600.04-CE18
CE39	CNN_IP_20030408.1600.04-CE19
CE40	CNN_IP_20030408.1600.04-CE20
CE41	CNN_IP_20030408.1600.04-CE21
CE42	CNN_IP_20030408.1600.04-CE22
CE43	CNN_IP_20030408.1600.04-CE23
CE44	CNN_IP_20030408.1600.04-CE24
CE45	CNN_IP_20030408.1600.04-CE25
CE46	CNN_IP_20030408.1600.04-CE26
CE47	CNN_IP_20030408.1600.04-CE27
CE48	CNN_IP_20030408.1600.04-CE28
CE49	CNN_IP_20030408.1600.04-CE29
CE50	CNN_IP_20030408.1600.04-CE30
CE52	CNN_IP_20030408.1600.04-CE31
CE10	CNN_IP_20030408.1600.04-CE32
CE53	CNN_IP_20030408.1600.04-CE33
CE9	CNN_IP_20030408.1600.04-CE34
CE54	CNN_IP_20030408.1600.04-CE35
CE55	CNN_IP_20030408.1600.04-CE36
CE56	CNN_IP_20030408.1600.04-CE37
CE57	CNN_IP_20030408.1600.04-CE38
CE59	CNN_IP_20030408.1600.04-CE39
CE60	CNN_IP_20030408.1600.04-CE40
CE61	CNN_IP_20030408.1600.04-CE41
CE63	CNN_IP_20030408.1600.04-CE42
CE4	CNN_IP_20030408.1600.04-CE43
CE64	CNN_IP_20030408.1600.04-CE44
CE81	CNN_IP_20030408.1600.04-CE45
CE65	CNN_IP_20030408.1600.04-CE46
CE66	CNN_IP_20030408.1600.04-CE47
CE5	CNN_IP_20030408.1600.04-CE48
CE67	CNN_IP_20030408.1600.04-CE49
CE68	CNN_IP_20030408.1600.04-CE50
CE69	CNN_IP_20030408.1600.04-CE51
CE70	CNN_IP_20030408.1600.04-CE52
CE71	CNN_IP_20030408.1600.04-CE53
CE72	CNN_IP_20030408.1600.04-CE54
CE73	CNN_IP_20030408.1600.04-CE55
CE74	CNN_IP_20030408.1600.04-CE56
CE75	CNN_IP_20030408.1600.04-CE57
CE76	CNN_IP_20030408.1600.04-CE58
CE77	CNN_IP_20030408.1600.04-CE59
CE78	CNN_IP_20030408.1600.04-CE60
CE79	CNN_IP_20030408.1600.04-CE61
CE80	CNN_IP_20030408.1600.04-CE62
CE82	CNN_IP_20030408.1600.04-CE63
CE8	CNN_IP_20030408.1600.04-CE64
CE83	CNN_IP_20030408.1600.04-CE65
CE84	CNN_IP_20030408.1600.04-CE66
CE11	CNN_IP_20030408.1600.04-CE67
CE86	CNN_IP_20030408.1600.04-CE68
CE87	CNN_IP_20030408.1600.04-CE69
CE33	CNN_IP_20030408.1600.04-CE70
CE88	CNN_IP_20030408.1600.04-CE71
CE58	CNN_IP_20030408.1600.04-CE72
CE13	CNN_IP_20030408.1600.04-CE73
CE24	CNN_IP_20030408.1600.04-CE74
CE35	CNN_IP_20030408.1600.04-CE75
CE51	CNN_IP_20030408.1600.04-CE76
CE62	CNN_IP_20030408.1600.04-CE77
CE85	CNN_IP_20030408.1600.04-CE78
CE6	CNN_IP_20030408.1600.04-CE79
CE7	CNN_IP_20030408.1600.04-CE80
CE16	CNN_IP_20030408.1600.04-CE81
CE14	CNN_IP_20030408.1600.04-CE82
CE15	CNN_IP_20030408.1600.04-CE83
CE17	CNN_IP_20030408.1600.04-CE84
CE18	CNN_IP_20030408.1600.04-CE85
CE19	CNN_IP_20030408.1600.04-CE86
CE20	CNN_IP_20030408.1600.04-CE87
E13	CNN_IP_20030408.1600.04-E1
E14	CNN_IP_20030408.1600.04-E2
E15	CNN_IP_20030408.1600.04-E3
E16	CNN_IP_20030408.1600.04-E4
E18	CNN_IP_20030408.1600.04-E5
E20	CNN_IP_20030408.1600.04-E6
E21	CNN_IP_20030408.1600.04-E7
E22	CNN_IP_20030408.1600.04-E8
E23	CNN_IP_20030408.1600.04-E9
E25	CNN_IP_20030408.1600.04-E10
E26	CNN_IP_20030408.1600.04-E11
E27	CNN_IP_20030408.1600.04-E12
E28	CNN_IP_20030408.1600.04-E13
E30	CNN_IP_20030408.1600.04-E14
E31	CNN_IP_20030408.1600.04-E15
E32	CNN_IP_20030408.1600.04-E16
E33	CNN_IP_20030408.1600.04-E17
E34	CNN_IP_20030408.1600.04-E18
E140	CNN_IP_20030408.1600.04-E19
E37	CNN_IP_20030408.1600.04-E20
E38	CNN_IP_20030408.1600.04-E21
E39	CNN_IP_20030408.1600.04-E22
E40	CNN_IP_20030408.1600.04-E23
E41	CNN_IP_20030408.1600.04-E24
E42	CNN_IP_20030408.1600.04-E25
E44	CNN_IP_20030408.1600.04-E26
E1	CNN_IP_20030408.1600.04-E27
E45	CNN_IP_20030408.1600.04-E28
E46	CNN_IP_20030408.1600.04-E29
E47	CNN_IP_20030408.1600.04-E30
E48	CNN_IP_20030408.1600.04-E31
E49	CNN_IP_20030408.1600.04-E32
E50	CNN_IP_20030408.1600.04-E33
E51	CNN_IP_20030408.1600.04-E34
E52	CNN_IP_20030408.1600.04-E35
E53	CNN_IP_20030408.1600.04-E36
E54	CNN_IP_20030408.1600.04-E37
E111	CNN_IP_20030408.1600.04-E38
E55	CNN_IP_20030408.1600.04-E39
E56	CNN_IP_20030408.1600.04-E40
E57	CNN_IP_20030408.1600.04-E41
E141	CNN_IP_20030408.1600.04-E42
E59	CNN_IP_20030408.1600.04-E43
E60	CNN_IP_20030408.1600.04-E44
E64	CNN_IP_20030408.1600.04-E45
E65	CNN_IP_20030408.1600.04-E46
E66	CNN_IP_20030408.1600.04-E47
E67	CNN_IP_20030408.1600.04-E48
E68	CNN_IP_20030408.1600.04-E49
E70	CNN_IP_20030408.1600.04-E50
E71	CNN_IP_20030408.1600.04-E51
E72	CNN_IP_20030408.1600.04-E52
E74	CNN_IP_20030408.1600.04-E53
E75	CNN_IP_20030408.1600.04-E54
E77	CNN_IP_20030408.1600.04-E55
E78	CNN_IP_20030408.1600.04-E56
E79	CNN_IP_20030408.1600.04-E57
E80	CNN_IP_20030408.1600.04-E58
E112	CNN_IP_20030408.1600.04-E59
E81	CNN_IP_20030408.1600.04-E60
E82	CNN_IP_20030408.1600.04-E61
E83	CNN_IP_20030408.1600.04-E62
E84	CNN_IP_20030408.1600.04-E63
E85	CNN_IP_20030408.1600.04-E64
E87	CNN_IP_20030408.1600.04-E65
E88	CNN_IP_20030408.1600.04-E66
E89	CNN_IP_20030408.1600.04-E67
E90	CNN_IP_20030408.1600.04-E68
E91	CNN_IP_20030408.1600.04-E69
E92	CNN_IP_20030408.1600.04-E70
E93	CNN_IP_20030408.1600.04-E71
E95	CNN_IP_20030408.1600.04-E72
E96	CNN_IP_20030408.1600.04-E73
E97	CNN_IP_20030408.1600.04-E74
E98	CNN_IP_20030408.1600.04-E75
E99	CNN_IP_20030408.1600.04-E76
E100	CNN_IP_20030408.1600.04-E77
E2	CNN_IP_20030408.1600.04-E78
