CE19	CNN_IP_20030402.1600.00-2-CE1
CE20	CNN_IP_20030402.1600.00-2-CE2
CE21	CNN_IP_20030402.1600.00-2-CE3
CE22	CNN_IP_20030402.1600.00-2-CE4
CE23	CNN_IP_20030402.1600.00-2-CE5
CE24	CNN_IP_20030402.1600.00-2-CE6
CE25	CNN_IP_20030402.1600.00-2-CE7
CE26	CNN_IP_20030402.1600.00-2-CE8
CE27	CNN_IP_20030402.1600.00-2-CE9
CE28	CNN_IP_20030402.1600.00-2-CE10
CE29	CNN_IP_20030402.1600.00-2-CE11
CE30	CNN_IP_20030402.1600.00-2-CE12
CE31	CNN_IP_20030402.1600.00-2-CE13
CE32	CNN_IP_20030402.1600.00-2-CE14
CE33	CNN_IP_20030402.1600.00-2-CE15
CE34	CNN_IP_20030402.1600.00-2-CE16
CE35	CNN_IP_20030402.1600.00-2-CE17
CE36	CNN_IP_20030402.1600.00-2-CE18
CE37	CNN_IP_20030402.1600.00-2-CE19
CE38	CNN_IP_20030402.1600.00-2-CE20
CE39	CNN_IP_20030402.1600.00-2-CE21
CE40	CNN_IP_20030402.1600.00-2-CE22
CE41	CNN_IP_20030402.1600.00-2-CE23
CE42	CNN_IP_20030402.1600.00-2-CE24
CE43	CNN_IP_20030402.1600.00-2-CE25
CE9	CNN_IP_20030402.1600.00-2-CE26
CE44	CNN_IP_20030402.1600.00-2-CE27
CE45	CNN_IP_20030402.1600.00-2-CE28
CE46	CNN_IP_20030402.1600.00-2-CE29
CE47	CNN_IP_20030402.1600.00-2-CE30
CE48	CNN_IP_20030402.1600.00-2-CE31
CE52	CNN_IP_20030402.1600.00-2-CE32
CE56	CNN_IP_20030402.1600.00-2-CE33
CE8	CNN_IP_20030402.1600.00-2-CE34
CE53	CNN_IP_20030402.1600.00-2-CE35
CE71	CNN_IP_20030402.1600.00-2-CE36
CE49	CNN_IP_20030402.1600.00-2-CE37
CE50	CNN_IP_20030402.1600.00-2-CE38
CE73	CNN_IP_20030402.1600.00-2-CE39
CE51	CNN_IP_20030402.1600.00-2-CE40
CE1	CNN_IP_20030402.1600.00-2-CE41
CE58	CNN_IP_20030402.1600.00-2-CE42
CE59	CNN_IP_20030402.1600.00-2-CE43
CE60	CNN_IP_20030402.1600.00-2-CE44
CE72	CNN_IP_20030402.1600.00-2-CE45
CE3	CNN_IP_20030402.1600.00-2-CE46
CE61	CNN_IP_20030402.1600.00-2-CE47
CE63	CNN_IP_20030402.1600.00-2-CE48
CE64	CNN_IP_20030402.1600.00-2-CE49
CE65	CNN_IP_20030402.1600.00-2-CE50
CE4	CNN_IP_20030402.1600.00-2-CE51
CE76	CNN_IP_20030402.1600.00-2-CE52
CE66	CNN_IP_20030402.1600.00-2-CE53
CE62	CNN_IP_20030402.1600.00-2-CE54
CE67	CNN_IP_20030402.1600.00-2-CE55
CE10	CNN_IP_20030402.1600.00-2-CE56
CE68	CNN_IP_20030402.1600.00-2-CE57
CE69	CNN_IP_20030402.1600.00-2-CE58
CE70	CNN_IP_20030402.1600.00-2-CE59
CE2	CNN_IP_20030402.1600.00-2-CE60
CE74	CNN_IP_20030402.1600.00-2-CE61
CE75	CNN_IP_20030402.1600.00-2-CE62
CE55	CNN_IP_20030402.1600.00-2-CE63
CE6	CNN_IP_20030402.1600.00-2-CE64
CE12	CNN_IP_20030402.1600.00-2-CE65
CE57	CNN_IP_20030402.1600.00-2-CE66
CE54	CNN_IP_20030402.1600.00-2-CE67
CE81	CNN_IP_20030402.1600.00-2-CE68
CE82	CNN_IP_20030402.1600.00-2-CE69
CE5	CNN_IP_20030402.1600.00-2-CE70
CE13	CNN_IP_20030402.1600.00-2-CE71
CE14	CNN_IP_20030402.1600.00-2-CE72
CE15	CNN_IP_20030402.1600.00-2-CE73
CE16	CNN_IP_20030402.1600.00-2-CE74
CE17	CNN_IP_20030402.1600.00-2-CE75
CE11	CNN_IP_20030402.1600.00-2-CE76
CE7	CNN_IP_20030402.1600.00-2-CE77
CE18	CNN_IP_20030402.1600.00-2-CE78
E16	CNN_IP_20030402.1600.00-2-E1
E17	CNN_IP_20030402.1600.00-2-E2
E18	CNN_IP_20030402.1600.00-2-E3
E19	CNN_IP_20030402.1600.00-2-E4
E20	CNN_IP_20030402.1600.00-2-E5
E21	CNN_IP_20030402.1600.00-2-E6
E22	CNN_IP_20030402.1600.00-2-E7
E23	CNN_IP_20030402.1600.00-2-E8
E24	CNN_IP_20030402.1600.00-2-E9
E25	CNN_IP_20030402.1600.00-2-E10
E26	CNN_IP_20030402.1600.00-2-E11
E27	CNN_IP_20030402.1600.00-2-E12
E28	CNN_IP_20030402.1600.00-2-E13
E29	CNN_IP_20030402.1600.00-2-E14
E71	CNN_IP_20030402.1600.00-2-E15
E31	CNN_IP_20030402.1600.00-2-E16
E32	CNN_IP_20030402.1600.00-2-E17
E33	CNN_IP_20030402.1600.00-2-E18
E34	CNN_IP_20030402.1600.00-2-E19
E35	CNN_IP_20030402.1600.00-2-E20
E36	CNN_IP_20030402.1600.00-2-E21
E37	CNN_IP_20030402.1600.00-2-E22
E38	CNN_IP_20030402.1600.00-2-E23
E39	CNN_IP_20030402.1600.00-2-E24
E1	CNN_IP_20030402.1600.00-2-E25
E41	CNN_IP_20030402.1600.00-2-E26
E42	CNN_IP_20030402.1600.00-2-E27
E43	CNN_IP_20030402.1600.00-2-E28
E45	CNN_IP_20030402.1600.00-2-E29
E46	CNN_IP_20030402.1600.00-2-E30
E47	CNN_IP_20030402.1600.00-2-E31
E49	CNN_IP_20030402.1600.00-2-E32
E51	CNN_IP_20030402.1600.00-2-E33
E52	CNN_IP_20030402.1600.00-2-E34
E54	CNN_IP_20030402.1600.00-2-E35
E55	CNN_IP_20030402.1600.00-2-E36
E56	CNN_IP_20030402.1600.00-2-E37
E58	CNN_IP_20030402.1600.00-2-E38
E59	CNN_IP_20030402.1600.00-2-E39
E60	CNN_IP_20030402.1600.00-2-E40
E61	CNN_IP_20030402.1600.00-2-E41
E62	CNN_IP_20030402.1600.00-2-E42
E64	CNN_IP_20030402.1600.00-2-E43
E65	CNN_IP_20030402.1600.00-2-E44
E66	CNN_IP_20030402.1600.00-2-E45
E67	CNN_IP_20030402.1600.00-2-E46
E68	CNN_IP_20030402.1600.00-2-E47
E69	CNN_IP_20030402.1600.00-2-E48
E70	CNN_IP_20030402.1600.00-2-E49
E75	CNN_IP_20030402.1600.00-2-E50
E77	CNN_IP_20030402.1600.00-2-E51
E78	CNN_IP_20030402.1600.00-2-E52
E79	CNN_IP_20030402.1600.00-2-E53
E2	CNN_IP_20030402.1600.00-2-E54
E114	CNN_IP_20030402.1600.00-2-E55
E82	CNN_IP_20030402.1600.00-2-E56
E84	CNN_IP_20030402.1600.00-2-E57
E85	CNN_IP_20030402.1600.00-2-E58
E87	CNN_IP_20030402.1600.00-2-E59
E88	CNN_IP_20030402.1600.00-2-E60
E89	CNN_IP_20030402.1600.00-2-E61
E91	CNN_IP_20030402.1600.00-2-E62
E100	CNN_IP_20030402.1600.00-2-E63
E93	CNN_IP_20030402.1600.00-2-E64
E94	CNN_IP_20030402.1600.00-2-E65
E95	CNN_IP_20030402.1600.00-2-E66
E96	CNN_IP_20030402.1600.00-2-E67
E97	CNN_IP_20030402.1600.00-2-E68
E98	CNN_IP_20030402.1600.00-2-E69
E99	CNN_IP_20030402.1600.00-2-E70
E116	CNN_IP_20030402.1600.00-2-E71
E102	CNN_IP_20030402.1600.00-2-E72
E103	CNN_IP_20030402.1600.00-2-E73
E104	CNN_IP_20030402.1600.00-2-E74
E105	CNN_IP_20030402.1600.00-2-E75
E106	CNN_IP_20030402.1600.00-2-E76
E107	CNN_IP_20030402.1600.00-2-E77
E108	CNN_IP_20030402.1600.00-2-E78
E3	CNN_IP_20030402.1600.00-2-E79
E110	CNN_IP_20030402.1600.00-2-E80
E111	CNN_IP_20030402.1600.00-2-E81
E112	CNN_IP_20030402.1600.00-2-E82
E1	CNN_IP_20030402.1600.00-2-E83
E117	CNN_IP_20030402.1600.00-2-E84
E118	CNN_IP_20030402.1600.00-2-E85
E119	CNN_IP_20030402.1600.00-2-E86
E124	CNN_IP_20030402.1600.00-2-E87
E125	CNN_IP_20030402.1600.00-2-E88
E126	CNN_IP_20030402.1600.00-2-E89
E127	CNN_IP_20030402.1600.00-2-E90
E128	CNN_IP_20030402.1600.00-2-E91
E129	CNN_IP_20030402.1600.00-2-E92
E5	CNN_IP_20030402.1600.00-2-E93
E6	CNN_IP_20030402.1600.00-2-E94
