CE10	CNN_CF_20030305.1900.00-2-CE1
CE11	CNN_CF_20030305.1900.00-2-CE2
CE12	CNN_CF_20030305.1900.00-2-CE3
CE13	CNN_CF_20030305.1900.00-2-CE4
CE14	CNN_CF_20030305.1900.00-2-CE5
CE15	CNN_CF_20030305.1900.00-2-CE6
CE16	CNN_CF_20030305.1900.00-2-CE7
CE17	CNN_CF_20030305.1900.00-2-CE8
CE18	CNN_CF_20030305.1900.00-2-CE9
CE19	CNN_CF_20030305.1900.00-2-CE10
CE20	CNN_CF_20030305.1900.00-2-CE11
CE21	CNN_CF_20030305.1900.00-2-CE12
CE1	CNN_CF_20030305.1900.00-2-CE13
CE3	CNN_CF_20030305.1900.00-2-CE14
CE2	CNN_CF_20030305.1900.00-2-CE15
CE4	CNN_CF_20030305.1900.00-2-CE16
CE5	CNN_CF_20030305.1900.00-2-CE17
CE6	CNN_CF_20030305.1900.00-2-CE18
CE7	CNN_CF_20030305.1900.00-2-CE19
CE8	CNN_CF_20030305.1900.00-2-CE20
CE9	CNN_CF_20030305.1900.00-2-CE21
E14	CNN_CF_20030305.1900.00-2-E1
E15	CNN_CF_20030305.1900.00-2-E2
E16	CNN_CF_20030305.1900.00-2-E3
E17	CNN_CF_20030305.1900.00-2-E4
E18	CNN_CF_20030305.1900.00-2-E5
E19	CNN_CF_20030305.1900.00-2-E6
E20	CNN_CF_20030305.1900.00-2-E7
E22	CNN_CF_20030305.1900.00-2-E8
E23	CNN_CF_20030305.1900.00-2-E9
E24	CNN_CF_20030305.1900.00-2-E10
E25	CNN_CF_20030305.1900.00-2-E11
E26	CNN_CF_20030305.1900.00-2-E12
E27	CNN_CF_20030305.1900.00-2-E13
E28	CNN_CF_20030305.1900.00-2-E14
E29	CNN_CF_20030305.1900.00-2-E15
E30	CNN_CF_20030305.1900.00-2-E16
E1	CNN_CF_20030305.1900.00-2-E17
E31	CNN_CF_20030305.1900.00-2-E18
E32	CNN_CF_20030305.1900.00-2-E19
E33	CNN_CF_20030305.1900.00-2-E20
E2	CNN_CF_20030305.1900.00-2-E21
E3	CNN_CF_20030305.1900.00-2-E22
E4	CNN_CF_20030305.1900.00-2-E23
E5	CNN_CF_20030305.1900.00-2-E24
E6	CNN_CF_20030305.1900.00-2-E25
E7	CNN_CF_20030305.1900.00-2-E26
E8	CNN_CF_20030305.1900.00-2-E27
E9	CNN_CF_20030305.1900.00-2-E28
E10	CNN_CF_20030305.1900.00-2-E29
E11	CNN_CF_20030305.1900.00-2-E30
E12	CNN_CF_20030305.1900.00-2-E31
E13	CNN_CF_20030305.1900.00-2-E32
EM1	CNN_CF_20030305.1900.00-2-E17-1
EM20	CNN_CF_20030305.1900.00-2-E26-2
EM22	CNN_CF_20030305.1900.00-2-E24-3
EM23	CNN_CF_20030305.1900.00-2-E1-4
EM24	CNN_CF_20030305.1900.00-2-E1-5
EM25	CNN_CF_20030305.1900.00-2-E2-6
EM26	CNN_CF_20030305.1900.00-2-E3-7
EM27	CNN_CF_20030305.1900.00-2-E26-8
EM28	CNN_CF_20030305.1900.00-2-E24-9
EM29	CNN_CF_20030305.1900.00-2-E24-10
EM30	CNN_CF_20030305.1900.00-2-E4-11
EM31	CNN_CF_20030305.1900.00-2-E5-12
EM32	CNN_CF_20030305.1900.00-2-E26-13
EM33	CNN_CF_20030305.1900.00-2-E6-14
EM36	CNN_CF_20030305.1900.00-2-E7-15
EM37	CNN_CF_20030305.1900.00-2-E7-16
EM77	CNN_CF_20030305.1900.00-2-E10-17
EM34	CNN_CF_20030305.1900.00-2-E8-18
EM39	CNN_CF_20030305.1900.00-2-E9-19
EM40	CNN_CF_20030305.1900.00-2-E24-20
EM41	CNN_CF_20030305.1900.00-2-E9-21
EM42	CNN_CF_20030305.1900.00-2-E24-22
EM43	CNN_CF_20030305.1900.00-2-E24-23
EM44	CNN_CF_20030305.1900.00-2-E9-24
EM45	CNN_CF_20030305.1900.00-2-E10-25
EM46	CNN_CF_20030305.1900.00-2-E24-26
EM47	CNN_CF_20030305.1900.00-2-E24-27
EM48	CNN_CF_20030305.1900.00-2-E24-28
EM49	CNN_CF_20030305.1900.00-2-E9-29
EM50	CNN_CF_20030305.1900.00-2-E11-30
EM52	CNN_CF_20030305.1900.00-2-E12-31
EM53	CNN_CF_20030305.1900.00-2-E10-32
EM54	CNN_CF_20030305.1900.00-2-E13-33
EM55	CNN_CF_20030305.1900.00-2-E14-34
EM56	CNN_CF_20030305.1900.00-2-E14-35
EM57	CNN_CF_20030305.1900.00-2-E15-36
EM58	CNN_CF_20030305.1900.00-2-E15-37
EM59	CNN_CF_20030305.1900.00-2-E26-38
EM60	CNN_CF_20030305.1900.00-2-E7-39
EM61	CNN_CF_20030305.1900.00-2-E16-40
EM62	CNN_CF_20030305.1900.00-2-E24-41
EM63	CNN_CF_20030305.1900.00-2-E22-42
EM64	CNN_CF_20030305.1900.00-2-E10-43
EM65	CNN_CF_20030305.1900.00-2-E22-44
EM66	CNN_CF_20030305.1900.00-2-E22-45
EM68	CNN_CF_20030305.1900.00-2-E22-46
EM69	CNN_CF_20030305.1900.00-2-E18-47
EM70	CNN_CF_20030305.1900.00-2-E22-48
EM67	CNN_CF_20030305.1900.00-2-E10-49
EM71	CNN_CF_20030305.1900.00-2-E10-50
EM72	CNN_CF_20030305.1900.00-2-E9-51
EM73	CNN_CF_20030305.1900.00-2-E22-52
EM74	CNN_CF_20030305.1900.00-2-E22-53
EM75	CNN_CF_20030305.1900.00-2-E19-54
EM76	CNN_CF_20030305.1900.00-2-E19-55
EM4	CNN_CF_20030305.1900.00-2-E20-56
EM78	CNN_CF_20030305.1900.00-2-E10-57
EM79	CNN_CF_20030305.1900.00-2-E10-58
EM80	CNN_CF_20030305.1900.00-2-E10-59
EM81	CNN_CF_20030305.1900.00-2-E9-60
EM82	CNN_CF_20030305.1900.00-2-E9-61
EM83	CNN_CF_20030305.1900.00-2-E9-62
EM51	CNN_CF_20030305.1900.00-2-E10-63
EM35	CNN_CF_20030305.1900.00-2-E7-64
EM38	CNN_CF_20030305.1900.00-2-E7-65
EM2	CNN_CF_20030305.1900.00-2-E21-66
EM3	CNN_CF_20030305.1900.00-2-E17-67
EM5	CNN_CF_20030305.1900.00-2-E22-68
EM6	CNN_CF_20030305.1900.00-2-E22-69
EM7	CNN_CF_20030305.1900.00-2-E23-70
EM8	CNN_CF_20030305.1900.00-2-E24-71
EM9	CNN_CF_20030305.1900.00-2-E24-72
EM10	CNN_CF_20030305.1900.00-2-E25-73
EM11	CNN_CF_20030305.1900.00-2-E22-74
EM12	CNN_CF_20030305.1900.00-2-E26-75
EM13	CNN_CF_20030305.1900.00-2-E27-76
EM14	CNN_CF_20030305.1900.00-2-E28-77
EM15	CNN_CF_20030305.1900.00-2-E29-78
EM16	CNN_CF_20030305.1900.00-2-E24-79
EM17	CNN_CF_20030305.1900.00-2-E30-80
EM18	CNN_CF_20030305.1900.00-2-E31-81
EM19	CNN_CF_20030305.1900.00-2-E26-82
EM21	CNN_CF_20030305.1900.00-2-E32-83
R1	CNN_CF_20030305.1900.00-2-R1
R3	CNN_CF_20030305.1900.00-2-R2
R4	CNN_CF_20030305.1900.00-2-R3
R2	CNN_CF_20030305.1900.00-2-R4
RM1	CNN_CF_20030305.1900.00-2-R1-1
RM3	CNN_CF_20030305.1900.00-2-R2-1
RM4	CNN_CF_20030305.1900.00-2-R3-1
RM2	CNN_CF_20030305.1900.00-2-R4-1
V1	CNN_CF_20030305.1900.00-2-EV1
V2	CNN_CF_20030305.1900.00-2-EV2
V3	CNN_CF_20030305.1900.00-2-EV3
V4	CNN_CF_20030305.1900.00-2-EV4
V5	CNN_CF_20030305.1900.00-2-EV5
VM1	CNN_CF_20030305.1900.00-2-EV1-1
VM2	CNN_CF_20030305.1900.00-2-EV2-1
VM4	CNN_CF_20030305.1900.00-2-EV3-1
VM6	CNN_CF_20030305.1900.00-2-EV4-1
VM7	CNN_CF_20030305.1900.00-2-EV5-1
VM3	CNN_CF_20030305.1900.00-2-EV1-2
VM5	CNN_CF_20030305.1900.00-2-EV3-2
Q1	CNN_CF_20030305.1900.00-2-T1
Q4	CNN_CF_20030305.1900.00-2-T2
Q2	CNN_CF_20030305.1900.00-2-V1
Q3	CNN_CF_20030305.1900.00-2-V2
QM2	CNN_CF_20030305.1900.00-2-V1-1
QM3	CNN_CF_20030305.1900.00-2-V2-1
