CE15	CNN_IP_20030402.1600.00-3-CE1
CE17	CNN_IP_20030402.1600.00-3-CE2
CE19	CNN_IP_20030402.1600.00-3-CE3
CE6	CNN_IP_20030402.1600.00-3-CE4
CE20	CNN_IP_20030402.1600.00-3-CE5
CE21	CNN_IP_20030402.1600.00-3-CE6
CE22	CNN_IP_20030402.1600.00-3-CE7
CE23	CNN_IP_20030402.1600.00-3-CE8
CE26	CNN_IP_20030402.1600.00-3-CE9
CE25	CNN_IP_20030402.1600.00-3-CE10
CE24	CNN_IP_20030402.1600.00-3-CE11
CE28	CNN_IP_20030402.1600.00-3-CE12
CE29	CNN_IP_20030402.1600.00-3-CE13
CE18	CNN_IP_20030402.1600.00-3-CE14
CE30	CNN_IP_20030402.1600.00-3-CE15
CE31	CNN_IP_20030402.1600.00-3-CE16
CE3	CNN_IP_20030402.1600.00-3-CE17
CE2	CNN_IP_20030402.1600.00-3-CE18
CE32	CNN_IP_20030402.1600.00-3-CE19
CE33	CNN_IP_20030402.1600.00-3-CE20
CE34	CNN_IP_20030402.1600.00-3-CE21
CE5	CNN_IP_20030402.1600.00-3-CE22
CE35	CNN_IP_20030402.1600.00-3-CE23
CE27	CNN_IP_20030402.1600.00-3-CE24
CE36	CNN_IP_20030402.1600.00-3-CE25
CE16	CNN_IP_20030402.1600.00-3-CE26
CE37	CNN_IP_20030402.1600.00-3-CE27
CE38	CNN_IP_20030402.1600.00-3-CE28
CE7	CNN_IP_20030402.1600.00-3-CE29
CE4	CNN_IP_20030402.1600.00-3-CE30
CE8	CNN_IP_20030402.1600.00-3-CE31
CE9	CNN_IP_20030402.1600.00-3-CE32
CE10	CNN_IP_20030402.1600.00-3-CE33
CE11	CNN_IP_20030402.1600.00-3-CE34
CE39	CNN_IP_20030402.1600.00-3-CE35
CE12	CNN_IP_20030402.1600.00-3-CE36
CE13	CNN_IP_20030402.1600.00-3-CE37
CE14	CNN_IP_20030402.1600.00-3-CE38
CE1	CNN_IP_20030402.1600.00-3-CE39
E16	CNN_IP_20030402.1600.00-3-E1
E17	CNN_IP_20030402.1600.00-3-E2
E19	CNN_IP_20030402.1600.00-3-E3
E20	CNN_IP_20030402.1600.00-3-E4
E66	CNN_IP_20030402.1600.00-3-E5
