CE49	CNN_IP_20030328.1600.07-CE1
CE16	CNN_IP_20030328.1600.07-CE2
CE17	CNN_IP_20030328.1600.07-CE3
CE18	CNN_IP_20030328.1600.07-CE4
CE19	CNN_IP_20030328.1600.07-CE5
CE20	CNN_IP_20030328.1600.07-CE6
CE21	CNN_IP_20030328.1600.07-CE7
CE23	CNN_IP_20030328.1600.07-CE8
CE50	CNN_IP_20030328.1600.07-CE9
CE24	CNN_IP_20030328.1600.07-CE10
CE25	CNN_IP_20030328.1600.07-CE11
CE26	CNN_IP_20030328.1600.07-CE12
CE51	CNN_IP_20030328.1600.07-CE13
CE29	CNN_IP_20030328.1600.07-CE14
CE30	CNN_IP_20030328.1600.07-CE15
CE31	CNN_IP_20030328.1600.07-CE16
CE32	CNN_IP_20030328.1600.07-CE17
CE33	CNN_IP_20030328.1600.07-CE18
CE34	CNN_IP_20030328.1600.07-CE19
CE35	CNN_IP_20030328.1600.07-CE20
CE53	CNN_IP_20030328.1600.07-CE21
CE7	CNN_IP_20030328.1600.07-CE22
CE38	CNN_IP_20030328.1600.07-CE23
CE40	CNN_IP_20030328.1600.07-CE24
CE39	CNN_IP_20030328.1600.07-CE25
CE41	CNN_IP_20030328.1600.07-CE26
CE42	CNN_IP_20030328.1600.07-CE27
CE43	CNN_IP_20030328.1600.07-CE28
CE3	CNN_IP_20030328.1600.07-CE29
CE44	CNN_IP_20030328.1600.07-CE30
CE45	CNN_IP_20030328.1600.07-CE31
CE46	CNN_IP_20030328.1600.07-CE32
CE47	CNN_IP_20030328.1600.07-CE33
CE48	CNN_IP_20030328.1600.07-CE34
CE14	CNN_IP_20030328.1600.07-CE35
CE8	CNN_IP_20030328.1600.07-CE36
CE27	CNN_IP_20030328.1600.07-CE37
CE28	CNN_IP_20030328.1600.07-CE38
CE37	CNN_IP_20030328.1600.07-CE39
CE55	CNN_IP_20030328.1600.07-CE40
CE1	CNN_IP_20030328.1600.07-CE41
CE4	CNN_IP_20030328.1600.07-CE42
CE6	CNN_IP_20030328.1600.07-CE43
CE57	CNN_IP_20030328.1600.07-CE44
CE58	CNN_IP_20030328.1600.07-CE45
CE59	CNN_IP_20030328.1600.07-CE46
CE9	CNN_IP_20030328.1600.07-CE47
CE5	CNN_IP_20030328.1600.07-CE48
CE10	CNN_IP_20030328.1600.07-CE49
CE11	CNN_IP_20030328.1600.07-CE50
CE2	CNN_IP_20030328.1600.07-CE51
CE12	CNN_IP_20030328.1600.07-CE52
CE13	CNN_IP_20030328.1600.07-CE53
E80	CNN_IP_20030328.1600.07-E1
E20	CNN_IP_20030328.1600.07-E2
E21	CNN_IP_20030328.1600.07-E3
E22	CNN_IP_20030328.1600.07-E4
E23	CNN_IP_20030328.1600.07-E5
E24	CNN_IP_20030328.1600.07-E6
E25	CNN_IP_20030328.1600.07-E7
E26	CNN_IP_20030328.1600.07-E8
E28	CNN_IP_20030328.1600.07-E9
E29	CNN_IP_20030328.1600.07-E10
E81	CNN_IP_20030328.1600.07-E11
E32	CNN_IP_20030328.1600.07-E12
E33	CNN_IP_20030328.1600.07-E13
E34	CNN_IP_20030328.1600.07-E14
E36	CNN_IP_20030328.1600.07-E15
E37	CNN_IP_20030328.1600.07-E16
E82	CNN_IP_20030328.1600.07-E17
E39	CNN_IP_20030328.1600.07-E18
E40	CNN_IP_20030328.1600.07-E19
E41	CNN_IP_20030328.1600.07-E20
E42	CNN_IP_20030328.1600.07-E21
E1	CNN_IP_20030328.1600.07-E22
E43	CNN_IP_20030328.1600.07-E23
E44	CNN_IP_20030328.1600.07-E24
E45	CNN_IP_20030328.1600.07-E25
E48	CNN_IP_20030328.1600.07-E26
E49	CNN_IP_20030328.1600.07-E27
E84	CNN_IP_20030328.1600.07-E28
E51	CNN_IP_20030328.1600.07-E29
E53	CNN_IP_20030328.1600.07-E30
E54	CNN_IP_20030328.1600.07-E31
E55	CNN_IP_20030328.1600.07-E32
E56	CNN_IP_20030328.1600.07-E33
E57	CNN_IP_20030328.1600.07-E34
E59	CNN_IP_20030328.1600.07-E35
E60	CNN_IP_20030328.1600.07-E36
E61	CNN_IP_20030328.1600.07-E37
E62	CNN_IP_20030328.1600.07-E38
E63	CNN_IP_20030328.1600.07-E39
E64	CNN_IP_20030328.1600.07-E40
E65	CNN_IP_20030328.1600.07-E41
E2	CNN_IP_20030328.1600.07-E42
E88	CNN_IP_20030328.1600.07-E43
E89	CNN_IP_20030328.1600.07-E44
E90	CNN_IP_20030328.1600.07-E45
E66	CNN_IP_20030328.1600.07-E46
E67	CNN_IP_20030328.1600.07-E47
E69	CNN_IP_20030328.1600.07-E48
E91	CNN_IP_20030328.1600.07-E49
E72	CNN_IP_20030328.1600.07-E50
E73	CNN_IP_20030328.1600.07-E51
E75	CNN_IP_20030328.1600.07-E52
E93	CNN_IP_20030328.1600.07-E53
E77	CNN_IP_20030328.1600.07-E54
E79	CNN_IP_20030328.1600.07-E55
E95	CNN_IP_20030328.1600.07-E56
E96	CNN_IP_20030328.1600.07-E57
E3	CNN_IP_20030328.1600.07-E58
E98	CNN_IP_20030328.1600.07-E59
E100	CNN_IP_20030328.1600.07-E60
E101	CNN_IP_20030328.1600.07-E61
E5	CNN_IP_20030328.1600.07-E62
E6	CNN_IP_20030328.1600.07-E63
E7	CNN_IP_20030328.1600.07-E64
E8	CNN_IP_20030328.1600.07-E65
E11	CNN_IP_20030328.1600.07-E66
E12	CNN_IP_20030328.1600.07-E67
E13	CNN_IP_20030328.1600.07-E68
E14	CNN_IP_20030328.1600.07-E69
E15	CNN_IP_20030328.1600.07-E70
EM1	CNN_IP_20030328.1600.07-E22-1
EM128	CNN_IP_20030328.1600.07-E1-2
EM20	CNN_IP_20030328.1600.07-E2-3
EM21	CNN_IP_20030328.1600.07-E2-4
EM22	CNN_IP_20030328.1600.07-E3-5
EM23	CNN_IP_20030328.1600.07-E4-6
EM24	CNN_IP_20030328.1600.07-E5-7
EM25	CNN_IP_20030328.1600.07-E6-8
EM26	CNN_IP_20030328.1600.07-E7-9
EM27	CNN_IP_20030328.1600.07-E8-10
EM28	CNN_IP_20030328.1600.07-E8-11
EM29	CNN_IP_20030328.1600.07-E1-12
EM30	CNN_IP_20030328.1600.07-E9-13
EM31	CNN_IP_20030328.1600.07-E10-14
EM129	CNN_IP_20030328.1600.07-E1-15
EM33	CNN_IP_20030328.1600.07-E1-16
EM34	CNN_IP_20030328.1600.07-E1-17
EM35	CNN_IP_20030328.1600.07-E12-18
EM36	CNN_IP_20030328.1600.07-E13-19
EM37	CNN_IP_20030328.1600.07-E14-20
EM131	CNN_IP_20030328.1600.07-E11-21
EM38	CNN_IP_20030328.1600.07-E15-22
EM40	CNN_IP_20030328.1600.07-E16-23
EM132	CNN_IP_20030328.1600.07-E17-24
EM42	CNN_IP_20030328.1600.07-E1-25
EM44	CNN_IP_20030328.1600.07-E1-26
EM45	CNN_IP_20030328.1600.07-E18-27
EM46	CNN_IP_20030328.1600.07-E19-28
EM51	CNN_IP_20030328.1600.07-E20-29
EM52	CNN_IP_20030328.1600.07-E21-30
EM53	CNN_IP_20030328.1600.07-E13-31
EM49	CNN_IP_20030328.1600.07-E13-32
EM50	CNN_IP_20030328.1600.07-E13-33
EM54	CNN_IP_20030328.1600.07-E13-34
EM55	CNN_IP_20030328.1600.07-E23-35
EM56	CNN_IP_20030328.1600.07-E13-36
EM57	CNN_IP_20030328.1600.07-E2-37
EM58	CNN_IP_20030328.1600.07-E13-38
EM59	CNN_IP_20030328.1600.07-E24-39
EM60	CNN_IP_20030328.1600.07-E13-40
EM61	CNN_IP_20030328.1600.07-E13-41
EM62	CNN_IP_20030328.1600.07-E13-42
EM63	CNN_IP_20030328.1600.07-E13-43
EM64	CNN_IP_20030328.1600.07-E13-44
EM65	CNN_IP_20030328.1600.07-E2-45
EM66	CNN_IP_20030328.1600.07-E25-46
EM67	CNN_IP_20030328.1600.07-E2-47
EM70	CNN_IP_20030328.1600.07-E17-48
EM71	CNN_IP_20030328.1600.07-E26-49
EM72	CNN_IP_20030328.1600.07-E67-50
EM73	CNN_IP_20030328.1600.07-E2-51
EM74	CNN_IP_20030328.1600.07-E3-52
EM75	CNN_IP_20030328.1600.07-E2-53
EM76	CNN_IP_20030328.1600.07-E2-54
EM77	CNN_IP_20030328.1600.07-E2-55
EM78	CNN_IP_20030328.1600.07-E2-56
EM79	CNN_IP_20030328.1600.07-E2-57
EM80	CNN_IP_20030328.1600.07-E2-58
EM81	CNN_IP_20030328.1600.07-E2-59
EM83	CNN_IP_20030328.1600.07-E67-60
EM84	CNN_IP_20030328.1600.07-E2-61
EM85	CNN_IP_20030328.1600.07-E27-62
EM86	CNN_IP_20030328.1600.07-E2-63
EM87	CNN_IP_20030328.1600.07-E2-64
EM88	CNN_IP_20030328.1600.07-E2-65
EM89	CNN_IP_20030328.1600.07-E2-66
EM90	CNN_IP_20030328.1600.07-E2-67
EM134	CNN_IP_20030328.1600.07-E28-68
EM135	CNN_IP_20030328.1600.07-E28-69
EM93	CNN_IP_20030328.1600.07-E29-70
EM94	CNN_IP_20030328.1600.07-E30-71
EM95	CNN_IP_20030328.1600.07-E31-72
