CE9	CNN_CF_20030305.1900.00-3-CE1
CE2	CNN_CF_20030305.1900.00-3-CE2
CE10	CNN_CF_20030305.1900.00-3-CE3
CE11	CNN_CF_20030305.1900.00-3-CE4
CE12	CNN_CF_20030305.1900.00-3-CE5
CE13	CNN_CF_20030305.1900.00-3-CE6
CE14	CNN_CF_20030305.1900.00-3-CE7
CE15	CNN_CF_20030305.1900.00-3-CE8
CE16	CNN_CF_20030305.1900.00-3-CE9
CE17	CNN_CF_20030305.1900.00-3-CE10
CE6	CNN_CF_20030305.1900.00-3-CE11
CE18	CNN_CF_20030305.1900.00-3-CE12
CE19	CNN_CF_20030305.1900.00-3-CE13
CE22	CNN_CF_20030305.1900.00-3-CE14
CE23	CNN_CF_20030305.1900.00-3-CE15
CE1	CNN_CF_20030305.1900.00-3-CE16
CE24	CNN_CF_20030305.1900.00-3-CE17
CE25	CNN_CF_20030305.1900.00-3-CE18
CE26	CNN_CF_20030305.1900.00-3-CE19
CE27	CNN_CF_20030305.1900.00-3-CE20
CE28	CNN_CF_20030305.1900.00-3-CE21
CE29	CNN_CF_20030305.1900.00-3-CE22
CE30	CNN_CF_20030305.1900.00-3-CE23
CE4	CNN_CF_20030305.1900.00-3-CE24
CE31	CNN_CF_20030305.1900.00-3-CE25
CE3	CNN_CF_20030305.1900.00-3-CE26
CE20	CNN_CF_20030305.1900.00-3-CE27
CE5	CNN_CF_20030305.1900.00-3-CE28
CE32	CNN_CF_20030305.1900.00-3-CE29
CE7	CNN_CF_20030305.1900.00-3-CE30
CE8	CNN_CF_20030305.1900.00-3-CE31
E12	CNN_CF_20030305.1900.00-3-E1
E50	CNN_CF_20030305.1900.00-3-E2
E14	CNN_CF_20030305.1900.00-3-E3
E15	CNN_CF_20030305.1900.00-3-E4
E16	CNN_CF_20030305.1900.00-3-E5
E17	CNN_CF_20030305.1900.00-3-E6
E18	CNN_CF_20030305.1900.00-3-E7
E19	CNN_CF_20030305.1900.00-3-E8
E20	CNN_CF_20030305.1900.00-3-E9
E21	CNN_CF_20030305.1900.00-3-E10
E22	CNN_CF_20030305.1900.00-3-E11
E23	CNN_CF_20030305.1900.00-3-E12
E24	CNN_CF_20030305.1900.00-3-E13
E25	CNN_CF_20030305.1900.00-3-E14
E26	CNN_CF_20030305.1900.00-3-E15
E27	CNN_CF_20030305.1900.00-3-E16
E28	CNN_CF_20030305.1900.00-3-E17
E29	CNN_CF_20030305.1900.00-3-E18
E30	CNN_CF_20030305.1900.00-3-E19
E32	CNN_CF_20030305.1900.00-3-E20
E52	CNN_CF_20030305.1900.00-3-E21
E33	CNN_CF_20030305.1900.00-3-E22
E1	CNN_CF_20030305.1900.00-3-E23
E35	CNN_CF_20030305.1900.00-3-E24
E36	CNN_CF_20030305.1900.00-3-E25
E38	CNN_CF_20030305.1900.00-3-E26
E39	CNN_CF_20030305.1900.00-3-E27
E40	CNN_CF_20030305.1900.00-3-E28
E41	CNN_CF_20030305.1900.00-3-E29
E42	CNN_CF_20030305.1900.00-3-E30
E43	CNN_CF_20030305.1900.00-3-E31
E44	CNN_CF_20030305.1900.00-3-E32
E46	CNN_CF_20030305.1900.00-3-E33
E47	CNN_CF_20030305.1900.00-3-E34
E48	CNN_CF_20030305.1900.00-3-E35
E2	CNN_CF_20030305.1900.00-3-E36
E4	CNN_CF_20030305.1900.00-3-E37
E51	CNN_CF_20030305.1900.00-3-E38
E7	CNN_CF_20030305.1900.00-3-E39
E8	CNN_CF_20030305.1900.00-3-E40
E53	CNN_CF_20030305.1900.00-3-E41
E10	CNN_CF_20030305.1900.00-3-E42
E11	CNN_CF_20030305.1900.00-3-E43
EM1	CNN_CF_20030305.1900.00-3-E23-1
EM20	CNN_CF_20030305.1900.00-3-E42-2
EM22	CNN_CF_20030305.1900.00-3-E23-3
EM23	CNN_CF_20030305.1900.00-3-E3-4
EM24	CNN_CF_20030305.1900.00-3-E23-5
EM25	CNN_CF_20030305.1900.00-3-E3-6
EM26	CNN_CF_20030305.1900.00-3-E4-7
EM27	CNN_CF_20030305.1900.00-3-E3-8
EM28	CNN_CF_20030305.1900.00-3-E5-9
EM29	CNN_CF_20030305.1900.00-3-E6-10
EM30	CNN_CF_20030305.1900.00-3-E3-11
EM31	CNN_CF_20030305.1900.00-3-E7-12
EM32	CNN_CF_20030305.1900.00-3-E8-13
EM33	CNN_CF_20030305.1900.00-3-E9-14
EM34	CNN_CF_20030305.1900.00-3-E10-15
EM35	CNN_CF_20030305.1900.00-3-E11-16
EM36	CNN_CF_20030305.1900.00-3-E12-17
EM37	CNN_CF_20030305.1900.00-3-E13-18
EM38	CNN_CF_20030305.1900.00-3-E14-19
EM39	CNN_CF_20030305.1900.00-3-E15-20
EM40	CNN_CF_20030305.1900.00-3-E16-21
EM41	CNN_CF_20030305.1900.00-3-E3-22
EM42	CNN_CF_20030305.1900.00-3-E3-23
EM43	CNN_CF_20030305.1900.00-3-E3-24
EM44	CNN_CF_20030305.1900.00-3-E17-25
EM45	CNN_CF_20030305.1900.00-3-E18-26
EM46	CNN_CF_20030305.1900.00-3-E19-27
EM47	CNN_CF_20030305.1900.00-3-E17-28
EM49	CNN_CF_20030305.1900.00-3-E17-29
EM50	CNN_CF_20030305.1900.00-3-E41-30
EM51	CNN_CF_20030305.1900.00-3-E3-31
EM52	CNN_CF_20030305.1900.00-3-E20-32
EM14	CNN_CF_20030305.1900.00-3-E17-33
EM54	CNN_CF_20030305.1900.00-3-E16-34
EM55	CNN_CF_20030305.1900.00-3-E6-35
EM56	CNN_CF_20030305.1900.00-3-E22-36
EM84	CNN_CF_20030305.1900.00-3-E41-37
EM85	CNN_CF_20030305.1900.00-3-E41-38
EM58	CNN_CF_20030305.1900.00-3-E3-39
EM59	CNN_CF_20030305.1900.00-3-E3-40
EM60	CNN_CF_20030305.1900.00-3-E24-41
EM61	CNN_CF_20030305.1900.00-3-E25-42
EM62	CNN_CF_20030305.1900.00-3-E3-43
EM63	CNN_CF_20030305.1900.00-3-E26-44
EM64	CNN_CF_20030305.1900.00-3-E3-45
EM65	CNN_CF_20030305.1900.00-3-E27-46
EM66	CNN_CF_20030305.1900.00-3-E3-47
EM67	CNN_CF_20030305.1900.00-3-E28-48
EM68	CNN_CF_20030305.1900.00-3-E28-49
EM69	CNN_CF_20030305.1900.00-3-E29-50
EM70	CNN_CF_20030305.1900.00-3-E30-51
EM71	CNN_CF_20030305.1900.00-3-E29-52
EM72	CNN_CF_20030305.1900.00-3-E31-53
EM73	CNN_CF_20030305.1900.00-3-E32-54
EM86	CNN_CF_20030305.1900.00-3-E41-55
EM87	CNN_CF_20030305.1900.00-3-E22-56
EM75	CNN_CF_20030305.1900.00-3-E33-57
EM76	CNN_CF_20030305.1900.00-3-E33-58
EM77	CNN_CF_20030305.1900.00-3-E34-59
EM78	CNN_CF_20030305.1900.00-3-E35-60
EM79	CNN_CF_20030305.1900.00-3-E28-61
EM80	CNN_CF_20030305.1900.00-3-E33-62
EM88	CNN_CF_20030305.1900.00-3-E22-63
EM82	CNN_CF_20030305.1900.00-3-E28-64
EM57	CNN_CF_20030305.1900.00-3-E17-65
EM89	CNN_CF_20030305.1900.00-3-E22-66
EM90	CNN_CF_20030305.1900.00-3-E22-67
EM91	CNN_CF_20030305.1900.00-3-E22-68
EM2	CNN_CF_20030305.1900.00-3-E36-69
EM81	CNN_CF_20030305.1900.00-3-E17-70
EM74	CNN_CF_20030305.1900.00-3-E17-71
EM3	CNN_CF_20030305.1900.00-3-E37-72
EM48	CNN_CF_20030305.1900.00-3-E38-73
EM53	CNN_CF_20030305.1900.00-3-E21-74
EM4	CNN_CF_20030305.1900.00-3-E23-75
EM5	CNN_CF_20030305.1900.00-3-E23-76
EM6	CNN_CF_20030305.1900.00-3-E23-77
EM7	CNN_CF_20030305.1900.00-3-E23-78
EM8	CNN_CF_20030305.1900.00-3-E39-79
EM9	CNN_CF_20030305.1900.00-3-E23-80
EM10	CNN_CF_20030305.1900.00-3-E39-81
EM11	CNN_CF_20030305.1900.00-3-E23-82
EM12	CNN_CF_20030305.1900.00-3-E23-83
EM13	CNN_CF_20030305.1900.00-3-E40-84
EM21	CNN_CF_20030305.1900.00-3-E2-85
EM83	CNN_CF_20030305.1900.00-3-E41-86
