CE21	CNN_CF_20030303.1900.00-CE1
CE22	CNN_CF_20030303.1900.00-CE2
CE6	CNN_CF_20030303.1900.00-CE3
CE23	CNN_CF_20030303.1900.00-CE4
CE24	CNN_CF_20030303.1900.00-CE5
CE25	CNN_CF_20030303.1900.00-CE6
CE26	CNN_CF_20030303.1900.00-CE7
CE27	CNN_CF_20030303.1900.00-CE8
CE29	CNN_CF_20030303.1900.00-CE9
CE30	CNN_CF_20030303.1900.00-CE10
CE5	CNN_CF_20030303.1900.00-CE11
CE54	CNN_CF_20030303.1900.00-CE12
CE31	CNN_CF_20030303.1900.00-CE13
CE33	CNN_CF_20030303.1900.00-CE14
CE34	CNN_CF_20030303.1900.00-CE15
CE35	CNN_CF_20030303.1900.00-CE16
CE36	CNN_CF_20030303.1900.00-CE17
CE37	CNN_CF_20030303.1900.00-CE18
CE38	CNN_CF_20030303.1900.00-CE19
CE39	CNN_CF_20030303.1900.00-CE20
CE40	CNN_CF_20030303.1900.00-CE21
CE41	CNN_CF_20030303.1900.00-CE22
CE42	CNN_CF_20030303.1900.00-CE23
CE43	CNN_CF_20030303.1900.00-CE24
CE44	CNN_CF_20030303.1900.00-CE25
CE9	CNN_CF_20030303.1900.00-CE26
CE45	CNN_CF_20030303.1900.00-CE27
CE4	CNN_CF_20030303.1900.00-CE28
CE46	CNN_CF_20030303.1900.00-CE29
CE47	CNN_CF_20030303.1900.00-CE30
CE48	CNN_CF_20030303.1900.00-CE31
CE49	CNN_CF_20030303.1900.00-CE32
CE50	CNN_CF_20030303.1900.00-CE33
CE14	CNN_CF_20030303.1900.00-CE34
CE51	CNN_CF_20030303.1900.00-CE35
CE7	CNN_CF_20030303.1900.00-CE36
CE53	CNN_CF_20030303.1900.00-CE37
CE55	CNN_CF_20030303.1900.00-CE38
CE56	CNN_CF_20030303.1900.00-CE39
CE60	CNN_CF_20030303.1900.00-CE40
CE61	CNN_CF_20030303.1900.00-CE41
CE63	CNN_CF_20030303.1900.00-CE42
CE64	CNN_CF_20030303.1900.00-CE43
CE66	CNN_CF_20030303.1900.00-CE44
CE2	CNN_CF_20030303.1900.00-CE45
CE57	CNN_CF_20030303.1900.00-CE46
CE58	CNN_CF_20030303.1900.00-CE47
CE1	CNN_CF_20030303.1900.00-CE48
CE32	CNN_CF_20030303.1900.00-CE49
CE62	CNN_CF_20030303.1900.00-CE50
CE10	CNN_CF_20030303.1900.00-CE51
CE59	CNN_CF_20030303.1900.00-CE52
CE65	CNN_CF_20030303.1900.00-CE53
CE15	CNN_CF_20030303.1900.00-CE54
CE52	CNN_CF_20030303.1900.00-CE55
CE12	CNN_CF_20030303.1900.00-CE56
CE8	CNN_CF_20030303.1900.00-CE57
CE13	CNN_CF_20030303.1900.00-CE58
CE19	CNN_CF_20030303.1900.00-CE59
CE11	CNN_CF_20030303.1900.00-CE60
CE16	CNN_CF_20030303.1900.00-CE61
CE3	CNN_CF_20030303.1900.00-CE62
CE17	CNN_CF_20030303.1900.00-CE63
CE18	CNN_CF_20030303.1900.00-CE64
CE28	CNN_CF_20030303.1900.00-CE65
CE20	CNN_CF_20030303.1900.00-CE66
E16	CNN_CF_20030303.1900.00-E1
E17	CNN_CF_20030303.1900.00-E2
E18	CNN_CF_20030303.1900.00-E3
E19	CNN_CF_20030303.1900.00-E4
E21	CNN_CF_20030303.1900.00-E5
E22	CNN_CF_20030303.1900.00-E6
E23	CNN_CF_20030303.1900.00-E7
E24	CNN_CF_20030303.1900.00-E8
E25	CNN_CF_20030303.1900.00-E9
E26	CNN_CF_20030303.1900.00-E10
E27	CNN_CF_20030303.1900.00-E11
E29	CNN_CF_20030303.1900.00-E12
E30	CNN_CF_20030303.1900.00-E13
E31	CNN_CF_20030303.1900.00-E14
E32	CNN_CF_20030303.1900.00-E15
E33	CNN_CF_20030303.1900.00-E16
E89	CNN_CF_20030303.1900.00-E17
E35	CNN_CF_20030303.1900.00-E18
E36	CNN_CF_20030303.1900.00-E19
E37	CNN_CF_20030303.1900.00-E20
E38	CNN_CF_20030303.1900.00-E21
E40	CNN_CF_20030303.1900.00-E22
E41	CNN_CF_20030303.1900.00-E23
E42	CNN_CF_20030303.1900.00-E24
E43	CNN_CF_20030303.1900.00-E25
E44	CNN_CF_20030303.1900.00-E26
E46	CNN_CF_20030303.1900.00-E27
E1	CNN_CF_20030303.1900.00-E28
E47	CNN_CF_20030303.1900.00-E29
E48	CNN_CF_20030303.1900.00-E30
E49	CNN_CF_20030303.1900.00-E31
E50	CNN_CF_20030303.1900.00-E32
E51	CNN_CF_20030303.1900.00-E33
E52	CNN_CF_20030303.1900.00-E34
E53	CNN_CF_20030303.1900.00-E35
E54	CNN_CF_20030303.1900.00-E36
E55	CNN_CF_20030303.1900.00-E37
E56	CNN_CF_20030303.1900.00-E38
E57	CNN_CF_20030303.1900.00-E39
E58	CNN_CF_20030303.1900.00-E40
E59	CNN_CF_20030303.1900.00-E41
E60	CNN_CF_20030303.1900.00-E42
E61	CNN_CF_20030303.1900.00-E43
E62	CNN_CF_20030303.1900.00-E44
E64	CNN_CF_20030303.1900.00-E45
E65	CNN_CF_20030303.1900.00-E46
E66	CNN_CF_20030303.1900.00-E47
E67	CNN_CF_20030303.1900.00-E48
E68	CNN_CF_20030303.1900.00-E49
E69	CNN_CF_20030303.1900.00-E50
E70	CNN_CF_20030303.1900.00-E51
E71	CNN_CF_20030303.1900.00-E52
E72	CNN_CF_20030303.1900.00-E53
E73	CNN_CF_20030303.1900.00-E54
E74	CNN_CF_20030303.1900.00-E55
E75	CNN_CF_20030303.1900.00-E56
E76	CNN_CF_20030303.1900.00-E57
E77	CNN_CF_20030303.1900.00-E58
E81	CNN_CF_20030303.1900.00-E59
E93	CNN_CF_20030303.1900.00-E60
E85	CNN_CF_20030303.1900.00-E61
E86	CNN_CF_20030303.1900.00-E62
E88	CNN_CF_20030303.1900.00-E63
E94	CNN_CF_20030303.1900.00-E64
E95	CNN_CF_20030303.1900.00-E65
E96	CNN_CF_20030303.1900.00-E66
E97	CNN_CF_20030303.1900.00-E67
E98	CNN_CF_20030303.1900.00-E68
E99	CNN_CF_20030303.1900.00-E69
E100	CNN_CF_20030303.1900.00-E70
E101	CNN_CF_20030303.1900.00-E71
E102	CNN_CF_20030303.1900.00-E72
E103	CNN_CF_20030303.1900.00-E73
E104	CNN_CF_20030303.1900.00-E74
E105	CNN_CF_20030303.1900.00-E75
E106	CNN_CF_20030303.1900.00-E76
E107	CNN_CF_20030303.1900.00-E77
E109	CNN_CF_20030303.1900.00-E78
E110	CNN_CF_20030303.1900.00-E79
E111	CNN_CF_20030303.1900.00-E80
E113	CNN_CF_20030303.1900.00-E81
E114	CNN_CF_20030303.1900.00-E82
E115	CNN_CF_20030303.1900.00-E83
E116	CNN_CF_20030303.1900.00-E84
E121	CNN_CF_20030303.1900.00-E85
E3	CNN_CF_20030303.1900.00-E86
E122	CNN_CF_20030303.1900.00-E87
E123	CNN_CF_20030303.1900.00-E88
E124	CNN_CF_20030303.1900.00-E89
E125	CNN_CF_20030303.1900.00-E90
E126	CNN_CF_20030303.1900.00-E91
E128	CNN_CF_20030303.1900.00-E92
E4	CNN_CF_20030303.1900.00-E93
E5	CNN_CF_20030303.1900.00-E94
E117	CNN_CF_20030303.1900.00-E95
E8	CNN_CF_20030303.1900.00-E96
E10	CNN_CF_20030303.1900.00-E97
E11	CNN_CF_20030303.1900.00-E98
E12	CNN_CF_20030303.1900.00-E99
E13	CNN_CF_20030303.1900.00-E100
E39	CNN_CF_20030303.1900.00-E101
E15	CNN_CF_20030303.1900.00-E102
EM1	CNN_CF_20030303.1900.00-E28-1
EM17	CNN_CF_20030303.1900.00-E1-2
EM19	CNN_CF_20030303.1900.00-E2-3
EM20	CNN_CF_20030303.1900.00-E94-4
EM21	CNN_CF_20030303.1900.00-E3-5
EM22	CNN_CF_20030303.1900.00-E4-6
EM23	CNN_CF_20030303.1900.00-E5-7
EM24	CNN_CF_20030303.1900.00-E6-8
EM25	CNN_CF_20030303.1900.00-E7-9
EM26	CNN_CF_20030303.1900.00-E8-10
EM27	CNN_CF_20030303.1900.00-E9-11
EM28	CNN_CF_20030303.1900.00-E7-12
EM29	CNN_CF_20030303.1900.00-E10-13
EM30	CNN_CF_20030303.1900.00-E93-14
EM31	CNN_CF_20030303.1900.00-E11-15
EM185	CNN_CF_20030303.1900.00-E86-16
EM33	CNN_CF_20030303.1900.00-E12-17
EM34	CNN_CF_20030303.1900.00-E13-18
EM35	CNN_CF_20030303.1900.00-E2-19
EM36	CNN_CF_20030303.1900.00-E14-20
EM37	CNN_CF_20030303.1900.00-E15-21
EM38	CNN_CF_20030303.1900.00-E16-22
EM128	CNN_CF_20030303.1900.00-E17-23
EM40	CNN_CF_20030303.1900.00-E18-24
EM41	CNN_CF_20030303.1900.00-E19-25
EM42	CNN_CF_20030303.1900.00-E20-26
EM43	CNN_CF_20030303.1900.00-E2-27
EM44	CNN_CF_20030303.1900.00-E21-28
EM45	CNN_CF_20030303.1900.00-E6-29
EM49	CNN_CF_20030303.1900.00-E22-30
EM50	CNN_CF_20030303.1900.00-E23-31
EM46	CNN_CF_20030303.1900.00-E86-32
EM48	CNN_CF_20030303.1900.00-E86-33
EM52	CNN_CF_20030303.1900.00-E86-34
EM61	CNN_CF_20030303.1900.00-E86-35
EM51	CNN_CF_20030303.1900.00-E24-36
EM53	CNN_CF_20030303.1900.00-E25-37
EM54	CNN_CF_20030303.1900.00-E25-38
EM55	CNN_CF_20030303.1900.00-E26-39
EM56	CNN_CF_20030303.1900.00-E27-40
EM129	CNN_CF_20030303.1900.00-E61-41
EM60	CNN_CF_20030303.1900.00-E29-42
EM62	CNN_CF_20030303.1900.00-E30-43
EM63	CNN_CF_20030303.1900.00-E31-44
EM64	CNN_CF_20030303.1900.00-E32-45
EM65	CNN_CF_20030303.1900.00-E33-46
EM66	CNN_CF_20030303.1900.00-E34-47
EM67	CNN_CF_20030303.1900.00-E35-48
EM68	CNN_CF_20030303.1900.00-E36-49
EM69	CNN_CF_20030303.1900.00-E37-50
EM70	CNN_CF_20030303.1900.00-E38-51
EM71	CNN_CF_20030303.1900.00-E39-52
EM72	CNN_CF_20030303.1900.00-E40-53
EM73	CNN_CF_20030303.1900.00-E41-54
EM74	CNN_CF_20030303.1900.00-E42-55
EM57	CNN_CF_20030303.1900.00-E29-56
EM186	CNN_CF_20030303.1900.00-E86-57
EM58	CNN_CF_20030303.1900.00-E29-58
EM77	CNN_CF_20030303.1900.00-E43-59
EM78	CNN_CF_20030303.1900.00-E44-60
EM79	CNN_CF_20030303.1900.00-E45-61
EM80	CNN_CF_20030303.1900.00-E46-62
EM81	CNN_CF_20030303.1900.00-E46-63
EM82	CNN_CF_20030303.1900.00-E47-64
EM83	CNN_CF_20030303.1900.00-E48-65
EM84	CNN_CF_20030303.1900.00-E29-66
EM85	CNN_CF_20030303.1900.00-E94-67
EM86	CNN_CF_20030303.1900.00-E94-68
EM87	CNN_CF_20030303.1900.00-E4-69
EM88	CNN_CF_20030303.1900.00-E98-70
EM89	CNN_CF_20030303.1900.00-E99-71
EM90	CNN_CF_20030303.1900.00-E94-72
EM91	CNN_CF_20030303.1900.00-E4-73
EM93	CNN_CF_20030303.1900.00-E2-74
EM94	CNN_CF_20030303.1900.00-E94-75
EM95	CNN_CF_20030303.1900.00-E49-76
EM96	CNN_CF_20030303.1900.00-E4-77
EM97	CNN_CF_20030303.1900.00-E50-78
EM98	CNN_CF_20030303.1900.00-E6-79
EM99	CNN_CF_20030303.1900.00-E2-80
EM100	CNN_CF_20030303.1900.00-E51-81
EM101	CNN_CF_20030303.1900.00-E52-82
EM102	CNN_CF_20030303.1900.00-E53-83
EM103	CNN_CF_20030303.1900.00-E54-84
EM39	CNN_CF_20030303.1900.00-E55-85
EM104	CNN_CF_20030303.1900.00-E34-86
EM105	CNN_CF_20030303.1900.00-E56-87
EM106	CNN_CF_20030303.1900.00-E101-88
EM107	CNN_CF_20030303.1900.00-E101-89
EM108	CNN_CF_20030303.1900.00-E57-90
EM109	CNN_CF_20030303.1900.00-E58-91
EM110	CNN_CF_20030303.1900.00-E54-92
EM111	CNN_CF_20030303.1900.00-E53-93
EM116	CNN_CF_20030303.1900.00-E34-94
EM117	CNN_CF_20030303.1900.00-E59-95
EM121	CNN_CF_20030303.1900.00-E34-96
EM130	CNN_CF_20030303.1900.00-E60-97
EM118	CNN_CF_20030303.1900.00-E7-98
EM122	CNN_CF_20030303.1900.00-E61-99
EM123	CNN_CF_20030303.1900.00-E62-100
EM124	CNN_CF_20030303.1900.00-E61-101
EM131	CNN_CF_20030303.1900.00-E61-102
EM125	CNN_CF_20030303.1900.00-E61-103
EM126	CNN_CF_20030303.1900.00-E61-104
EM127	CNN_CF_20030303.1900.00-E63-105
EM134	CNN_CF_20030303.1900.00-E61-106
EM135	CNN_CF_20030303.1900.00-E61-107
EM144	CNN_CF_20030303.1900.00-E61-108
EM145	CNN_CF_20030303.1900.00-E64-109
EM146	CNN_CF_20030303.1900.00-E61-110
EM147	CNN_CF_20030303.1900.00-E61-111
EM150	CNN_CF_20030303.1900.00-E61-112
EM132	CNN_CF_20030303.1900.00-E65-113
EM133	CNN_CF_20030303.1900.00-E66-114
EM136	CNN_CF_20030303.1900.00-E67-115
EM137	CNN_CF_20030303.1900.00-E101-116
EM138	CNN_CF_20030303.1900.00-E93-117
EM139	CNN_CF_20030303.1900.00-E2-118
EM140	CNN_CF_20030303.1900.00-E68-119
EM141	CNN_CF_20030303.1900.00-E86-120
EM142	CNN_CF_20030303.1900.00-E86-121
EM143	CNN_CF_20030303.1900.00-E86-122
EM149	CNN_CF_20030303.1900.00-E86-123
EM156	CNN_CF_20030303.1900.00-E2-124
EM157	CNN_CF_20030303.1900.00-E69-125
EM154	CNN_CF_20030303.1900.00-E70-126
EM155	CNN_CF_20030303.1900.00-E70-127
EM158	CNN_CF_20030303.1900.00-E71-128
EM159	CNN_CF_20030303.1900.00-E72-129
EM160	CNN_CF_20030303.1900.00-E2-130
EM164	CNN_CF_20030303.1900.00-E2-131
EM165	CNN_CF_20030303.1900.00-E73-132
EM167	CNN_CF_20030303.1900.00-E2-133
EM170	CNN_CF_20030303.1900.00-E2-134
EM171	CNN_CF_20030303.1900.00-E74-135
EM174	CNN_CF_20030303.1900.00-E2-136
EM175	CNN_CF_20030303.1900.00-E2-137
EM176	CNN_CF_20030303.1900.00-E2-138
EM177	CNN_CF_20030303.1900.00-E48-139
EM172	CNN_CF_20030303.1900.00-E48-140
EM162	CNN_CF_20030303.1900.00-E94-141
EM163	CNN_CF_20030303.1900.00-E75-142
EM166	CNN_CF_20030303.1900.00-E76-143
EM169	CNN_CF_20030303.1900.00-E77-144
EM173	CNN_CF_20030303.1900.00-E94-145
EM178	CNN_CF_20030303.1900.00-E101-146
EM179	CNN_CF_20030303.1900.00-E86-147
EM180	CNN_CF_20030303.1900.00-E86-148
EM181	CNN_CF_20030303.1900.00-E86-149
EM182	CNN_CF_20030303.1900.00-E86-150
EM153	CNN_CF_20030303.1900.00-E85-151
EM183	CNN_CF_20030303.1900.00-E2-152
EM184	CNN_CF_20030303.1900.00-E2-153
EM75	CNN_CF_20030303.1900.00-E29-154
EM92	CNN_CF_20030303.1900.00-E78-155
EM148	CNN_CF_20030303.1900.00-E79-156
EM151	CNN_CF_20030303.1900.00-E80-157
EM152	CNN_CF_20030303.1900.00-E81-158
EM187	CNN_CF_20030303.1900.00-E86-159
EM5	CNN_CF_20030303.1900.00-E86-160
EM32	CNN_CF_20030303.1900.00-E55-161
EM8	CNN_CF_20030303.1900.00-E55-162
EM59	CNN_CF_20030303.1900.00-E82-163
EM188	CNN_CF_20030303.1900.00-E86-164
EM189	CNN_CF_20030303.1900.00-E86-165
EM161	CNN_CF_20030303.1900.00-E83-166
EM3	CNN_CF_20030303.1900.00-E84-167
EM168	CNN_CF_20030303.1900.00-E87-168
EM190	CNN_CF_20030303.1900.00-E86-169
EM2	CNN_CF_20030303.1900.00-E28-170
EM9	CNN_CF_20030303.1900.00-E88-171
EM191	CNN_CF_20030303.1900.00-E86-172
EM192	CNN_CF_20030303.1900.00-E86-173
EM112	CNN_CF_20030303.1900.00-E57-174
EM113	CNN_CF_20030303.1900.00-E89-175
EM115	CNN_CF_20030303.1900.00-E91-176
EM114	CNN_CF_20030303.1900.00-E90-177
EM120	CNN_CF_20030303.1900.00-E34-178
EM119	CNN_CF_20030303.1900.00-E92-179
EM193	CNN_CF_20030303.1900.00-E101-180
EM76	CNN_CF_20030303.1900.00-E29-181
EM194	CNN_CF_20030303.1900.00-E101-182
EM195	CNN_CF_20030303.1900.00-E101-183
EM196	CNN_CF_20030303.1900.00-E101-184
EM197	CNN_CF_20030303.1900.00-E101-185
EM198	CNN_CF_20030303.1900.00-E101-186
EM6	CNN_CF_20030303.1900.00-E86-187
EM7	CNN_CF_20030303.1900.00-E93-188
EM4	CNN_CF_20030303.1900.00-E95-189
EM10	CNN_CF_20030303.1900.00-E93-190
EM47	CNN_CF_20030303.1900.00-E101-191
EM11	CNN_CF_20030303.1900.00-E96-192
EM12	CNN_CF_20030303.1900.00-E97-193
EM13	CNN_CF_20030303.1900.00-E98-194
EM14	CNN_CF_20030303.1900.00-E99-195
EM15	CNN_CF_20030303.1900.00-E100-196
EM16	CNN_CF_20030303.1900.00-E102-197
EM18	CNN_CF_20030303.1900.00-E93-198
R7	CNN_CF_20030303.1900.00-R1
R13	CNN_CF_20030303.1900.00-R2
R14	CNN_CF_20030303.1900.00-R3
R15	CNN_CF_20030303.1900.00-R4
R22	CNN_CF_20030303.1900.00-R5
R4	CNN_CF_20030303.1900.00-R6
R5	CNN_CF_20030303.1900.00-R7
R6	CNN_CF_20030303.1900.00-R8
R8	CNN_CF_20030303.1900.00-R9
R2	CNN_CF_20030303.1900.00-R10
R9	CNN_CF_20030303.1900.00-R11
R10	CNN_CF_20030303.1900.00-R12
R11	CNN_CF_20030303.1900.00-R13
R1	CNN_CF_20030303.1900.00-R14
R16	CNN_CF_20030303.1900.00-R15
R17	CNN_CF_20030303.1900.00-R16
R18	CNN_CF_20030303.1900.00-R17
R19	CNN_CF_20030303.1900.00-R18
R20	CNN_CF_20030303.1900.00-R19
